"id","name","name@es"
"syscebnl_tax_group_0","VAT 0%","I.V.A. 0%"
"syscebnl_tax_group_6","VAT 6%","I.V.A. 6%"
"syscebnl_tax_group_15","VAT 15%","I.V.A. 15%"
"syscebnl_tax_group_30","VAT 30%","I.V.A. 30%"
