"id","code","name","account_type","reconcile","tag_ids","name@fi"
"account_2031","2031","Appreciation fund (oy)","equity","False","l10n_fi.account_tag_revaluation_reserve","Arvonkorotusrahasto (oy)"
"account_2041","2041","Fair value reserve (oy)","equity","False","l10n_fi.account_tag_revaluation_reserve","Käyvän arvon rahasto (oy)"
"account_2051","2051","Legal reserve (ltd)","equity","False","l10n_fi.account_tag_reserve","Vararahasto (oy)"
"account_2061","2061","Free invested equity reserve","equity","False","l10n_fi.account_tag_the_invested_unrestricted_equity_fund","Sijoitetun vapaan oman pääoman rahasto"
"account_2071","2071","Reserve provided for by articles of association","equity","False","l10n_fi.account_tag_the_articles_of_association_or_fund_under_the_rules","Yhtiöjärjestyksen mukainen rahasto"
"account_2081","2081","Other reserves (ltd)","equity","False","l10n_fi.account_tag_other_reserves","Muut rahastot (oy)"
"account_2101","2101","Co-operative capital","equity","False","","Osuuspääoma"
"account_2103","2103","Additional co-operative capital","equity","False","","Lisäosuuspääoma"
"account_2105","2105","Co-operative capital, investment","equity","False","","Sijoitusosuuspääoma"
"account_2109","2109","Terminated co-operative contribution","equity","False","","Irtisanotut osuusmaksut"
"account_2111","2111","Over valued reserve (co-operative)","equity","False","","Vararahasto (osk)"
"account_2115","2115","Share premium fund (osk)","equity","False","","Ylikurssirahasto (osk)"
"account_2121","2121","Revaluation reserve (co-operative)","equity","False","","Arvonkorotusrahasto (osk)"
"account_2123","2123","Increase in share capital (osk)","equity","False","","Osakepääoman korotus (osk)"
"account_2131","2131","Legal reserve (co-operative)","equity","False","","Vararahasto (osk)"
"account_2135","2135","Fair value reserve (osk)","equity","False","","Käyvän arvon rahasto (osk)"
"account_2141","2141","Reserve provided for by the rules (co-operative)","equity","False","","Sääntöjen mukainen rahasto"
"account_2143","2143","Fair value fund (osk)","equity","False","","Käyvän arvon rahasto (osk)"
"account_2145","2145","Other reserves (co-operative)","equity","False","","Muut rahastot (osk)"
"account_2150","2150","Capital contributions (ay)","equity","False","","Pääomapanokset"
"account_2151","2151","Capital input, partner A","equity","False","","Pääomapanos, yhtiömies A"
"account_2153","2153","Capital input, partner B","equity","False","","Pääomapanos, yhtiömies B"
"account_2155","2155","Capital input, partner X","equity","False","","Pääomapanos, yhtiömies X"
"account_2161","2161","Revaluation reserve(general partnership)","equity","False","","Arvonkorotusrahasto (ay)"
"account_2165","2165","Fair value reserve(general partnership)","equity","False","","Käyvän arvon rahasto (ay)"
"account_2171","2171","Capital input, active partner A","equity","False","","Vastuunalaisen yhtiömiehen A panos"
"account_2173","2173","Capital input, active partner B","equity","False","","Vastuunalaisen yhtiömiehen B panos"
"account_2175","2175","Capital input, active partner X","equity","False","","Vastuunalaisen yhtiömiehen X panos"
"account_2181","2181","Capital input, limited partner C","equity","False","","Äänettömän yhtiömiehen C panos"
"account_2183","2183","Capital input, limited partner D","equity","False","","Äänettömän yhtiömiehen D panos"
"account_2191","2191","Revaluation reserve (ltd partnership)","equity","False","","Arvonkorotusrahasto (ky)"
"account_2195","2195","Fair value reserve (ltd partnership)","equity","False","","Käyvän arvon rahasto (ky)"
"account_2201","2201","Basic capital","equity","False","","Peruspääoma"
"account_2211","2211","Revaluation reserve (private firm)","equity","False","","Arvonkorotusrahasto (tmi)"
"account_2215","2215","Fair value reserve (private firm)","equity","False","","Käyvän arvon rahasto (tmi)"
"account_2261","2261","Payment of dividend","equity","False","l10n_fi.account_tag_retained_earnings","Osingonjako"
"account_2265","2265","Amount paid for own shares","equity","False","l10n_fi.account_tag_retained_earnings","Omista osakkeista maksettu määrä"
"account_2271","2271","Co-operative interest","equity","False","l10n_fi.account_tag_retained_earnings","Osuuskorot"
"account_2291","2291","Profit, partner A","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus yhtiömies A"
"account_2293","2293","Profit, partner B","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus yhtiömies B"
"account_2295","2295","Profit, partner X","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus yhtiömies X"
"account_2311","2311","Profit, active partner A","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus vastuunalainen yhtiömies A"
"account_2313","2313","Profit, active partner B","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus vastuunalainen yhtiömies B"
"account_2315","2315","Profit, active partner X","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus vastuunalainen yhtiömies X"
"account_2321","2321","Profit, limited partner C","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus äänetön yhtiömies C"
"account_2323","2323","Profit, limited partner D","equity","False","l10n_fi.account_tag_retained_earnings","Voitto-osuus äänetön yhtiömies D"
"account_2331","2331","Capital deficit, partner A","equity","False","l10n_fi.account_tag_retained_earnings","Pääomavajaus yhtiömies A"
"account_2333","2333","Capital deficit, partner B","equity","False","l10n_fi.account_tag_retained_earnings","Pääomavajaus yhtiömies B"
"account_2335","2335","Capital deficit, partner X periods","equity","False","l10n_fi.account_tag_retained_earnings","Pääomavajaus yhtiömies X"
"account_2337","2337","Capital deficit","equity","False","l10n_fi.account_tag_retained_earnings","Pääomavajaus"
"account_2341","2341","Private accounts, money, partner A","equity","False","","Yksityissijoitukset rahana yhtiömies A"
"account_2343","2343","Other private investments, partner A","equity","False","","Muut yksityissijoitukset yhtiömies A"
"account_2345","2345","Private accounts, money, partner B","equity","False","","Yksityissijoitukset rahana yhtiömies B"
"account_2347","2347","Other private investments, partner B","equity","False","","Muut yksityissijoitukset  yhtiömies B"
"account_2348","2348","Private accounts, money, partner X","equity","False","","Yksityissijoitukset rahana yhtiömies X"
"account_2349","2349","Other private investments, partner X","equity","False","","Muut yksityissijoitukset  yhtiömies X"
"account_2351","2351","Money taken into private use, partner A","equity","False","","Yksityisnostot rahana yhtiömies A"
"account_2353","2353","Other private use, partner A","equity","False","","Muut yksityisnostot yhtiömies A"
"account_2355","2355","Money taken into private use, partner B","equity","False","","Yksityisnostot rahana yhtiömies B"
"account_2357","2357","Other private use, partner B","equity","False","","Muut yksityisnostot  yhtiömies B"
"account_2358","2358","Money taken into private use, partner X","equity","False","","Yksityisnostot rahana yhtiömies X"
"account_2359","2359","Other private use, partner X","equity","False","","Muut yksityisnostot  yhtiömies X"
"account_2361","2361","Private investments, money","equity","False","","Yksityissijoitukset rahana"
"account_2363","2363","Other private investments","equity","False","","Muut yksityissijoitukset"
"account_2365","2365","Money taken into private use","equity","False","","Yksityisnostot rahana"
"account_2367","2367","Other private use","equity","False","","Muut yksityisnostot"
"account_2381","2381","Capital loan (osk)","liability_non_current","False","","Pääomalaina (osk)"
"account_2390","2390","Minority interest","liability_non_current","False","","Vähemmistöosuudet"
"account_2391","2391","Minority share","liability_non_current","False","","Vähemmistöosuus"
"account_2405","2405","Depreciation reserve, development expenses","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Kehittämismenojen poistoero"
"account_2407","2407","Depreciation reserve, intangible rights","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Aineettomien oikeuksien poistoero"
"account_2411","2411","Depreciation reserve, goodwill","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Liikearvon poistoero"
"account_2421","2421","Depreciation reserve, other capitalised long-term expenses","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Muiden pitkävaikutteisten menojen poistoero"
"account_2431","2431","Depreciation reserve, buildings","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Rakennusten poistoero"
"account_2441","2441","Depreciation reserve, machinery and equipment","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Koneiden ja kaluston poistoero"
"account_2449","2449","Depreciation reserve, other tangible assets","liability_non_current","False","l10n_fi.account_tag_depreciation_difference","Muiden aineellisten hyödykkeiden poistoero"
"account_2451","2451","Replacement reserve, fixed assets","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Käyttöomaisuuden jälleenhankintavaraus"
"account_2453","2453","Replacement reserve, premises","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Toimitilan jälleenhankintavaraus"
"account_2461","2461","Credit loss reserve","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Luottotappiovaraus"
"account_2471","2471","Guarantee reserve","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Takuuvaraus"
"account_2481","2481","Operational reserve","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Toimintavaraus"
"account_2491","2491","Change reserve, acquisition costs","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Hankintamenon muutosvaraus"
"account_2493","2493","Housing reserve","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Asuintalovaraus"
"account_2499","2499","Other reserves for taxation","liability_non_current","False","l10n_fi.account_tag_tax_based_reservations","Muut vapaaehtoiset varaukset"
"account_2501","2501","Provisions for pensions","liability_non_current","False","l10n_fi.account_tag_provisions_for_pensions","Eläkevaraukset"
"account_2530","2530","Tax provisions","liability_non_current","False","l10n_fi.account_tag_tax_provisions","Verovaraukset"
"account_2531","2531","Provisions for taxation","liability_non_current","False","l10n_fi.account_tag_tax_provisions","Verovaraukset"
"account_2551","2551","Provisions for litigations","liability_non_current","False","l10n_fi.account_tag_other_provisions","Oikeudenkäyntivaraus"
"account_2561","2561","Provisions for price decrease","liability_non_current","False","l10n_fi.account_tag_other_provisions","Hinnanlaskuvaraus"
"account_2571","2571","Provisions for long-term projects","liability_non_current","False","l10n_fi.account_tag_other_provisions","Pitkäaikaishankkeiden pakolliset varaukset"
"account_2581","2581","Other provisions","liability_non_current","False","l10n_fi.account_tag_other_provisions","Muut pakolliset varaukset"
"account_2591","2591","Consolidation difference","liability_non_current","False","","Konsernireservi"
"account_2601","2601","Capital loan","liability_current","False","l10n_fi.account_tag_subordinated_loans_long-term","Pitkäaikainen pääomalaina"
"account_2611","2611","Bonds","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikaiset joukkovelkakirjalainat"
"account_2613","2613","Bonds (government bonds)","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikaiset obligaatiolainat"
"account_2614","2614","Debenture loan","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikaiset debentuurilainat"
"account_2615","2615","Other long-term debentures","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Muut pitkäaikaiset joukkovelkakirjalainat"
"account_2617","2617","Other long-term debentures","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikaiset vaihtovelkakirjalainat"
"account_2621","2621","Long-term loan from credit institution 1","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikainen rahoituslaitoslaina 1"
"account_2622","2622","Long-term loan from credit institution 2","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikainen rahoituslaitoslaina 2"
"account_2623","2623","Long-term loan from credit institution 3","liability_current","False","l10n_fi.account_tag_bonds_are_long-term","Pitkäaikainen rahoituslaitoslaina 3"
"account_2630","2630","Loans from financial institutions","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Lainat rahoituslaitoksilta"
"account_2631","2631","Long-term loan from credit company 1","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Pitkäaikainen rahoitusyhtiölaina 1"
"account_2632","2632","Long-term loan from credit company 2","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Pitkäaikainen rahoitusyhtiölaina 2"
"account_2633","2633","Long-term loan from credit company 3","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Pitkäaikainen rahoitusyhtiölaina 3"
"account_2639","2639","Long-term factoring account","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Pitkäaikainen factoringluottotili"
"account_2641","2641","Bank account 1 check limit in use","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Pankki 1 käytetty shekkitililimiitti"
"account_2642","2642","Bank account 2 check limit in use","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Pankki 2 käytetty shekkitililimiitti"
"account_2649","2649","Other long-term loans from credit institutions","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term","Muut pitkäaikaiset lainat rahoituslaitoksilta"
"account_2651","2651","Long-term pension loans","liability_current","False","l10n_fi.account_tag_pension_loans_long-term","Pitkäaikaiset eläkelainat"
"account_2661","2661","Long-term advances received","liability_current","False","l10n_fi.account_tag_advances_received_long-term","Pitkäaikaiset saadut ennakot"
"account_2671","2671","Long-term trade creditors","liability_payable","True","l10n_fi.account_tag_accounts_payable-current","Pitkäaikaiset ostovelat"
"account_2681","2681","Long-term hire-purchase loans","liability_payable","True","l10n_fi.account_tag_accounts_payable-current","Pitkäaikaiset  osamaksuvelat"
"account_2691","2691","Long-term bills of exchange payable","liability_current","False","l10n_fi.account_tag_bills_of_long-term","Pitkäaikaiset rahoitusvekselit"
"account_2700","2700","Liabilities to companies of the same group, long-term","liability_payable","True","l10n_fi.account_tag_consolidated_long-term_liabilities","Velat saman konsernin yrityksille"
"account_2701","2701","Long-term advances received, group companies","liability_payable","True","l10n_fi.account_tag_consolidated_long-term_liabilities","Pitkäaikaiset saadut ennakot konserniyrityksiltä"
"account_2703","2703","Long-term trade creditors, group companies","liability_payable","True","l10n_fi.account_tag_consolidated_long-term_liabilities","Pitkäaikaiset ostovelat konserniyrityksille"
"account_2705","2705","Long-term bills of exchange payable, group companies","liability_payable","True","l10n_fi.account_tag_consolidated_long-term_liabilities","Pitkäaikaiset rahoitusvekselit konserniyrityksiltä"
"account_2707","2707","Other long-term loans, group companies","liability_payable","True","l10n_fi.account_tag_consolidated_long-term_liabilities","Pitkäaikaiset muut velat konserniyrityksille"
"account_2709","2709","Long-term accrued expenses, group companies","liability_payable","True","l10n_fi.account_tag_consolidated_long-term_liabilities","Pitkäaikaiset siirtovelat konserniyrityksille"
"account_2711","2711","Long-term advances received, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies_non-current","Pitkäaikaiset saadut ennakot omistusyhteysyrityksiltä"
"account_2713","2713","Long-term trade creditors, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies_non-current","Pitkäaikaiset ostovelat omistusyhteysyrityksiltä"
"account_2715","2715","Long-term bills of exchange payable, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies_non-current","Pitkäaikaiset rahoitusvekselit omistusyhteysyrityksiltä"
"account_2717","2717","Other long-term loans, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies_non-current","Pitkäaikaiset muut velat omistusyhteysyrityksiltä"
"account_2719","2719","Long-term accrued expenses, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies_non-current","Pitkäaikaiset siirtovelat omistusyhteysyrityksiltä"
"account_2721","2721","Long-term loans to employees","liability_current","False","l10n_fi.account_tag_other_long-term_liabilities","Pitkäaikaiset velat työntekijöille"
"account_2723","2723","Long-term loans to management","liability_current","False","l10n_fi.account_tag_other_long-term_liabilities","Pitkäaikaiset velat johdolle"
"account_2725","2725","Long-term loans to shareholders","liability_current","False","l10n_fi.account_tag_other_long-term_liabilities","Pitkäaikaiset velat osakkaille"
"account_2731","2731","Option loans","liability_current","False","l10n_fi.account_tag_other_long-term_liabilities","Pitkäaikaiset optiolainat"
"account_2741","2741","Long-term rental securities received","liability_current","False","l10n_fi.account_tag_other_long-term_liabilities","Pitkäaikaiset saadut vuokravakuudet"
"account_2749","2749","Other long-term loans","liability_current","False","l10n_fi.account_tag_other_long-term_liabilities","Pitkäaikaiset muut velat"
"account_2751","2751","Long-term accruals and deferred income","liability_current","False","l10n_fi.account_tag_accrued_long-term","Pitkäaikaiset siirtovelat"
"account_2771","2771","Deferred tax liabilities","liability_current","False","l10n_fi.account_tag_deferred_tax_liabilities_are_long-term","Laskennalliset verovelat"
"account_2801","2801","Capital loans, short-term","liability_current","False","l10n_fi.account_tag_capital_loans_are_short-term","Lyhytaikainen pääomalaina"
"account_2811","2811","Bonds","liability_current","False","l10n_fi.account_tag_bonds_short-term","Joukkovelkakirjalainat"
"account_2813","2813","Bonds (government bonds)","liability_current","False","l10n_fi.account_tag_bonds_short-term","Obligaatiolainat"
"account_2814","2814","Debenture loan","liability_current","False","l10n_fi.account_tag_bonds_short-term","Debentuurilainat"
"account_2815","2815","Other debentures","liability_current","False","l10n_fi.account_tag_bonds_short-term","Muut joukkovelkakirjalainat"
"account_2817","2817","Convertible debentures","liability_current","False","l10n_fi.account_tag_bonds_short-term","Vaihtovelkakirjalainat"
"account_2821","2821","Long-term loan from credit institution 1 instalment","liability_current","False","l10n_fi.account_tag_convertible_bonds_short-term","Pitkäaikaisen rahoituslaitoslainan 1 lyhennyserät"
"account_2822","2822","Long-term loan from credit institution 2 instalment","liability_current","False","l10n_fi.account_tag_convertible_bonds_short-term","Pitkäaikaisen rahoituslaitoslainan 2 lyhennyserät"
"account_2823","2823","Long-term loan from credit institution 3 instalment","liability_current","False","l10n_fi.account_tag_convertible_bonds_short-term","Pitkäaikaisen rahoituslaitoslainan 3 lyhennyserät"
"account_2825","2825","Short-term loan from credit institution 1","liability_current","False","l10n_fi.account_tag_convertible_bonds_short-term","Lyhytaikainen rahoituslaitoslaina 1"
"account_2826","2826","Short-term loan from credit institution 2","liability_current","False","l10n_fi.account_tag_convertible_bonds_short-term","Lyhytaikainen rahoituslaitoslaina 2"
"account_2827","2827","Short-term loan from credit institution 3","liability_current","False","l10n_fi.account_tag_convertible_bonds_short-term","Lyhytaikainen rahoituslaitoslaina 3"
"account_2830","2830","Loans from financial institutions","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Lainat rahoituslaitoksilta"
"account_2831","2831","Long-term loan from credit company 1 instalment","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Pitkäaikaisen rahoitusyhtiölainan 1 lyhennyserät"
"account_2832","2832","Long-term loan from credit company 2 instalment","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Pitkäaikaisen rahoitusyhtiölainan 2 lyhennyserät"
"account_2833","2833","Long-term loan from credit company 3 instalment","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Pitkäaikaisen rahoitusyhtiölainan 3 lyhennyserät"
"account_2835","2835","Short-term loan from credit company 1","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Lyhytaikainen rahoitusyhtiölaina 1"
"account_2836","2836","Short-term loan from credit company 2","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Lyhytaikainen rahoitusyhtiölaina 2"
"account_2837","2837","Short-term loan from credit company 3","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Lyhytaikainen rahoitusyhtiölaina 3"
"account_2841","2841","Factoring account","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Factoring-luottotili"
"account_2842","2842","Checking account on credit","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Luotollinen shekkitili 1"
"account_2843","2843","Checking account on credit","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Luotollinen shekkitili 2"
"account_2844","2844","Checking account on credit","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Luotollinen shekkitili 3"
"account_2849","2849","Other short-term loans from credit instution","liability_current","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term","Muut lyhytaikaiset lainat rahoituslaitoksilta"
"account_2851","2851","Short-term pension loans","liability_current","False","l10n_fi.account_tag_pension_loans_short-term","Lyhytaikaiset eläkelainat"
"account_2861","2861","Advances received","liability_current","False","l10n_fi.account_tag_advances_received_short-term","Saadut ennakot"
"account_2871","2871","Trade creditors","liability_payable","True","l10n_fi.account_tag_accounts_payable","Ostovelat"
"account_2872","2872","Trade creditors 2","liability_payable","True","l10n_fi.account_tag_accounts_payable","Ostovelat 2"
"account_2873","2873","Trade creditors 3","liability_payable","True","l10n_fi.account_tag_accounts_payable","Ostovelat 3"
"account_2877","2877","Trade creditors, investments","liability_payable","True","l10n_fi.account_tag_accounts_payable","Ostovelat investoinneista"
"account_2879","2879","Trade creditors, advance invoices","liability_payable","True","l10n_fi.account_tag_accounts_payable","Ostovelat ennakkolaskuista"
"account_2880","2880","Payment account","liability_payable","True","l10n_fi.account_tag_accounts_payable","Maksuliikennetili"
"account_2881","2881","Hire-purchase credits","liability_payable","True","l10n_fi.account_tag_accounts_payable","Osamaksuvelat"
"account_2888","2888","Payment transaction account","liability_payable","True","l10n_fi.account_tag_accounts_payable","Maksuliikennetili"
"account_2889","2889","Other trade creditors","liability_payable","True","l10n_fi.account_tag_accounts_payable","Muut ostovelat"
"account_2891","2891","Bills of exchange payable","liability_current","False","l10n_fi.account_tag_bills_of_short-term","Rahoitusvekselit"
"account_2901","2901","Advances received, group companies","liability_current","False","l10n_fi.account_tag_group_short-term_liabilities","Saadut ennakot konserniyrityksiltä"
"account_2903","2903","Trade creditors, group companies","liability_current","False","l10n_fi.account_tag_group_short-term_liabilities","Ostovelat konserniyrityksille"
"account_2905","2905","Bills of exchange payable, group companies","liability_current","False","l10n_fi.account_tag_group_short-term_liabilities","Rahoitusvekselit konserniyrityksiltä"
"account_2907","2907","Other loans, group companies","liability_current","False","l10n_fi.account_tag_group_short-term_liabilities","Muut velat konserniyrityksille"
"account_2909","2909","Accrued expenses, group companies","liability_current","False","l10n_fi.account_tag_group_short-term_liabilities","Siirtovelat konserniyrityksille"
"account_2911","2911","Advances received, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies","Saadut ennakot omistusyhteysyrityksiltä"
"account_2913","2913","Trade creditors, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies","Ostovelat omistusyhteysyrityksille"
"account_2915","2915","Bills of exchange payable, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies","Rahoitusvekselit omistusyhteysyrityksiltä"
"account_2917","2917","Other loans, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies","Muut velat omistusyhteysyrityksille"
"account_2919","2919","Accrued expenses, participating interests undertaking","liability_current","False","l10n_fi.account_tag_payables_to_associated_companies","Siirtovelat omistusyhteysyrityksille"
"account_2921","2921","Pay as you earn (PAYE) liabilities","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Ennakonpidätysvelka"
"account_2922","2922","Tax at source liabilities","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Lähdeverovelka"
"account_2923","2923","Social security payment liabilities","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Sosiaaliturvamaksuvelka"
"account_2925","2925","Membership fee account liability 1","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Jäsenmaksutilitysvelka 1"
"account_2926","2926","Membership fee account liability 2","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Jäsenmaksutilitysvelka 2"
"account_2927","2927","Membership fee account liability 3","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Jäsenmaksutilitysvelka 3"
"account_2930","2930","VAT payable","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Suoritettava arvonlisävero"
"account_2931","2931","Pension insurance fee liability 1","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Eläkevakuutusmaksuvelka 1"
"account_2932","2932","Pension insurance fee liability 2","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Eläkevakuutusmaksuvelka 2"
"account_2933","2933","Execution account liability","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Ulosottotilitysvelka"
"account_2935","2935","Account liabilities","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Tilitysvelat"
"account_2937","2937","Tax due","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Maksuunpantu verovelka"
"account_2938","2938","Advance tax due","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Maksuunpantu ennakkoverovelka"
"account_2939","2939","VAT liability","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Arvonlisäverovelka"
"account_2940","2940","Debts to employees","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Velat työntekijöille"
"account_2941","2941","Debts to shareholders","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Velat osakkaille"
"account_2942","2942","Debts to management","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Velat johdolle"
"account_2943","2943","Profit distribution debt","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Voitonjakovelat"
"account_2944","2944","Option loans","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Optiolainat"
"account_2945","2945","Rental securities received","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Saadut vuokravakuudet"
"account_2947","2947","Clearing account","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Selvittelytili"
"account_2948","2948","Other tax account creditors","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Muut verotilivelat"
"account_2949","2949","Other short-term creditors","liability_current","False","l10n_fi.account_tag_other_short-term_liabilities","Muut lyhytaikaiset velat"
"account_2951","2951","Other accrued liabilities","liability_current","False","l10n_fi.account_tag_accrued_liabilities_short-term","Vuokratulot (siirtovelat)"
"account_2952","2952","Periodization of wages","liability_current","False","l10n_fi.account_tag_accrued_liabilities_short-term","Palkkojen jaksotus"
"account_2953","2953","Interest income (accruals)","liability_current","False","l10n_fi.account_tag_accrued_liabilities_short-term","Korkotulot (siirtovelat)"
"account_2955","2955","Investment allowances, spreaded","liability_current","False","l10n_fi.account_tag_accrued_liabilities_short-term","Jaksotetut investointiavustukset (siirtovelat)"
"account_2959","2959","Other income advances (accruals)","liability_current","False","l10n_fi.account_tag_accrued_liabilities_short-term","Muut tuloennakot (siirtovelat)"
"account_2961","2961","Salary expenses (accruals)","liability_current","False","","Palkkamenot (siirtovelat)"
"account_2962","2962","Holiday pay expenses (accruals)","liability_current","False","","Lomapalkkamenot (siirtovelat)"
"account_2963","2963","Accrual of pension insurance fees(accruals)","liability_current","False","","Eläkevakuutusmaksut (siirtovelat)"
"account_2964","2964","Accrual of social security payments","liability_current","False","","Sosiaaliturvamaksut (siirtovelat)"
"account_2965","2965","Accrual of employer´s statutory insurance payments","liability_current","False","","Työnantajan pakolliset vakuutusmaksut (siirtovelat)"
"account_2966","2966","Rental expenses (accruals)","liability_current","False","","Vuokramenot (siirtovelat)"
"account_2967","2967","Interest expenses (accruals)","liability_current","False","","Korkomenot (siirtovelat)"
"account_2968","2968","Income taxes (accruals)","liability_current","False","","Tuloverot (siirtovelat)"
"account_2969","2969","Other accrued expenses (accruals)","liability_current","False","","Muut menojäämät (siirtovelat)"
"account_2971","2971","Sales discounts (accruals)","liability_current","False","","Myynnin alennukset (siirtovelat)"
"account_2973","2973","Future expenses and losses (accruals)","liability_current","False","","Vastaiset menot ja menetykset (siirtovelat)"
"account_2975","2975","Calculatory exchange rate gains","liability_current","False","","Laskennalliset kurssivoitot (siirtovelat)"
"account_2977","2977","VAT accruals of advance payments","liability_current","False","","Arvonlisäverovelat ennakkomaksuista (siirtovelat)"
"account_2979","2979","Other accrued expenses (accruals)","liability_current","False","","Muut siirtovelat"
"account_2981","2981","Deferred tax liabilities","liability_current","False","l10n_fi.account_tag_deferred_tax_liabilities_are_short-term","Laskennalliset verovelat"
"account_3000","3000","Sales","income","False","l10n_fi.account_tag_sales","Myynti"
"account_3001","3001","Sales 2","income","False","l10n_fi.account_tag_sales","Myynti 2"
"account_3002","3002","Sales 3","income","False","l10n_fi.account_tag_sales","Myynti 3"
"account_3003","3003","Sales 4","income","False","l10n_fi.account_tag_sales","Myynti 4"
"account_3168","3168","Metallic scrap and waste 0% (reverse charge)","income","False","l10n_fi.account_tag_sales","Metalliromu ja -jäte 0% (käännetty alv)"
