id,position_id:id,tax_src_id:id,tax_dest_id:id
fiscal_position_tax_template_LU_43,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-15,lu_2011_tax_VB-EC-15
fiscal_position_tax_template_LU_44,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-12,lu_2011_tax_VB-EC-12
fiscal_position_tax_template_LU_45,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-6,lu_2011_tax_VB-EC-6
fiscal_position_tax_template_LU_46,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-3,lu_2011_tax_VB-EC-3
fiscal_position_tax_template_LU_47,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-0,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_48,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-15,lu_2011_tax_VP-EC-15
fiscal_position_tax_template_LU_49,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-12,lu_2011_tax_VP-EC-12
fiscal_position_tax_template_LU_50,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-6,lu_2011_tax_VP-EC-6
fiscal_position_tax_template_LU_51,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-3,lu_2011_tax_VP-EC-3
fiscal_position_tax_template_LU_52,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-0,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_53,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-15,lu_2011_tax_FB-EC-15
fiscal_position_tax_template_LU_54,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-12,lu_2011_tax_FB-EC-12
fiscal_position_tax_template_LU_55,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-6,lu_2011_tax_FB-EC-6
fiscal_position_tax_template_LU_56,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-3,lu_2011_tax_FB-EC-3
fiscal_position_tax_template_LU_57,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-0,lu_2011_tax_FB-EC-0
fiscal_position_tax_template_LU_58,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-15,lu_2011_tax_FP-EC-15
fiscal_position_tax_template_LU_59,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-12,lu_2011_tax_FP-EC-12
fiscal_position_tax_template_LU_60,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-6,lu_2011_tax_FP-EC-6
fiscal_position_tax_template_LU_61,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-3,lu_2011_tax_FP-EC-3
fiscal_position_tax_template_LU_62,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-0,lu_2011_tax_FP-EC-0
fiscal_position_tax_template_LU_63,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-15,lu_2011_tax_IB-EC-15
fiscal_position_tax_template_LU_64,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-12,lu_2011_tax_IB-EC-12
fiscal_position_tax_template_LU_65,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-6,lu_2011_tax_IB-EC-6
fiscal_position_tax_template_LU_66,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-3,lu_2011_tax_IB-EC-3
fiscal_position_tax_template_LU_67,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-0,lu_2011_tax_IB-EC-0
fiscal_position_tax_template_LU_68,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-15,lu_2011_tax_IP-EC-15
fiscal_position_tax_template_LU_69,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-12,lu_2011_tax_IP-EC-12
fiscal_position_tax_template_LU_70,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-6,lu_2011_tax_IP-EC-6
fiscal_position_tax_template_LU_71,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-3,lu_2011_tax_IP-EC-3
fiscal_position_tax_template_LU_72,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-0,lu_2011_tax_IP-EC-0
fiscal_position_tax_template_LU_73,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-15,lu_2011_tax_AB-EC-15
fiscal_position_tax_template_LU_74,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-12,lu_2011_tax_AB-EC-12
fiscal_position_tax_template_LU_76,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-6,lu_2011_tax_AB-EC-6
fiscal_position_tax_template_LU_77,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-3,lu_2011_tax_AB-EC-3
fiscal_position_tax_template_LU_78,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-0,lu_2011_tax_AB-EC-0
fiscal_position_tax_template_LU_79,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-15,lu_2011_tax_AP-EC-15
fiscal_position_tax_template_LU_80,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-12,lu_2011_tax_AP-EC-12
fiscal_position_tax_template_LU_82,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-6,lu_2011_tax_AP-EC-6
fiscal_position_tax_template_LU_83,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-3,lu_2011_tax_AP-EC-3
fiscal_position_tax_template_LU_84,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-0,lu_2011_tax_AP-EC-0
