year,date,holiday
2033,2033-06-30,June 30 Revolution
2033,2033-07-23,Revolution Day July 23
2033,2033-10-06,Armed Forces Day
2033,2033-12-24,Eid el Fitr (Tentative Date)
2033,2033-12-25,Eid el Fitr Holiday (Tentative Date)
2033,2033-12-26,Eid el Fitr Holiday (Tentative Date)
2034,2034-01-07,Coptic Christmas Day
2034,2034-01-25,Revolution Day January 25
2034,2034-01-26,Day off for Revolution Day January 25
2034,2034-03-01,Arafat Day (Tentative Date)
2034,2034-03-02,Eid al-Adha (Tentative Date)
2034,2034-03-03,Eid al-Adha Holiday (Tentative Date)
2034,2034-03-04,Eid al-Adha Holiday (Tentative Date)
2034,2034-03-22,Muharram (Tentative Date)
2034,2034-04-10,Spring Festival
2034,2034-04-25,Sinai Liberation Day
2034,2034-05-01,Labor Day
2034,2034-05-31,Prophet Mohamed's Birthday (Tentative Date)
2034,2034-06-30,June 30 Revolution
2034,2034-07-23,Revolution Day July 23
2034,2034-07-27,Day off for Revolution Day July 23
2034,2034-10-06,Armed Forces Day
2034,2034-12-13,Eid el Fitr (Tentative Date)
2034,2034-12-14,Eid el Fitr Holiday (Tentative Date)
2034,2034-12-15,Eid el Fitr Holiday (Tentative Date)
2035,2035-01-07,Coptic Christmas Day
2035,2035-01-25,Revolution Day January 25
2035,2035-02-18,Arafat Day (Tentative Date)
2035,2035-02-19,Eid al-Adha (Tentative Date)
2035,2035-02-20,Eid al-Adha Holiday (Tentative Date)
2035,2035-02-21,Eid al-Adha Holiday (Tentative Date)
2035,2035-03-12,Muharram (Tentative Date)
2035,2035-04-25,Sinai Liberation Day
2035,2035-04-30,Spring Festival
2035,2035-05-01,Labor Day
2035,2035-05-21,Prophet Mohamed's Birthday (Tentative Date)
2035,2035-06-30,June 30 Revolution
2035,2035-07-23,Revolution Day July 23
2035,2035-07-26,Day off for Revolution Day July 23
2035,2035-10-06,Armed Forces Day
2035,2035-12-02,Eid el Fitr (Tentative Date)
2035,2035-12-03,Eid el Fitr Holiday (Tentative Date)
2035,2035-12-04,Eid el Fitr Holiday (Tentative Date)
2036,2036-01-07,Coptic Christmas Day
2036,2036-01-25,Revolution Day January 25
2036,2036-02-07,Arafat Day (Tentative Date)
2036,2036-02-08,Eid al-Adha (Tentative Date)
2036,2036-02-09,Eid al-Adha Holiday (Tentative Date)
2036,2036-02-10,Eid al-Adha Holiday (Tentative Date)
2036,2036-02-29,Muharram (Tentative Date)
2036,2036-04-21,Spring Festival
2036,2036-04-25,Sinai Liberation Day
2036,2036-05-01,Labor Day
2036,2036-05-09,Prophet Mohamed's Birthday (Tentative Date)
2036,2036-06-30,June 30 Revolution
2036,2036-07-03,Day off for June 30 Revolution
2036,2036-07-23,Revolution Day July 23
2036,2036-07-24,Day off for Revolution Day July 23
2036,2036-10-06,Armed Forces Day
2036,2036-10-09,Day off for Armed Forces Day
2036,2036-11-20,Eid el Fitr (Tentative Date)
2036,2036-11-21,Eid el Fitr Holiday (Tentative Date)
2036,2036-11-22,Eid el Fitr Holiday (Tentative Date)
2037,2037-01-07,Coptic Christmas Day
2037,2037-01-25,Revolution Day January 25
2037,2037-01-26,Arafat Day (Tentative Date)
2037,2037-01-27,Eid al-Adha (Tentative Date)
2037,2037-01-28,Eid al-Adha Holiday (Tentative Date)
2037,2037-01-29,Day off for Revolution Day January 25
2037,2037-01-29,Eid al-Adha Holiday (Tentative Date)
2037,2037-02-17,Muharram (Tentative Date)
2037,2037-04-06,Spring Festival
2037,2037-04-25,Sinai Liberation Day
2037,2037-04-29,Prophet Mohamed's Birthday (Tentative Date)
2037,2037-05-01,Labor Day
2037,2037-06-30,June 30 Revolution
2037,2037-07-02,Day off for June 30 Revolution
2037,2037-07-23,Revolution Day July 23
2037,2037-10-06,Armed Forces Day
2037,2037-10-08,Day off for Armed Forces Day
2037,2037-11-09,Eid el Fitr (Tentative Date)
2037,2037-11-10,Eid el Fitr Holiday (Tentative Date)
2037,2037-11-11,Eid el Fitr Holiday (Tentative Date)
2038,2038-01-07,Coptic Christmas Day
2038,2038-01-16,Arafat Day (Tentative Date)
2038,2038-01-17,Eid al-Adha (Tentative Date)
2038,2038-01-18,Eid al-Adha Holiday (Tentative Date)
2038,2038-01-19,Eid al-Adha Holiday (Tentative Date)
2038,2038-01-25,Revolution Day January 25
2038,2038-01-28,Day off for Revolution Day January 25
2038,2038-02-06,Muharram (Tentative Date)
2038,2038-04-18,Prophet Mohamed's Birthday (Tentative Date)
2038,2038-04-25,Sinai Liberation Day
2038,2038-04-26,Spring Festival
2038,2038-05-01,Labor Day
2038,2038-06-30,June 30 Revolution
2038,2038-07-01,Day off for June 30 Revolution
2038,2038-07-23,Revolution Day July 23
2038,2038-10-06,Armed Forces Day
2038,2038-10-07,Day off for Armed Forces Day
2038,2038-10-30,Eid el Fitr (Tentative Date)
2038,2038-10-31,Eid el Fitr Holiday (Tentative Date)
2038,2038-11-01,Eid el Fitr Holiday (Tentative Date)
2039,2039-01-05,Arafat Day (Tentative Date)
2039,2039-01-06,Eid al-Adha (Tentative Date)
2039,2039-01-07,Coptic Christmas Day
2039,2039-01-07,Eid al-Adha Holiday (Tentative Date)
2039,2039-01-08,Eid al-Adha Holiday (Tentative Date)
2039,2039-01-25,Revolution Day January 25
2039,2039-01-26,Muharram (Tentative Date)
2039,2039-01-27,Day off for Revolution Day January 25
2039,2039-04-07,Prophet Mohamed's Birthday (Tentative Date)
2039,2039-04-18,Spring Festival
2039,2039-04-25,Sinai Liberation Day
2039,2039-05-01,Labor Day
2039,2039-06-30,June 30 Revolution
2039,2039-07-23,Revolution Day July 23
2039,2039-10-06,Armed Forces Day
2039,2039-10-20,Eid el Fitr (Tentative Date)
2039,2039-10-21,Eid el Fitr Holiday (Tentative Date)
2039,2039-10-22,Eid el Fitr Holiday (Tentative Date)
2039,2039-12-26,Arafat Day (Tentative Date)
2039,2039-12-27,Eid al-Adha (Tentative Date)
2039,2039-12-28,Eid al-Adha Holiday (Tentative Date)
2039,2039-12-29,Eid al-Adha Holiday (Tentative Date)
2040,2040-01-07,Coptic Christmas Day
2040,2040-01-16,Muharram (Tentative Date)
2040,2040-01-25,Revolution Day January 25
2040,2040-01-26,Day off for Revolution Day January 25
2040,2040-03-26,Prophet Mohamed's Birthday (Tentative Date)
2040,2040-04-25,Sinai Liberation Day
2040,2040-05-01,Labor Day
2040,2040-05-07,Spring Festival
2040,2040-06-30,June 30 Revolution
2040,2040-07-23,Revolution Day July 23
2040,2040-07-26,Day off for Revolution Day July 23
2040,2040-10-06,Armed Forces Day
2040,2040-10-08,Eid el Fitr (Tentative Date)
2040,2040-10-09,Eid el Fitr Holiday (Tentative Date)
2040,2040-10-10,Eid el Fitr Holiday (Tentative Date)
2040,2040-12-14,Arafat Day (Tentative Date)
2040,2040-12-15,Eid al-Adha (Tentative Date)
2040,2040-12-16,Eid al-Adha Holiday (Tentative Date)
2040,2040-12-17,Eid al-Adha Holiday (Tentative Date)
2041,2041-01-07,Coptic Christmas Day
2041,2041-01-25,Revolution Day January 25
2041,2041-01-29,Day off for Revolution Day January 25
2041,2041-03-21,Eid el Fitr (Tentative Date)
2041,2041-03-22,Eid el Fitr Holiday (Tentative Date)
2041,2041-03-23,Eid el Fitr Holiday (Tentative Date)
2041,2041-04-13,Spring Festival
2041,2041-04-25,Sinai Liberation Day
2041,2041-05-01,Labor Day
2041,2041-05-26,Arafat Day (Tentative Date)
2041,2041-05-27,Eid al-Adha (Tentative Date)
2041,2041-05-28,Eid al-Adha Holiday (Tentative Date)
2041,2041-05-29,Eid al-Adha Holiday (Tentative Date)
2041,2041-06-17,Muharram (Tentative Date)
2041,2041-06-30,June 30 Revolution
2041,2041-07-02,Day off for June 30 Revolution
2041,2041-07-23,Revolution Day July 23
2041,2041-08-26,Prophet Mohamed's Birthday (Tentative Date)
2041,2041-10-06,Armed Forces Day
2041,2041-10-08,Day off for Armed Forces Day
2042,2042-01-07,Coptic Christmas Day
2042,2042-01-25,Revolution Day January 25
2042,2042-01-29,Day off for Revolution Day January 25
2042,2042-03-21,Eid el Fitr (Tentative Date)
2042,2042-03-22,Eid el Fitr Holiday (Tentative Date)
2042,2042-03-23,Eid el Fitr Holiday (Tentative Date)
2042,2042-04-13,Spring Festival
2042,2042-04-25,Sinai Liberation Day
2042,2042-05-01,Labor Day
2042,2042-05-26,Arafat Day (Tentative Date)
2042,2042-05-27,Eid al-Adha (Tentative Date)
2042,2042-05-28,Eid al-Adha Holiday (Tentative Date)
2042,2042-05-29,Eid al-Adha Holiday (Tentative Date)
2042,2042-06-17,Muharram (Tentative Date)
2042,2042-06-30,June 30 Revolution
2042,2042-07-02,Day off for June 30 Revolution
2042,2042-07-23,Revolution Day July 23
2042,2042-08-26,Prophet Mohamed's Birthday (Tentative Date)
2042,2042-10-06,Armed Forces Day
2042,2042-10-08,Day off for Armed Forces Day
2043,2043-01-07,Coptic Christmas Day
2043,2043-01-25,Revolution Day January 25
2043,2043-01-29,Day off for Revolution Day January 25
2043,2043-03-21,Eid el Fitr (Tentative Date)
2043,2043-03-22,Eid el Fitr Holiday (Tentative Date)
2043,2043-03-23,Eid el Fitr Holiday (Tentative Date)
2043,2043-04-13,Spring Festival
2043,2043-04-25,Sinai Liberation Day
2043,2043-05-01,Labor Day
2043,2043-05-26,Arafat Day (Tentative Date)
2043,2043-05-27,Eid al-Adha (Tentative Date)
2043,2043-05-28,Eid al-Adha Holiday (Tentative Date)
2043,2043-05-29,Eid al-Adha Holiday (Tentative Date)
2043,2043-06-17,Muharram (Tentative Date)
2043,2043-06-30,June 30 Revolution
2043,2043-07-02,Day off for June 30 Revolution
2043,2043-07-23,Revolution Day July 23
2043,2043-08-26,Prophet Mohamed's Birthday (Tentative Date)
2043,2043-10-06,Armed Forces Day
2043,2043-10-08,Day off for Armed Forces Day
2044,2044-01-07,Coptic Christmas Day
2044,2044-01-25,Revolution Day January 25
2044,2044-01-29,Day off for Revolution Day January 25
2044,2044-03-21,Eid el Fitr (Tentative Date)
2044,2044-03-22,Eid el Fitr Holiday (Tentative Date)
2044,2044-03-23,Eid el Fitr Holiday (Tentative Date)
2044,2044-04-13,Spring Festival
2044,2044-04-25,Sinai Liberation Day
2044,2044-05-01,Labor Day
2044,2044-05-26,Arafat Day (Tentative Date)
2044,2044-05-27,Eid al-Adha (Tentative Date)
2044,2044-05-28,Eid al-Adha Holiday (Tentative Date)
2044,2044-05-29,Eid al-Adha Holiday (Tentative Date)
2044,2044-06-17,Muharram (Tentative Date)
2044,2044-06-30,June 30 Revolution
2044,2044-07-02,Day off for June 30 Revolution
2044,2044-07-23,Revolution Day July 23
2044,2044-08-26,Prophet Mohamed's Birthday (Tentative Date)
2044,2044-10-06,Armed Forces Day
2044,2044-10-08,Day off for Armed Forces Day
2045,2045-01-07,Coptic Christmas Day
2045,2045-01-25,Revolution Day January 25
2045,2045-01-29,Day off for Revolution Day January 25
2045,2045-03-21,Eid el Fitr (Tentative Date)
2045,2045-03-22,Eid el Fitr Holiday (Tentative Date)
2045,2045-03-23,Eid el Fitr Holiday (Tentative Date)
2045,2045-04-13,Spring Festival
2045,2045-04-25,Sinai Liberation Day
2045,2045-05-01,Labor Day
2045,2045-05-26,Arafat Day (Tentative Date)
2045,2045-05-27,Eid al-Adha (Tentative Date)
2045,2045-05-28,Eid al-Adha Holiday (Tentative Date)
2045,2045-05-29,Eid al-Adha Holiday (Tentative Date)
2045,2045-06-17,Muharram (Tentative Date)
2045,2045-06-30,June 30 Revolution
2045,2045-07-02,Day off for June 30 Revolution
2045,2045-07-23,Revolution Day July 23
2045,2045-08-26,Prophet Mohamed's Birthday (Tentative Date)
2045,2045-10-06,Armed Forces Day
2045,2045-10-08,Day off for Armed Forces Day
2046,2046-01-07,Coptic Christmas Day
2046,2046-01-25,Revolution Day January 25
2046,2046-01-29,Day off for Revolution Day January 25
2046,2046-03-21,Eid el Fitr (Tentative Date)
2046,2046-03-22,Eid el Fitr Holiday (Tentative Date)
2046,2046-03-23,Eid el Fitr Holiday (Tentative Date)
2046,2046-04-13,Spring Festival
2046,2046-04-25,Sinai Liberation Day
2046,2046-05-01,Labor Day
2046,2046-05-26,Arafat Day (Tentative Date)
2046,2046-05-27,Eid al-Adha (Tentative Date)
2046,2046-05-28,Eid al-Adha Holiday (Tentative Date)
2046,2046-05-29,Eid al-Adha Holiday (Tentative Date)
2046,2046-06-17,Muharram (Tentative Date)
2046,2046-06-30,June 30 Revolution
2046,2046-07-02,Day off for June 30 Revolution
2046,2046-07-23,Revolution Day July 23
2046,2046-08-26,Prophet Mohamed's Birthday (Tentative Date)
2046,2046-10-06,Armed Forces Day
2046,2046-10-08,Day off for Armed Forces Day
2047,2047-01-07,Coptic Christmas Day
2047,2047-01-25,Revolution Day January 25
2047,2047-01-29,Day off for Revolution Day January 25
2047,2047-03-21,Eid el Fitr (Tentative Date)
2047,2047-03-22,Eid el Fitr Holiday (Tentative Date)
2047,2047-03-23,Eid el Fitr Holiday (Tentative Date)
2047,2047-04-13,Spring Festival
2047,2047-04-25,Sinai Liberation Day
2047,2047-05-01,Labor Day
2047,2047-05-26,Arafat Day (Tentative Date)
2047,2047-05-27,Eid al-Adha (Tentative Date)
2047,2047-05-28,Eid al-Adha Holiday (Tentative Date)
2047,2047-05-29,Eid al-Adha Holiday (Tentative Date)
2047,2047-06-17,Muharram (Tentative Date)
2047,2047-06-30,June 30 Revolution
2047,2047-07-02,Day off for June 30 Revolution
2047,2047-07-23,Revolution Day July 23
2047,2047-08-26,Prophet Mohamed's Birthday (Tentative Date)
2047,2047-10-06,Armed Forces Day
2047,2047-10-08,Day off for Armed Forces Day
2048,2048-01-07,Coptic Christmas Day
2048,2048-01-25,Revolution Day January 25
2048,2048-01-29,Day off for Revolution Day January 25
2048,2048-03-21,Eid el Fitr (Tentative Date)
2048,2048-03-22,Eid el Fitr Holiday (Tentative Date)
2048,2048-03-23,Eid el Fitr Holiday (Tentative Date)
2048,2048-04-13,Spring Festival
2048,2048-04-25,Sinai Liberation Day
2048,2048-05-01,Labor Day
2048,2048-05-26,Arafat Day (Tentative Date)
2048,2048-05-27,Eid al-Adha (Tentative Date)
2048,2048-05-28,Eid al-Adha Holiday (Tentative Date)
2048,2048-05-29,Eid al-Adha Holiday (Tentative Date)
2048,2048-06-17,Muharram (Tentative Date)
2048,2048-06-30,June 30 Revolution
2048,2048-07-02,Day off for June 30 Revolution
2048,2048-07-23,Revolution Day July 23
2048,2048-08-26,Prophet Mohamed's Birthday (Tentative Date)
2048,2048-10-06,Armed Forces Day
2048,2048-10-08,Day off for Armed Forces Day
2049,2049-01-07,Coptic Christmas Day
2049,2049-01-25,Revolution Day January 25
2049,2049-01-29,Day off for Revolution Day January 25
2049,2049-03-21,Eid el Fitr (Tentative Date)
2049,2049-03-22,Eid el Fitr Holiday (Tentative Date)
2049,2049-03-23,Eid el Fitr Holiday (Tentative Date)
2049,2049-04-13,Spring Festival
2049,2049-04-25,Sinai Liberation Day
2049,2049-05-01,Labor Day
2049,2049-05-26,Arafat Day (Tentative Date)
2049,2049-05-27,Eid al-Adha (Tentative Date)
2049,2049-05-28,Eid al-Adha Holiday (Tentative Date)
2049,2049-05-29,Eid al-Adha Holiday (Tentative Date)
2049,2049-06-17,Muharram (Tentative Date)
2049,2049-06-30,June 30 Revolution
2049,2049-07-02,Day off for June 30 Revolution
2049,2049-07-23,Revolution Day July 23
2049,2049-08-26,Prophet Mohamed's Birthday (Tentative Date)
2049,2049-10-06,Armed Forces Day
2049,2049-10-08,Day off for Armed Forces Day
2050,2050-01-07,Coptic Christmas Day
2050,2050-01-25,Revolution Day January 25
2050,2050-01-29,Day off for Revolution Day January 25
2050,2050-03-21,Eid el Fitr (Tentative Date)
2050,2050-03-22,Eid el Fitr Holiday (Tentative Date)
2050,2050-03-23,Eid el Fitr Holiday (Tentative Date)
2050,2050-04-13,Spring Festival
2050,2050-04-25,Sinai Liberation Day
2050,2050-05-01,Labor Day
2050,2050-05-26,Arafat Day (Tentative Date)
2050,2050-05-27,Eid al-Adha (Tentative Date)
2050,2050-05-28,Eid al-Adha Holiday (Tentative Date)
2050,2050-05-29,Eid al-Adha Holiday (Tentative Date)
2050,2050-06-17,Muharram (Tentative Date)
2050,2050-06-30,June 30 Revolution
2050,2050-07-02,Day off for June 30 Revolution
2050,2050-07-23,Revolution Day July 23
2050,2050-08-26,Prophet Mohamed's Birthday (Tentative Date)
2050,2050-10-06,Armed Forces Day
2050,2050-10-08,Day off for Armed Forces Day
