year,date,holiday
2033,2033-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2033,2033-07-15,Democracy and National Unity Day
2033,2033-08-30,Victory Day
2033,2033-10-29,Republic Day
2033,2033-12-23,Ramadan Feast (Tentative Date)
2033,2033-12-24,Ramadan Feast Holiday (Tentative Date)
2033,2033-12-25,Ramadan Feast Holiday (Tentative Date)
2034,2034-01-01,New Year's Day
2034,2034-03-01,Sacrifice Feast (Tentative Date)
2034,2034-03-02,Sacrifice Feast Holiday (Tentative Date)
2034,2034-03-03,Sacrifice Feast Holiday (Tentative Date)
2034,2034-03-04,Sacrifice Feast Holiday (Tentative Date)
2034,2034-04-23,National Sovereignty and Children's Day
2034,2034-05-01,Labor and Solidarity Day
2034,2034-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2034,2034-07-15,Democracy and National Unity Day
2034,2034-08-30,Victory Day
2034,2034-10-29,Republic Day
2034,2034-12-12,Ramadan Feast (Tentative Date)
2034,2034-12-13,Ramadan Feast Holiday (Tentative Date)
2034,2034-12-14,Ramadan Feast Holiday (Tentative Date)
2035,2035-01-01,New Year's Day
2035,2035-02-18,Sacrifice Feast (Tentative Date)
2035,2035-02-19,Sacrifice Feast Holiday (Tentative Date)
2035,2035-02-20,Sacrifice Feast Holiday (Tentative Date)
2035,2035-02-21,Sacrifice Feast Holiday (Tentative Date)
2035,2035-04-23,National Sovereignty and Children's Day
2035,2035-05-01,Labor and Solidarity Day
2035,2035-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2035,2035-07-15,Democracy and National Unity Day
2035,2035-08-30,Victory Day
2035,2035-10-29,Republic Day
2035,2035-12-01,Ramadan Feast (Tentative Date)
2035,2035-12-02,Ramadan Feast Holiday (Tentative Date)
2035,2035-12-03,Ramadan Feast Holiday (Tentative Date)
2036,2036-01-01,New Year's Day
2036,2036-02-08,Sacrifice Feast (Tentative Date)
2036,2036-02-09,Sacrifice Feast Holiday (Tentative Date)
2036,2036-02-10,Sacrifice Feast Holiday (Tentative Date)
2036,2036-02-11,Sacrifice Feast Holiday (Tentative Date)
2036,2036-04-23,National Sovereignty and Children's Day
2036,2036-05-01,Labor and Solidarity Day
2036,2036-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2036,2036-07-15,Democracy and National Unity Day
2036,2036-08-30,Victory Day
2036,2036-10-29,Republic Day
2036,2036-11-19,Ramadan Feast (Tentative Date)
2036,2036-11-20,Ramadan Feast Holiday (Tentative Date)
2036,2036-11-21,Ramadan Feast Holiday (Tentative Date)
2037,2037-01-01,New Year's Day
2037,2037-01-27,Sacrifice Feast (Tentative Date)
2037,2037-01-28,Sacrifice Feast Holiday (Tentative Date)
2037,2037-01-29,Sacrifice Feast Holiday (Tentative Date)
2037,2037-01-30,Sacrifice Feast Holiday (Tentative Date)
2037,2037-04-23,National Sovereignty and Children's Day
2037,2037-05-01,Labor and Solidarity Day
2037,2037-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2037,2037-07-15,Democracy and National Unity Day
2037,2037-08-30,Victory Day
2037,2037-10-29,Republic Day
2037,2037-11-08,Ramadan Feast (Tentative Date)
2037,2037-11-09,Ramadan Feast Holiday (Tentative Date)
2037,2037-11-10,Ramadan Feast Holiday (Tentative Date)
2038,2038-01-01,New Year's Day
2038,2038-01-16,Sacrifice Feast (Tentative Date)
2038,2038-01-17,Sacrifice Feast Holiday (Tentative Date)
2038,2038-01-18,Sacrifice Feast Holiday (Tentative Date)
2038,2038-01-19,Sacrifice Feast Holiday (Tentative Date)
2038,2038-04-23,National Sovereignty and Children's Day
2038,2038-05-01,Labor and Solidarity Day
2038,2038-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2038,2038-07-15,Democracy and National Unity Day
2038,2038-08-30,Victory Day
2038,2038-10-29,Ramadan Feast (Tentative Date)
2038,2038-10-29,Republic Day
2038,2038-10-30,Ramadan Feast Holiday (Tentative Date)
2038,2038-10-31,Ramadan Feast Holiday (Tentative Date)
2039,2039-01-01,New Year's Day
2039,2039-01-05,Sacrifice Feast (Tentative Date)
2039,2039-01-06,Sacrifice Feast Holiday (Tentative Date)
2039,2039-01-07,Sacrifice Feast Holiday (Tentative Date)
2039,2039-01-08,Sacrifice Feast Holiday (Tentative Date)
2039,2039-04-23,National Sovereignty and Children's Day
2039,2039-05-01,Labor and Solidarity Day
2039,2039-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2039,2039-07-15,Democracy and National Unity Day
2039,2039-08-30,Victory Day
2039,2039-10-19,Ramadan Feast (Tentative Date)
2039,2039-10-20,Ramadan Feast Holiday (Tentative Date)
2039,2039-10-21,Ramadan Feast Holiday (Tentative Date)
2039,2039-10-29,Republic Day
2039,2039-12-26,Sacrifice Feast (Tentative Date)
2039,2039-12-27,Sacrifice Feast Holiday (Tentative Date)
2039,2039-12-28,Sacrifice Feast Holiday (Tentative Date)
2039,2039-12-29,Sacrifice Feast Holiday (Tentative Date)
2040,2040-01-01,New Year's Day
2040,2040-04-23,National Sovereignty and Children's Day
2040,2040-05-01,Labor and Solidarity Day
2040,2040-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2040,2040-07-15,Democracy and National Unity Day
2040,2040-08-30,Victory Day
2040,2040-10-07,Ramadan Feast (Tentative Date)
2040,2040-10-08,Ramadan Feast Holiday (Tentative Date)
2040,2040-10-09,Ramadan Feast Holiday (Tentative Date)
2040,2040-10-29,Republic Day
2040,2040-12-14,Sacrifice Feast (Tentative Date)
2040,2040-12-15,Sacrifice Feast Holiday (Tentative Date)
2040,2040-12-16,Sacrifice Feast Holiday (Tentative Date)
2040,2040-12-17,Sacrifice Feast Holiday (Tentative Date)
2041,2041-01-01,New Year's Day
2041,2041-03-20,Ramadan Feast (Tentative Date)
2041,2041-03-21,Ramadan Feast Holiday (Tentative Date)
2041,2041-03-22,Ramadan Feast Holiday (Tentative Date)
2041,2041-04-23,National Sovereignty and Children's Day
2041,2041-05-01,Labor and Solidarity Day
2041,2041-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2041,2041-05-27,Sacrifice Feast (Tentative Date)
2041,2041-05-28,Sacrifice Feast Holiday (Tentative Date)
2041,2041-05-29,Sacrifice Feast Holiday (Tentative Date)
2041,2041-05-30,Sacrifice Feast Holiday (Tentative Date)
2041,2041-07-15,Democracy and National Unity Day
2041,2041-08-30,Victory Day
2041,2041-10-29,Republic Day
2042,2042-01-01,New Year's Day
2042,2042-03-20,Ramadan Feast (Tentative Date)
2042,2042-03-21,Ramadan Feast Holiday (Tentative Date)
2042,2042-03-22,Ramadan Feast Holiday (Tentative Date)
2042,2042-04-23,National Sovereignty and Children's Day
2042,2042-05-01,Labor and Solidarity Day
2042,2042-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2042,2042-05-27,Sacrifice Feast (Tentative Date)
2042,2042-05-28,Sacrifice Feast Holiday (Tentative Date)
2042,2042-05-29,Sacrifice Feast Holiday (Tentative Date)
2042,2042-05-30,Sacrifice Feast Holiday (Tentative Date)
2042,2042-07-15,Democracy and National Unity Day
2042,2042-08-30,Victory Day
2042,2042-10-29,Republic Day
2043,2043-01-01,New Year's Day
2043,2043-03-20,Ramadan Feast (Tentative Date)
2043,2043-03-21,Ramadan Feast Holiday (Tentative Date)
2043,2043-03-22,Ramadan Feast Holiday (Tentative Date)
2043,2043-04-23,National Sovereignty and Children's Day
2043,2043-05-01,Labor and Solidarity Day
2043,2043-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2043,2043-05-27,Sacrifice Feast (Tentative Date)
2043,2043-05-28,Sacrifice Feast Holiday (Tentative Date)
2043,2043-05-29,Sacrifice Feast Holiday (Tentative Date)
2043,2043-05-30,Sacrifice Feast Holiday (Tentative Date)
2043,2043-07-15,Democracy and National Unity Day
2043,2043-08-30,Victory Day
2043,2043-10-29,Republic Day
2044,2044-01-01,New Year's Day
2044,2044-03-20,Ramadan Feast (Tentative Date)
2044,2044-03-21,Ramadan Feast Holiday (Tentative Date)
2044,2044-03-22,Ramadan Feast Holiday (Tentative Date)
2044,2044-04-23,National Sovereignty and Children's Day
2044,2044-05-01,Labor and Solidarity Day
2044,2044-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2044,2044-05-27,Sacrifice Feast (Tentative Date)
2044,2044-05-28,Sacrifice Feast Holiday (Tentative Date)
2044,2044-05-29,Sacrifice Feast Holiday (Tentative Date)
2044,2044-05-30,Sacrifice Feast Holiday (Tentative Date)
2044,2044-07-15,Democracy and National Unity Day
2044,2044-08-30,Victory Day
2044,2044-10-29,Republic Day
2045,2045-01-01,New Year's Day
2045,2045-03-20,Ramadan Feast (Tentative Date)
2045,2045-03-21,Ramadan Feast Holiday (Tentative Date)
2045,2045-03-22,Ramadan Feast Holiday (Tentative Date)
2045,2045-04-23,National Sovereignty and Children's Day
2045,2045-05-01,Labor and Solidarity Day
2045,2045-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2045,2045-05-27,Sacrifice Feast (Tentative Date)
2045,2045-05-28,Sacrifice Feast Holiday (Tentative Date)
2045,2045-05-29,Sacrifice Feast Holiday (Tentative Date)
2045,2045-05-30,Sacrifice Feast Holiday (Tentative Date)
2045,2045-07-15,Democracy and National Unity Day
2045,2045-08-30,Victory Day
2045,2045-10-29,Republic Day
2046,2046-01-01,New Year's Day
2046,2046-03-20,Ramadan Feast (Tentative Date)
2046,2046-03-21,Ramadan Feast Holiday (Tentative Date)
2046,2046-03-22,Ramadan Feast Holiday (Tentative Date)
2046,2046-04-23,National Sovereignty and Children's Day
2046,2046-05-01,Labor and Solidarity Day
2046,2046-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2046,2046-05-27,Sacrifice Feast (Tentative Date)
2046,2046-05-28,Sacrifice Feast Holiday (Tentative Date)
2046,2046-05-29,Sacrifice Feast Holiday (Tentative Date)
2046,2046-05-30,Sacrifice Feast Holiday (Tentative Date)
2046,2046-07-15,Democracy and National Unity Day
2046,2046-08-30,Victory Day
2046,2046-10-29,Republic Day
2047,2047-01-01,New Year's Day
2047,2047-03-20,Ramadan Feast (Tentative Date)
2047,2047-03-21,Ramadan Feast Holiday (Tentative Date)
2047,2047-03-22,Ramadan Feast Holiday (Tentative Date)
2047,2047-04-23,National Sovereignty and Children's Day
2047,2047-05-01,Labor and Solidarity Day
2047,2047-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2047,2047-05-27,Sacrifice Feast (Tentative Date)
2047,2047-05-28,Sacrifice Feast Holiday (Tentative Date)
2047,2047-05-29,Sacrifice Feast Holiday (Tentative Date)
2047,2047-05-30,Sacrifice Feast Holiday (Tentative Date)
2047,2047-07-15,Democracy and National Unity Day
2047,2047-08-30,Victory Day
2047,2047-10-29,Republic Day
2048,2048-01-01,New Year's Day
2048,2048-03-20,Ramadan Feast (Tentative Date)
2048,2048-03-21,Ramadan Feast Holiday (Tentative Date)
2048,2048-03-22,Ramadan Feast Holiday (Tentative Date)
2048,2048-04-23,National Sovereignty and Children's Day
2048,2048-05-01,Labor and Solidarity Day
2048,2048-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2048,2048-05-27,Sacrifice Feast (Tentative Date)
2048,2048-05-28,Sacrifice Feast Holiday (Tentative Date)
2048,2048-05-29,Sacrifice Feast Holiday (Tentative Date)
2048,2048-05-30,Sacrifice Feast Holiday (Tentative Date)
2048,2048-07-15,Democracy and National Unity Day
2048,2048-08-30,Victory Day
2048,2048-10-29,Republic Day
2049,2049-01-01,New Year's Day
2049,2049-03-20,Ramadan Feast (Tentative Date)
2049,2049-03-21,Ramadan Feast Holiday (Tentative Date)
2049,2049-03-22,Ramadan Feast Holiday (Tentative Date)
2049,2049-04-23,National Sovereignty and Children's Day
2049,2049-05-01,Labor and Solidarity Day
2049,2049-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2049,2049-05-27,Sacrifice Feast (Tentative Date)
2049,2049-05-28,Sacrifice Feast Holiday (Tentative Date)
2049,2049-05-29,Sacrifice Feast Holiday (Tentative Date)
2049,2049-05-30,Sacrifice Feast Holiday (Tentative Date)
2049,2049-07-15,Democracy and National Unity Day
2049,2049-08-30,Victory Day
2049,2049-10-29,Republic Day
2050,2050-01-01,New Year's Day
2050,2050-03-20,Ramadan Feast (Tentative Date)
2050,2050-03-21,Ramadan Feast Holiday (Tentative Date)
2050,2050-03-22,Ramadan Feast Holiday (Tentative Date)
2050,2050-04-23,National Sovereignty and Children's Day
2050,2050-05-01,Labor and Solidarity Day
2050,2050-05-19,"Commemoration of Atatürk, Youth and Sports Day"
2050,2050-05-27,Sacrifice Feast (Tentative Date)
2050,2050-05-28,Sacrifice Feast Holiday (Tentative Date)
2050,2050-05-29,Sacrifice Feast Holiday (Tentative Date)
2050,2050-05-30,Sacrifice Feast Holiday (Tentative Date)
2050,2050-07-15,Democracy and National Unity Day
2050,2050-08-30,Victory Day
2050,2050-10-29,Republic Day
