year,date,holiday
2033,2033-05-06,Buddha's Birthday
2033,2033-06-01,Dragon Boat Festival
2033,2033-07-01,Hong Kong Special Administrative Region Establishment Day
2033,2033-09-09,Day after Mid-Autumn Festival
2033,2033-10-01,Chung Yeung Festival
2033,2033-10-01,National Day
2033,2033-12-25,Christmas Day
2033,2033-12-26,First Weekday After Christmas Day
2034,2034-01-01,New Year's Day
2034,2034-01-02,New Year's Day observed
2034,2034-02-18,Lunar New Year's Day
2034,2034-02-20,Second Day of Lunar New Year
2034,2034-02-21,Third Day of Lunar New Year
2034,2034-04-05,Tomb Sweeping Day
2034,2034-04-07,Good Friday
2034,2034-04-08,Holy Saturday
2034,2034-04-10,Easter Monday
2034,2034-05-01,Labour Day
2034,2034-05-25,Buddha's Birthday
2034,2034-06-20,Dragon Boat Festival
2034,2034-07-01,Hong Kong Special Administrative Region Establishment Day
2034,2034-09-28,Day after Mid-Autumn Festival
2034,2034-10-01,National Day
2034,2034-10-02,National Day observed
2034,2034-10-20,Chung Yeung Festival
2034,2034-12-25,Christmas Day
2034,2034-12-26,First Weekday After Christmas Day
2035,2035-01-01,New Year's Day
2035,2035-02-08,Lunar New Year's Day
2035,2035-02-09,Second Day of Lunar New Year
2035,2035-02-10,Third Day of Lunar New Year
2035,2035-03-23,Good Friday
2035,2035-03-24,Holy Saturday
2035,2035-03-26,Easter Monday
2035,2035-04-05,Tomb Sweeping Day
2035,2035-05-01,Labour Day
2035,2035-05-15,Buddha's Birthday
2035,2035-06-11,Dragon Boat Festival
2035,2035-07-01,Hong Kong Special Administrative Region Establishment Day
2035,2035-07-02,Hong Kong Special Administrative Region Establishment Day observed
2035,2035-09-17,Day after Mid-Autumn Festival
2035,2035-10-01,National Day
2035,2035-10-09,Chung Yeung Festival
2035,2035-12-25,Christmas Day
2035,2035-12-26,First Weekday After Christmas Day
2036,2036-01-01,New Year's Day
2036,2036-01-28,Lunar New Year's Day
2036,2036-01-29,Second Day of Lunar New Year
2036,2036-01-30,Third Day of Lunar New Year
2036,2036-04-04,Tomb Sweeping Day
2036,2036-04-11,Good Friday
2036,2036-04-12,Holy Saturday
2036,2036-04-14,Easter Monday
2036,2036-05-01,Labour Day
2036,2036-05-03,Buddha's Birthday
2036,2036-05-30,Dragon Boat Festival
2036,2036-07-01,Hong Kong Special Administrative Region Establishment Day
2036,2036-10-01,National Day
2036,2036-10-04,Day after Mid-Autumn Festival
2036,2036-10-27,Chung Yeung Festival
2036,2036-12-25,Christmas Day
2036,2036-12-26,First Weekday After Christmas Day
2037,2037-01-01,New Year's Day
2037,2037-02-14,Lunar New Year's Day
2037,2037-02-16,Second Day of Lunar New Year
2037,2037-02-17,Third Day of Lunar New Year
2037,2037-04-03,Good Friday
2037,2037-04-04,Holy Saturday
2037,2037-04-04,Tomb Sweeping Day
2037,2037-04-06,Easter Monday
2037,2037-05-01,Labour Day
2037,2037-05-22,Buddha's Birthday
2037,2037-06-18,Dragon Boat Festival
2037,2037-07-01,Hong Kong Special Administrative Region Establishment Day
2037,2037-09-25,Day after Mid-Autumn Festival
2037,2037-10-01,National Day
2037,2037-10-17,Chung Yeung Festival
2037,2037-12-25,Christmas Day
2037,2037-12-26,First Weekday After Christmas Day
2038,2038-01-01,New Year's Day
2038,2038-02-04,Lunar New Year's Day
2038,2038-02-05,Second Day of Lunar New Year
2038,2038-02-06,Third Day of Lunar New Year
2038,2038-04-05,Tomb Sweeping Day
2038,2038-04-23,Good Friday
2038,2038-04-24,Holy Saturday
2038,2038-04-26,Easter Monday
2038,2038-05-01,Labour Day
2038,2038-05-11,Buddha's Birthday
2038,2038-06-07,Dragon Boat Festival
2038,2038-07-01,Hong Kong Special Administrative Region Establishment Day
2038,2038-09-14,Day after Mid-Autumn Festival
2038,2038-10-01,National Day
2038,2038-10-07,Chung Yeung Festival
2038,2038-12-25,Christmas Day
2038,2038-12-27,First Weekday After Christmas Day
2039,2039-01-01,New Year's Day
2039,2039-01-24,Lunar New Year's Day
2039,2039-01-25,Second Day of Lunar New Year
2039,2039-01-26,Third Day of Lunar New Year
2039,2039-04-05,Tomb Sweeping Day
2039,2039-04-08,Good Friday
2039,2039-04-09,Holy Saturday
2039,2039-04-11,Easter Monday
2039,2039-04-30,Buddha's Birthday
2039,2039-05-01,Labour Day
2039,2039-05-02,Labour Day observed
2039,2039-05-27,Dragon Boat Festival
2039,2039-07-01,Hong Kong Special Administrative Region Establishment Day
2039,2039-10-01,National Day
2039,2039-10-03,Day after Mid-Autumn Festival
2039,2039-10-26,Chung Yeung Festival
2039,2039-12-25,Christmas Day
2039,2039-12-26,First Weekday After Christmas Day
2040,2040-01-01,New Year's Day
2040,2040-01-02,New Year's Day observed
2040,2040-02-11,Lunar New Year's Day
2040,2040-02-13,Second Day of Lunar New Year
2040,2040-02-14,Third Day of Lunar New Year
2040,2040-03-30,Good Friday
2040,2040-03-31,Holy Saturday
2040,2040-04-02,Easter Monday
2040,2040-04-04,Tomb Sweeping Day
2040,2040-05-01,Labour Day
2040,2040-05-18,Buddha's Birthday
2040,2040-06-14,Dragon Boat Festival
2040,2040-07-01,Hong Kong Special Administrative Region Establishment Day
2040,2040-07-02,Hong Kong Special Administrative Region Establishment Day observed
2040,2040-09-21,Day after Mid-Autumn Festival
2040,2040-10-01,National Day
2040,2040-10-15,Chung Yeung Festival
2040,2040-12-25,Christmas Day
2040,2040-12-26,First Weekday After Christmas Day
2041,2041-01-01,New Year's Day
2041,2041-02-17,Lunar New Year's Day
2041,2041-02-18,Second Day of Lunar New Year
2041,2041-02-19,Third Day of Lunar New Year
2041,2041-04-03,Good Friday
2041,2041-04-04,Holy Saturday
2041,2041-04-05,Tomb Sweeping Day
2041,2041-04-06,Day off for Tomb Sweeping Day
2041,2041-04-06,Easter Monday
2041,2041-04-07,Day off for Easter Monday
2041,2041-05-01,Labour Day
2041,2041-05-24,Buddha's Birthday
2041,2041-05-25,Day following Buddha's Birthday
2041,2041-06-19,Dragon Boat Festival
2041,2041-07-01,Hong Kong Special Administrative Region Establishment Day
2041,2041-09-26,Day after Mid-Autumn Festival
2041,2041-10-01,National Day
2041,2041-10-18,Chung Yeung Festival
2041,2041-10-19,Day off for Chung Yeung Festival
2041,2041-12-25,Christmas Day
2041,2041-12-26,First Weekday After Christmas Day
2042,2042-01-01,New Year's Day
2042,2042-02-17,Lunar New Year's Day
2042,2042-02-18,Second Day of Lunar New Year
2042,2042-02-19,Third Day of Lunar New Year
2042,2042-04-03,Good Friday
2042,2042-04-04,Holy Saturday
2042,2042-04-05,Tomb Sweeping Day
2042,2042-04-06,Day off for Tomb Sweeping Day
2042,2042-04-06,Easter Monday
2042,2042-04-07,Day off for Easter Monday
2042,2042-05-01,Labour Day
2042,2042-05-24,Buddha's Birthday
2042,2042-05-25,Day following Buddha's Birthday
2042,2042-06-19,Dragon Boat Festival
2042,2042-07-01,Hong Kong Special Administrative Region Establishment Day
2042,2042-09-26,Day after Mid-Autumn Festival
2042,2042-10-01,National Day
2042,2042-10-18,Chung Yeung Festival
2042,2042-10-19,Day off for Chung Yeung Festival
2042,2042-12-25,Christmas Day
2042,2042-12-26,First Weekday After Christmas Day
2043,2043-01-01,New Year's Day
2043,2043-02-17,Lunar New Year's Day
2043,2043-02-18,Second Day of Lunar New Year
2043,2043-02-19,Third Day of Lunar New Year
2043,2043-04-03,Good Friday
2043,2043-04-04,Holy Saturday
2043,2043-04-05,Tomb Sweeping Day
2043,2043-04-06,Day off for Tomb Sweeping Day
2043,2043-04-06,Easter Monday
2043,2043-04-07,Day off for Easter Monday
2043,2043-05-01,Labour Day
2043,2043-05-24,Buddha's Birthday
2043,2043-05-25,Day following Buddha's Birthday
2043,2043-06-19,Dragon Boat Festival
2043,2043-07-01,Hong Kong Special Administrative Region Establishment Day
2043,2043-09-26,Day after Mid-Autumn Festival
2043,2043-10-01,National Day
2043,2043-10-18,Chung Yeung Festival
2043,2043-10-19,Day off for Chung Yeung Festival
2043,2043-12-25,Christmas Day
2043,2043-12-26,First Weekday After Christmas Day
2044,2044-01-01,New Year's Day
2044,2044-02-17,Lunar New Year's Day
2044,2044-02-18,Second Day of Lunar New Year
2044,2044-02-19,Third Day of Lunar New Year
2044,2044-04-03,Good Friday
2044,2044-04-04,Holy Saturday
2044,2044-04-05,Tomb Sweeping Day
2044,2044-04-06,Day off for Tomb Sweeping Day
2044,2044-04-06,Easter Monday
2044,2044-04-07,Day off for Easter Monday
2044,2044-05-01,Labour Day
2044,2044-05-24,Buddha's Birthday
2044,2044-05-25,Day following Buddha's Birthday
2044,2044-06-19,Dragon Boat Festival
2044,2044-07-01,Hong Kong Special Administrative Region Establishment Day
2044,2044-09-26,Day after Mid-Autumn Festival
2044,2044-10-01,National Day
2044,2044-10-18,Chung Yeung Festival
2044,2044-10-19,Day off for Chung Yeung Festival
2044,2044-12-25,Christmas Day
2044,2044-12-26,First Weekday After Christmas Day
2045,2045-01-01,New Year's Day
2045,2045-02-17,Lunar New Year's Day
2045,2045-02-18,Second Day of Lunar New Year
2045,2045-02-19,Third Day of Lunar New Year
2045,2045-04-03,Good Friday
2045,2045-04-04,Holy Saturday
2045,2045-04-05,Tomb Sweeping Day
2045,2045-04-06,Day off for Tomb Sweeping Day
2045,2045-04-06,Easter Monday
2045,2045-04-07,Day off for Easter Monday
2045,2045-05-01,Labour Day
2045,2045-05-24,Buddha's Birthday
2045,2045-05-25,Day following Buddha's Birthday
2045,2045-06-19,Dragon Boat Festival
2045,2045-07-01,Hong Kong Special Administrative Region Establishment Day
2045,2045-09-26,Day after Mid-Autumn Festival
2045,2045-10-01,National Day
2045,2045-10-18,Chung Yeung Festival
2045,2045-10-19,Day off for Chung Yeung Festival
2045,2045-12-25,Christmas Day
2045,2045-12-26,First Weekday After Christmas Day
2046,2046-01-01,New Year's Day
2046,2046-02-17,Lunar New Year's Day
2046,2046-02-18,Second Day of Lunar New Year
2046,2046-02-19,Third Day of Lunar New Year
2046,2046-04-03,Good Friday
2046,2046-04-04,Holy Saturday
2046,2046-04-05,Tomb Sweeping Day
2046,2046-04-06,Day off for Tomb Sweeping Day
2046,2046-04-06,Easter Monday
2046,2046-04-07,Day off for Easter Monday
2046,2046-05-01,Labour Day
2046,2046-05-24,Buddha's Birthday
2046,2046-05-25,Day following Buddha's Birthday
2046,2046-06-19,Dragon Boat Festival
2046,2046-07-01,Hong Kong Special Administrative Region Establishment Day
2046,2046-09-26,Day after Mid-Autumn Festival
2046,2046-10-01,National Day
2046,2046-10-18,Chung Yeung Festival
2046,2046-10-19,Day off for Chung Yeung Festival
2046,2046-12-25,Christmas Day
2046,2046-12-26,First Weekday After Christmas Day
2047,2047-01-01,New Year's Day
2047,2047-02-17,Lunar New Year's Day
2047,2047-02-18,Second Day of Lunar New Year
2047,2047-02-19,Third Day of Lunar New Year
2047,2047-04-03,Good Friday
2047,2047-04-04,Holy Saturday
2047,2047-04-05,Tomb Sweeping Day
2047,2047-04-06,Day off for Tomb Sweeping Day
2047,2047-04-06,Easter Monday
2047,2047-04-07,Day off for Easter Monday
2047,2047-05-01,Labour Day
2047,2047-05-24,Buddha's Birthday
2047,2047-05-25,Day following Buddha's Birthday
2047,2047-06-19,Dragon Boat Festival
2047,2047-07-01,Hong Kong Special Administrative Region Establishment Day
2047,2047-09-26,Day after Mid-Autumn Festival
2047,2047-10-01,National Day
2047,2047-10-18,Chung Yeung Festival
2047,2047-10-19,Day off for Chung Yeung Festival
2047,2047-12-25,Christmas Day
2047,2047-12-26,First Weekday After Christmas Day
2048,2048-01-01,New Year's Day
2048,2048-02-17,Lunar New Year's Day
2048,2048-02-18,Second Day of Lunar New Year
2048,2048-02-19,Third Day of Lunar New Year
2048,2048-04-03,Good Friday
2048,2048-04-04,Holy Saturday
2048,2048-04-05,Tomb Sweeping Day
2048,2048-04-06,Day off for Tomb Sweeping Day
2048,2048-04-06,Easter Monday
2048,2048-04-07,Day off for Easter Monday
2048,2048-05-01,Labour Day
2048,2048-05-24,Buddha's Birthday
2048,2048-05-25,Day following Buddha's Birthday
2048,2048-06-19,Dragon Boat Festival
2048,2048-07-01,Hong Kong Special Administrative Region Establishment Day
2048,2048-09-26,Day after Mid-Autumn Festival
2048,2048-10-01,National Day
2048,2048-10-18,Chung Yeung Festival
2048,2048-10-19,Day off for Chung Yeung Festival
2048,2048-12-25,Christmas Day
2048,2048-12-26,First Weekday After Christmas Day
2049,2049-01-01,New Year's Day
2049,2049-02-17,Lunar New Year's Day
2049,2049-02-18,Second Day of Lunar New Year
2049,2049-02-19,Third Day of Lunar New Year
2049,2049-04-03,Good Friday
2049,2049-04-04,Holy Saturday
2049,2049-04-05,Tomb Sweeping Day
2049,2049-04-06,Day off for Tomb Sweeping Day
2049,2049-04-06,Easter Monday
2049,2049-04-07,Day off for Easter Monday
2049,2049-05-01,Labour Day
2049,2049-05-24,Buddha's Birthday
2049,2049-05-25,Day following Buddha's Birthday
2049,2049-06-19,Dragon Boat Festival
2049,2049-07-01,Hong Kong Special Administrative Region Establishment Day
2049,2049-09-26,Day after Mid-Autumn Festival
2049,2049-10-01,National Day
2049,2049-10-18,Chung Yeung Festival
2049,2049-10-19,Day off for Chung Yeung Festival
2049,2049-12-25,Christmas Day
2049,2049-12-26,First Weekday After Christmas Day
2050,2050-01-01,New Year's Day
2050,2050-02-17,Lunar New Year's Day
2050,2050-02-18,Second Day of Lunar New Year
2050,2050-02-19,Third Day of Lunar New Year
2050,2050-04-03,Good Friday
2050,2050-04-04,Holy Saturday
2050,2050-04-05,Tomb Sweeping Day
2050,2050-04-06,Day off for Tomb Sweeping Day
2050,2050-04-06,Easter Monday
2050,2050-04-07,Day off for Easter Monday
2050,2050-05-01,Labour Day
2050,2050-05-24,Buddha's Birthday
2050,2050-05-25,Day following Buddha's Birthday
2050,2050-06-19,Dragon Boat Festival
2050,2050-07-01,Hong Kong Special Administrative Region Establishment Day
2050,2050-09-26,Day after Mid-Autumn Festival
2050,2050-10-01,National Day
2050,2050-10-18,Chung Yeung Festival
2050,2050-10-19,Day off for Chung Yeung Festival
2050,2050-12-25,Christmas Day
2050,2050-12-26,First Weekday After Christmas Day
