year,date,holiday
2025,2025-02-22,Founding Day
2025,2025-03-30,Eid al-Fitr
2025,2025-03-31,Eid al-Fitr Holiday
2025,2025-04-01,Eid al-Fitr Holiday
2025,2025-04-02,Eid al-Fitr Holiday
2025,2025-06-05,Arafat Day
2025,2025-06-06,Eid al-Adha
2025,2025-06-07,Eid al-Adha Holiday
2025,2025-06-08,Eid al-Adha Holiday
2026,2026-02-22,Founding Day
2026,2026-03-20,Eid al-Fitr (Tentative Date)
2026,2026-03-21,Eid al-Fitr Holiday (Tentative Date)
2026,2026-03-22,Eid al-Fitr Holiday (Tentative Date)
2026,2026-05-26,Arafat Day (Tentative Date)
2026,2026-05-27,Eid al-Adha (Tentative Date)
2026,2026-05-28,Eid al-Adha Holiday (Tentative Date)
2026,2026-05-29,Eid al-Adha Holiday (Tentative Date)
2027,2027-02-22,Founding Day
2027,2027-03-10,Eid al-Fitr (Tentative Date)
2027,2027-03-11,Eid al-Fitr Holiday (Tentative Date)
2027,2027-03-12,Eid al-Fitr Holiday (Tentative Date)
2027,2027-05-15,Arafat Day (Tentative Date)
2027,2027-05-16,Eid al-Adha (Tentative Date)
2027,2027-05-17,Eid al-Adha Holiday (Tentative Date)
2027,2027-05-18,Eid al-Adha Holiday (Tentative Date)
2028,2028-02-22,Founding Day
2028,2028-02-27,Eid al-Fitr (Tentative Date)
2028,2028-02-28,Eid al-Fitr Holiday (Tentative Date)
2028,2028-02-29,Eid al-Fitr Holiday (Tentative Date)
2028,2028-05-04,Arafat Day (Tentative Date)
2028,2028-05-05,Eid al-Adha (Tentative Date)
2028,2028-05-06,Eid al-Adha Holiday (Tentative Date)
2028,2028-05-07,Eid al-Adha Holiday (Tentative Date)
2029,2029-02-15,Eid al-Fitr (Tentative Date)
2029,2029-02-16,Eid al-Fitr Holiday (Tentative Date)
2029,2029-02-17,Eid al-Fitr Holiday (Tentative Date)
2029,2029-02-22,Founding Day
2029,2029-04-23,Arafat Day (Tentative Date)
2029,2029-04-24,Eid al-Adha (Tentative Date)
2029,2029-04-25,Eid al-Adha Holiday (Tentative Date)
2029,2029-04-26,Eid al-Adha Holiday (Tentative Date)
2030,2030-02-05,Eid al-Fitr (Tentative Date)
2030,2030-02-06,Eid al-Fitr Holiday (Tentative Date)
2030,2030-02-07,Eid al-Fitr Holiday (Tentative Date)
2030,2030-02-22,Founding Day
2030,2030-04-12,Arafat Day (Tentative Date)
2030,2030-04-13,Eid al-Adha (Tentative Date)
2030,2030-04-14,Eid al-Adha Holiday (Tentative Date)
2030,2030-04-15,Eid al-Adha Holiday (Tentative Date)
2031,2031-01-25,Eid al-Fitr (Tentative Date)
2031,2031-01-26,Eid al-Fitr Holiday (Tentative Date)
2031,2031-01-27,Eid al-Fitr Holiday (Tentative Date)
2031,2031-02-22,Founding Day
2031,2031-04-01,Arafat Day (Tentative Date)
2031,2031-04-02,Eid al-Adha (Tentative Date)
2031,2031-04-03,Eid al-Adha Holiday (Tentative Date)
2031,2031-04-04,Eid al-Adha Holiday (Tentative Date)
2032,2032-01-14,Eid al-Fitr (Tentative Date)
2032,2032-01-15,Eid al-Fitr Holiday (Tentative Date)
2032,2032-01-16,Eid al-Fitr Holiday (Tentative Date)
2032,2032-02-22,Founding Day
2032,2032-03-21,Arafat Day (Tentative Date)
2032,2032-03-22,Eid al-Adha (Tentative Date)
2032,2032-03-23,Eid al-Adha Holiday (Tentative Date)
2032,2032-03-24,Eid al-Adha Holiday (Tentative Date)
2033,2033-01-03,Eid al-Fitr (Tentative Date)
2033,2033-01-04,Eid al-Fitr Holiday (Tentative Date)
2033,2033-01-05,Eid al-Fitr Holiday (Tentative Date)
2033,2033-02-22,Founding Day
2033,2033-03-10,Arafat Day (Tentative Date)
2033,2033-03-11,Eid al-Adha (Tentative Date)
2033,2033-03-12,Eid al-Adha Holiday (Tentative Date)
2033,2033-03-13,Eid al-Adha Holiday (Tentative Date)
2033,2033-12-23,Eid al-Fitr (Tentative Date)
2033,2033-12-24,Eid al-Fitr Holiday (Tentative Date)
2033,2033-12-25,Eid al-Fitr Holiday (Tentative Date)
2034,2034-02-22,Founding Day
2034,2034-02-28,Arafat Day (Tentative Date)
2034,2034-03-01,Eid al-Adha (Tentative Date)
2034,2034-03-02,Eid al-Adha Holiday (Tentative Date)
2034,2034-03-03,Eid al-Adha Holiday (Tentative Date)
2034,2034-12-12,Eid al-Fitr (Tentative Date)
2034,2034-12-13,Eid al-Fitr Holiday (Tentative Date)
2034,2034-12-14,Eid al-Fitr Holiday (Tentative Date)
2035,2035-02-17,Arafat Day (Tentative Date)
2035,2035-02-18,Eid al-Adha (Tentative Date)
2035,2035-02-19,Eid al-Adha Holiday (Tentative Date)
2035,2035-02-20,Eid al-Adha Holiday (Tentative Date)
2035,2035-02-22,Founding Day
2035,2035-12-02,Eid al-Fitr (Tentative Date)
2035,2035-12-03,Eid al-Fitr Holiday (Tentative Date)
2035,2035-12-04,Eid al-Fitr Holiday (Tentative Date)
2036,2036-02-06,Arafat Day (Tentative Date)
2036,2036-02-07,Eid al-Adha (Tentative Date)
2036,2036-02-08,Eid al-Adha Holiday (Tentative Date)
2036,2036-02-09,Eid al-Adha Holiday (Tentative Date)
2036,2036-02-22,Founding Day
2036,2036-11-20,Eid al-Fitr (Tentative Date)
2036,2036-11-21,Eid al-Fitr Holiday (Tentative Date)
2036,2036-11-22,Eid al-Fitr Holiday (Tentative Date)
2037,2037-01-25,Arafat Day (Tentative Date)
2037,2037-01-26,Eid al-Adha (Tentative Date)
2037,2037-01-27,Eid al-Adha Holiday (Tentative Date)
2037,2037-01-28,Eid al-Adha Holiday (Tentative Date)
2037,2037-02-22,Founding Day
2037,2037-11-10,Eid al-Fitr (Tentative Date)
2037,2037-11-11,Eid al-Fitr Holiday (Tentative Date)
2037,2037-11-12,Eid al-Fitr Holiday (Tentative Date)
2038,2038-01-15,Arafat Day (Tentative Date)
2038,2038-01-16,Eid al-Adha (Tentative Date)
2038,2038-01-17,Eid al-Adha Holiday (Tentative Date)
2038,2038-01-18,Eid al-Adha Holiday (Tentative Date)
2038,2038-02-22,Founding Day
2038,2038-10-30,Eid al-Fitr (Tentative Date)
2038,2038-10-31,Eid al-Fitr Holiday (Tentative Date)
2038,2038-11-01,Eid al-Fitr Holiday (Tentative Date)
2039,2039-01-04,Arafat Day (Tentative Date)
2039,2039-01-05,Eid al-Adha (Tentative Date)
2039,2039-01-06,Eid al-Adha Holiday (Tentative Date)
2039,2039-01-07,Eid al-Adha Holiday (Tentative Date)
2039,2039-02-22,Founding Day
2039,2039-10-19,Eid al-Fitr (Tentative Date)
2039,2039-10-20,Eid al-Fitr Holiday (Tentative Date)
2039,2039-10-21,Eid al-Fitr Holiday (Tentative Date)
2039,2039-12-25,Arafat Day (Tentative Date)
2039,2039-12-26,Eid al-Adha (Tentative Date)
2039,2039-12-27,Eid al-Adha Holiday (Tentative Date)
2039,2039-12-28,Eid al-Adha Holiday (Tentative Date)
2040,2040-02-22,Founding Day
2040,2040-10-08,Eid al-Fitr (Tentative Date)
2040,2040-10-09,Eid al-Fitr Holiday (Tentative Date)
2040,2040-10-10,Eid al-Fitr Holiday (Tentative Date)
2040,2040-12-13,Arafat Day (Tentative Date)
2040,2040-12-14,Eid al-Adha (Tentative Date)
2040,2040-12-15,Eid al-Adha Holiday (Tentative Date)
2040,2040-12-16,Eid al-Adha Holiday (Tentative Date)
2041,2041-02-22,Founding Day
2041,2041-03-30,Eid al-Fitr
2041,2041-03-31,Eid al-Fitr Holiday
2041,2041-04-01,Eid al-Fitr Holiday
2041,2041-04-02,Eid al-Fitr Holiday
2041,2041-06-05,Arafat Day
2041,2041-06-06,Eid al-Adha
2041,2041-06-07,Eid al-Adha Holiday
2041,2041-06-08,Eid al-Adha Holiday
2042,2042-02-22,Founding Day
2042,2042-03-30,Eid al-Fitr
2042,2042-03-31,Eid al-Fitr Holiday
2042,2042-04-01,Eid al-Fitr Holiday
2042,2042-04-02,Eid al-Fitr Holiday
2042,2042-06-05,Arafat Day
2042,2042-06-06,Eid al-Adha
2042,2042-06-07,Eid al-Adha Holiday
2042,2042-06-08,Eid al-Adha Holiday
2043,2043-02-22,Founding Day
2043,2043-03-30,Eid al-Fitr
2043,2043-03-31,Eid al-Fitr Holiday
2043,2043-04-01,Eid al-Fitr Holiday
2043,2043-04-02,Eid al-Fitr Holiday
2043,2043-06-05,Arafat Day
2043,2043-06-06,Eid al-Adha
2043,2043-06-07,Eid al-Adha Holiday
2043,2043-06-08,Eid al-Adha Holiday
2044,2044-02-22,Founding Day
2044,2044-03-30,Eid al-Fitr
2044,2044-03-31,Eid al-Fitr Holiday
2044,2044-04-01,Eid al-Fitr Holiday
2044,2044-04-02,Eid al-Fitr Holiday
2044,2044-06-05,Arafat Day
2044,2044-06-06,Eid al-Adha
2044,2044-06-07,Eid al-Adha Holiday
2044,2044-06-08,Eid al-Adha Holiday
2045,2045-02-22,Founding Day
2045,2045-03-30,Eid al-Fitr
2045,2045-03-31,Eid al-Fitr Holiday
2045,2045-04-01,Eid al-Fitr Holiday
2045,2045-04-02,Eid al-Fitr Holiday
2045,2045-06-05,Arafat Day
2045,2045-06-06,Eid al-Adha
2045,2045-06-07,Eid al-Adha Holiday
2045,2045-06-08,Eid al-Adha Holiday
2046,2046-02-22,Founding Day
2046,2046-03-30,Eid al-Fitr
2046,2046-03-31,Eid al-Fitr Holiday
2046,2046-04-01,Eid al-Fitr Holiday
2046,2046-04-02,Eid al-Fitr Holiday
2046,2046-06-05,Arafat Day
2046,2046-06-06,Eid al-Adha
2046,2046-06-07,Eid al-Adha Holiday
2046,2046-06-08,Eid al-Adha Holiday
2047,2047-02-22,Founding Day
2047,2047-03-30,Eid al-Fitr
2047,2047-03-31,Eid al-Fitr Holiday
2047,2047-04-01,Eid al-Fitr Holiday
2047,2047-04-02,Eid al-Fitr Holiday
2047,2047-06-05,Arafat Day
2047,2047-06-06,Eid al-Adha
2047,2047-06-07,Eid al-Adha Holiday
2047,2047-06-08,Eid al-Adha Holiday
2048,2048-02-22,Founding Day
2048,2048-03-30,Eid al-Fitr
2048,2048-03-31,Eid al-Fitr Holiday
2048,2048-04-01,Eid al-Fitr Holiday
2048,2048-04-02,Eid al-Fitr Holiday
2048,2048-06-05,Arafat Day
2048,2048-06-06,Eid al-Adha
2048,2048-06-07,Eid al-Adha Holiday
2048,2048-06-08,Eid al-Adha Holiday
2049,2049-02-22,Founding Day
2049,2049-03-30,Eid al-Fitr
2049,2049-03-31,Eid al-Fitr Holiday
2049,2049-04-01,Eid al-Fitr Holiday
2049,2049-04-02,Eid al-Fitr Holiday
2049,2049-06-05,Arafat Day
2049,2049-06-06,Eid al-Adha
2049,2049-06-07,Eid al-Adha Holiday
2049,2049-06-08,Eid al-Adha Holiday
2050,2050-02-22,Founding Day
2050,2050-03-30,Eid al-Fitr
2050,2050-03-31,Eid al-Fitr Holiday
2050,2050-04-01,Eid al-Fitr Holiday
2050,2050-04-02,Eid al-Fitr Holiday
2050,2050-06-05,Arafat Day
2050,2050-06-06,Eid al-Adha
2050,2050-06-07,Eid al-Adha Holiday
2050,2050-06-08,Eid al-Adha Holiday
