year,date,holiday
2032,2032-12-08,Feast of the Immaculate Conception
2032,2032-12-09,Battle of Ayacucho
2032,2032-12-25,Christmas Day
2033,2033-01-01,New Year's Day
2033,2033-04-14,Maundy Thursday
2033,2033-04-15,Good Friday
2033,2033-05-01,Labor Day
2033,2033-06-07,Battle of Arica
2033,2033-06-29,St Peter and St Paul
2033,2033-07-23,Peruvian Air Force Day
2033,2033-07-28,Independence Day
2033,2033-07-29,Independence Day (day 2)
2033,2033-08-06,Battle of Junín
2033,2033-08-30,Santa Rosa De Lima
2033,2033-10-08,Battle of Angamos
2033,2033-11-01,All Saints' Day
2033,2033-12-08,Feast of the Immaculate Conception
2033,2033-12-09,Battle of Ayacucho
2033,2033-12-25,Christmas Day
2034,2034-01-01,New Year's Day
2034,2034-04-06,Maundy Thursday
2034,2034-04-07,Good Friday
2034,2034-05-01,Labor Day
2034,2034-06-07,Battle of Arica
2034,2034-06-29,St Peter and St Paul
2034,2034-07-23,Peruvian Air Force Day
2034,2034-07-28,Independence Day
2034,2034-07-29,Independence Day (day 2)
2034,2034-08-06,Battle of Junín
2034,2034-08-30,Santa Rosa De Lima
2034,2034-10-08,Battle of Angamos
2034,2034-11-01,All Saints' Day
2034,2034-12-08,Feast of the Immaculate Conception
2034,2034-12-09,Battle of Ayacucho
2034,2034-12-25,Christmas Day
2035,2035-01-01,New Year's Day
2035,2035-03-22,Maundy Thursday
2035,2035-03-23,Good Friday
2035,2035-05-01,Labor Day
2035,2035-06-07,Battle of Arica
2035,2035-06-29,St Peter and St Paul
2035,2035-07-23,Peruvian Air Force Day
2035,2035-07-28,Independence Day
2035,2035-07-29,Independence Day (day 2)
2035,2035-08-06,Battle of Junín
2035,2035-08-30,Santa Rosa De Lima
2035,2035-10-08,Battle of Angamos
2035,2035-11-01,All Saints' Day
2035,2035-12-08,Feast of the Immaculate Conception
2035,2035-12-09,Battle of Ayacucho
2035,2035-12-25,Christmas Day
2036,2036-01-01,New Year's Day
2036,2036-04-10,Maundy Thursday
2036,2036-04-11,Good Friday
2036,2036-05-01,Labor Day
2036,2036-06-07,Battle of Arica
2036,2036-06-29,St Peter and St Paul
2036,2036-07-23,Peruvian Air Force Day
2036,2036-07-28,Independence Day
2036,2036-07-29,Independence Day (day 2)
2036,2036-08-06,Battle of Junín
2036,2036-08-30,Santa Rosa De Lima
2036,2036-10-08,Battle of Angamos
2036,2036-11-01,All Saints' Day
2036,2036-12-08,Feast of the Immaculate Conception
2036,2036-12-09,Battle of Ayacucho
2036,2036-12-25,Christmas Day
2037,2037-01-01,New Year's Day
2037,2037-04-02,Maundy Thursday
2037,2037-04-03,Good Friday
2037,2037-05-01,Labor Day
2037,2037-06-07,Battle of Arica
2037,2037-06-29,St Peter and St Paul
2037,2037-07-23,Peruvian Air Force Day
2037,2037-07-28,Independence Day
2037,2037-07-29,Independence Day (day 2)
2037,2037-08-06,Battle of Junín
2037,2037-08-30,Santa Rosa De Lima
2037,2037-10-08,Battle of Angamos
2037,2037-11-01,All Saints' Day
2037,2037-12-08,Feast of the Immaculate Conception
2037,2037-12-09,Battle of Ayacucho
2037,2037-12-25,Christmas Day
2038,2038-01-01,New Year's Day
2038,2038-04-22,Maundy Thursday
2038,2038-04-23,Good Friday
2038,2038-05-01,Labor Day
2038,2038-06-07,Battle of Arica
2038,2038-06-29,St Peter and St Paul
2038,2038-07-23,Peruvian Air Force Day
2038,2038-07-28,Independence Day
2038,2038-07-29,Independence Day (day 2)
2038,2038-08-06,Battle of Junín
2038,2038-08-30,Santa Rosa De Lima
2038,2038-10-08,Battle of Angamos
2038,2038-11-01,All Saints' Day
2038,2038-12-08,Feast of the Immaculate Conception
2038,2038-12-09,Battle of Ayacucho
2038,2038-12-25,Christmas Day
2039,2039-01-01,New Year's Day
2039,2039-04-07,Maundy Thursday
2039,2039-04-08,Good Friday
2039,2039-05-01,Labor Day
2039,2039-06-07,Battle of Arica
2039,2039-06-29,St Peter and St Paul
2039,2039-07-23,Peruvian Air Force Day
2039,2039-07-28,Independence Day
2039,2039-07-29,Independence Day (day 2)
2039,2039-08-06,Battle of Junín
2039,2039-08-30,Santa Rosa De Lima
2039,2039-10-08,Battle of Angamos
2039,2039-11-01,All Saints' Day
2039,2039-12-08,Feast of the Immaculate Conception
2039,2039-12-09,Battle of Ayacucho
2039,2039-12-25,Christmas Day
2040,2040-01-01,New Year's Day
2040,2040-03-29,Maundy Thursday
2040,2040-03-30,Good Friday
2040,2040-05-01,Labor Day
2040,2040-06-07,Battle of Arica
2040,2040-06-29,St Peter and St Paul
2040,2040-07-23,Peruvian Air Force Day
2040,2040-07-28,Independence Day
2040,2040-07-29,Independence Day (day 2)
2040,2040-08-06,Battle of Junín
2040,2040-08-30,Santa Rosa De Lima
2040,2040-10-08,Battle of Angamos
2040,2040-11-01,All Saints' Day
2040,2040-12-08,Feast of the Immaculate Conception
2040,2040-12-09,Battle of Ayacucho
2040,2040-12-25,Christmas Day
