year,date,holiday
2038,2038-01-17,Bakrid (Tentative Date)
2038,2038-01-26,Republic Day
2038,2038-02-15,Muharram/Ashura (Tentative Date)
2038,2038-03-04,Maha Shivaratri
2038,2038-03-21,Holi
2038,2038-04-13,Rama Navami
2038,2038-04-23,Good Friday
2038,2038-08-15,Independence Day
2038,2038-08-23,Janmashtami
2038,2038-10-02,Mahatma Gandhi Jayanti
2038,2038-10-07,Dussehra
2038,2038-10-27,Diwali/Deepavali
2038,2038-10-30,Ramzan Id (Tentative Date)
2038,2038-12-25,Christmas
2039,2039-01-06,Bakrid (Tentative Date)
2039,2039-01-26,Republic Day
2039,2039-02-04,Muharram/Ashura (Tentative Date)
2039,2039-02-21,Maha Shivaratri
2039,2039-03-11,Holi
2039,2039-04-03,Rama Navami
2039,2039-04-08,Good Friday
2039,2039-08-12,Janmashtami
2039,2039-08-15,Independence Day
2039,2039-10-02,Mahatma Gandhi Jayanti
2039,2039-10-20,Ramzan Id (Tentative Date)
2039,2039-10-26,Dussehra
2039,2039-11-15,Diwali/Deepavali
2039,2039-12-25,Christmas
2039,2039-12-27,Bakrid (Tentative Date)
2040,2040-01-25,Muharram/Ashura (Tentative Date)
2040,2040-01-26,Republic Day
2040,2040-03-11,Maha Shivaratri
2040,2040-03-29,Holi
2040,2040-03-30,Good Friday
2040,2040-04-20,Rama Navami
2040,2040-08-15,Independence Day
2040,2040-08-29,Janmashtami
2040,2040-10-02,Mahatma Gandhi Jayanti
2040,2040-10-08,Ramzan Id (Tentative Date)
2040,2040-10-15,Dussehra
2040,2040-11-04,Diwali/Deepavali
2040,2040-12-15,Bakrid (Tentative Date)
2040,2040-12-25,Christmas
2041,2041-01-26,Republic Day
2041,2041-03-04,Holi
2041,2041-03-21,Ramzan Id (Tentative Date)
2041,2041-03-26,Rama Navami
2041,2041-03-31,Mahavir Jayanti
2041,2041-04-03,Good Friday
2041,2041-05-01,Buddha Purnima
2041,2041-05-27,Bakrid (Tentative Date)
2041,2041-06-26,Muharram/Ashura (Tentative Date)
2041,2041-08-15,Independence Day
2041,2041-08-26,Milad un-Nabi (Tentative Date)
2041,2041-09-04,Janmashtami
2041,2041-10-02,Mahatma Gandhi Jayanti
2041,2041-10-20,Dussehra
2041,2041-11-08,Diwali/Deepavali
2041,2041-11-24,Guru Nanak Jayanti
2041,2041-12-25,Christmas
2042,2042-01-26,Republic Day
2042,2042-03-04,Holi
2042,2042-03-21,Ramzan Id (Tentative Date)
2042,2042-03-26,Rama Navami
2042,2042-03-31,Mahavir Jayanti
2042,2042-04-03,Good Friday
2042,2042-05-01,Buddha Purnima
2042,2042-05-27,Bakrid (Tentative Date)
2042,2042-06-26,Muharram/Ashura (Tentative Date)
2042,2042-08-15,Independence Day
2042,2042-08-26,Milad un-Nabi (Tentative Date)
2042,2042-09-04,Janmashtami
2042,2042-10-02,Mahatma Gandhi Jayanti
2042,2042-10-20,Dussehra
2042,2042-11-08,Diwali/Deepavali
2042,2042-11-24,Guru Nanak Jayanti
2042,2042-12-25,Christmas
2043,2043-01-26,Republic Day
2043,2043-03-04,Holi
2043,2043-03-21,Ramzan Id (Tentative Date)
2043,2043-03-26,Rama Navami
2043,2043-03-31,Mahavir Jayanti
2043,2043-04-03,Good Friday
2043,2043-05-01,Buddha Purnima
2043,2043-05-27,Bakrid (Tentative Date)
2043,2043-06-26,Muharram/Ashura (Tentative Date)
2043,2043-08-15,Independence Day
2043,2043-08-26,Milad un-Nabi (Tentative Date)
2043,2043-09-04,Janmashtami
2043,2043-10-02,Mahatma Gandhi Jayanti
2043,2043-10-20,Dussehra
2043,2043-11-08,Diwali/Deepavali
2043,2043-11-24,Guru Nanak Jayanti
2043,2043-12-25,Christmas
2044,2044-01-26,Republic Day
2044,2044-03-04,Holi
2044,2044-03-21,Ramzan Id (Tentative Date)
2044,2044-03-26,Rama Navami
2044,2044-03-31,Mahavir Jayanti
2044,2044-04-03,Good Friday
2044,2044-05-01,Buddha Purnima
2044,2044-05-27,Bakrid (Tentative Date)
2044,2044-06-26,Muharram/Ashura (Tentative Date)
2044,2044-08-15,Independence Day
2044,2044-08-26,Milad un-Nabi (Tentative Date)
2044,2044-09-04,Janmashtami
2044,2044-10-02,Mahatma Gandhi Jayanti
2044,2044-10-20,Dussehra
2044,2044-11-08,Diwali/Deepavali
2044,2044-11-24,Guru Nanak Jayanti
2044,2044-12-25,Christmas
2045,2045-01-26,Republic Day
2045,2045-03-04,Holi
2045,2045-03-21,Ramzan Id (Tentative Date)
2045,2045-03-26,Rama Navami
2045,2045-03-31,Mahavir Jayanti
2045,2045-04-03,Good Friday
2045,2045-05-01,Buddha Purnima
2045,2045-05-27,Bakrid (Tentative Date)
2045,2045-06-26,Muharram/Ashura (Tentative Date)
2045,2045-08-15,Independence Day
2045,2045-08-26,Milad un-Nabi (Tentative Date)
2045,2045-09-04,Janmashtami
2045,2045-10-02,Mahatma Gandhi Jayanti
2045,2045-10-20,Dussehra
2045,2045-11-08,Diwali/Deepavali
2045,2045-11-24,Guru Nanak Jayanti
2045,2045-12-25,Christmas
2046,2046-01-26,Republic Day
2046,2046-03-04,Holi
2046,2046-03-21,Ramzan Id (Tentative Date)
2046,2046-03-26,Rama Navami
2046,2046-03-31,Mahavir Jayanti
2046,2046-04-03,Good Friday
2046,2046-05-01,Buddha Purnima
2046,2046-05-27,Bakrid (Tentative Date)
2046,2046-06-26,Muharram/Ashura (Tentative Date)
2046,2046-08-15,Independence Day
2046,2046-08-26,Milad un-Nabi (Tentative Date)
2046,2046-09-04,Janmashtami
2046,2046-10-02,Mahatma Gandhi Jayanti
2046,2046-10-20,Dussehra
2046,2046-11-08,Diwali/Deepavali
2046,2046-11-24,Guru Nanak Jayanti
2046,2046-12-25,Christmas
2047,2047-01-26,Republic Day
2047,2047-03-04,Holi
2047,2047-03-21,Ramzan Id (Tentative Date)
2047,2047-03-26,Rama Navami
2047,2047-03-31,Mahavir Jayanti
2047,2047-04-03,Good Friday
2047,2047-05-01,Buddha Purnima
2047,2047-05-27,Bakrid (Tentative Date)
2047,2047-06-26,Muharram/Ashura (Tentative Date)
2047,2047-08-15,Independence Day
2047,2047-08-26,Milad un-Nabi (Tentative Date)
2047,2047-09-04,Janmashtami
2047,2047-10-02,Mahatma Gandhi Jayanti
2047,2047-10-20,Dussehra
2047,2047-11-08,Diwali/Deepavali
2047,2047-11-24,Guru Nanak Jayanti
2047,2047-12-25,Christmas
2048,2048-01-26,Republic Day
2048,2048-03-04,Holi
2048,2048-03-21,Ramzan Id (Tentative Date)
2048,2048-03-26,Rama Navami
2048,2048-03-31,Mahavir Jayanti
2048,2048-04-03,Good Friday
2048,2048-05-01,Buddha Purnima
2048,2048-05-27,Bakrid (Tentative Date)
2048,2048-06-26,Muharram/Ashura (Tentative Date)
2048,2048-08-15,Independence Day
2048,2048-08-26,Milad un-Nabi (Tentative Date)
2048,2048-09-04,Janmashtami
2048,2048-10-02,Mahatma Gandhi Jayanti
2048,2048-10-20,Dussehra
2048,2048-11-08,Diwali/Deepavali
2048,2048-11-24,Guru Nanak Jayanti
2048,2048-12-25,Christmas
2049,2049-01-26,Republic Day
2049,2049-03-04,Holi
2049,2049-03-21,Ramzan Id (Tentative Date)
2049,2049-03-26,Rama Navami
2049,2049-03-31,Mahavir Jayanti
2049,2049-04-03,Good Friday
2049,2049-05-01,Buddha Purnima
2049,2049-05-27,Bakrid (Tentative Date)
2049,2049-06-26,Muharram/Ashura (Tentative Date)
2049,2049-08-15,Independence Day
2049,2049-08-26,Milad un-Nabi (Tentative Date)
2049,2049-09-04,Janmashtami
2049,2049-10-02,Mahatma Gandhi Jayanti
2049,2049-10-20,Dussehra
2049,2049-11-08,Diwali/Deepavali
2049,2049-11-24,Guru Nanak Jayanti
2049,2049-12-25,Christmas
2050,2050-01-26,Republic Day
2050,2050-03-04,Holi
2050,2050-03-21,Ramzan Id (Tentative Date)
2050,2050-03-26,Rama Navami
2050,2050-03-31,Mahavir Jayanti
2050,2050-04-03,Good Friday
2050,2050-05-01,Buddha Purnima
2050,2050-05-27,Bakrid (Tentative Date)
2050,2050-06-26,Muharram/Ashura (Tentative Date)
2050,2050-08-15,Independence Day
2050,2050-08-26,Milad un-Nabi (Tentative Date)
2050,2050-09-04,Janmashtami
2050,2050-10-02,Mahatma Gandhi Jayanti
2050,2050-10-20,Dussehra
2050,2050-11-08,Diwali/Deepavali
2050,2050-11-24,Guru Nanak Jayanti
2050,2050-12-25,Christmas
