year,date,holiday
2048,2048-05-01,Labor Day
2048,2048-06-29,Army Day (observed)
2048,2048-09-15,Independence Day
2048,2048-10-20,Revolution Day
2048,2048-11-01,All Saints' Day
2048,2048-12-25,Christmas Day
2049,2049-01-01,New Year's Day
2049,2049-04-15,Maundy Thursday
2049,2049-04-16,Good Friday
2049,2049-04-17,Holy Saturday
2049,2049-05-01,Labor Day
2049,2049-06-28,Army Day (observed)
2049,2049-09-15,Independence Day
2049,2049-10-20,Revolution Day
2049,2049-11-01,All Saints' Day
2049,2049-12-25,Christmas Day
2050,2050-01-01,New Year's Day
2050,2050-04-07,Maundy Thursday
2050,2050-04-08,Good Friday
2050,2050-04-09,Holy Saturday
2050,2050-05-01,Labor Day
2050,2050-07-04,Army Day (observed)
2050,2050-09-15,Independence Day
2050,2050-10-20,Revolution Day
2050,2050-11-01,All Saints' Day
2050,2050-12-25,Christmas Day
