year,date,holiday
2026,2026-01-01,Año Nuevo
2026,2026-04-03,Viernes Santo
2026,2026-04-04,Sábado Santo
2026,2026-05-01,Día del Trabajo
2026,2026-05-21,Día de las Glorias Navales
2026,2026-06-21,Día Nacional de los Pueblos Indígenas
2026,2026-06-29,San Pedro y San Pablo
2026,2026-07-16,Día de la Virgen del Carmen
2026,2026-08-15,Asunción de la Virgen
2026,2026-09-18,Día de la Independencia Nacional
2026,2026-09-19,Día de las Glorias del Ejército
2026,2026-10-12,Encuentro de Dos Mundos
2026,2026-10-31,Día de las Iglesias Evangélicas y Protestantes
2026,2026-11-01,Día de Todos los Santos
2026,2026-12-08,Inmaculada Concepción
2026,2026-12-25,Navidad
2027,2027-01-01,Año Nuevo
2027,2027-03-26,Viernes Santo
2027,2027-03-27,Sábado Santo
2027,2027-05-01,Día del Trabajo
2027,2027-05-21,Día de las Glorias Navales
2027,2027-06-21,Día Nacional de los Pueblos Indígenas
2027,2027-06-28,San Pedro y San Pablo
2027,2027-07-16,Día de la Virgen del Carmen
2027,2027-08-15,Asunción de la Virgen
2027,2027-09-18,Día de la Independencia Nacional
2027,2027-09-19,Día de las Glorias del Ejército
2027,2027-10-11,Encuentro de Dos Mundos
2027,2027-10-31,Día de las Iglesias Evangélicas y Protestantes
2027,2027-11-01,Día de Todos los Santos
2027,2027-12-08,Inmaculada Concepción
2027,2027-12-25,Navidad
2028,2028-01-01,Año Nuevo
2028,2028-04-14,Viernes Santo
2028,2028-04-15,Sábado Santo
2028,2028-05-01,Día del Trabajo
2028,2028-05-21,Día de las Glorias Navales
2028,2028-06-21,Día Nacional de los Pueblos Indígenas
2028,2028-06-26,San Pedro y San Pablo
2028,2028-07-16,Día de la Virgen del Carmen
2028,2028-08-15,Asunción de la Virgen
2028,2028-09-18,Día de la Independencia Nacional
2028,2028-09-19,Día de las Glorias del Ejército
2028,2028-10-09,Encuentro de Dos Mundos
2028,2028-10-27,Día de las Iglesias Evangélicas y Protestantes
2028,2028-11-01,Día de Todos los Santos
2028,2028-12-08,Inmaculada Concepción
2028,2028-12-25,Navidad
2029,2029-01-01,Año Nuevo
2029,2029-03-30,Viernes Santo
2029,2029-03-31,Sábado Santo
2029,2029-05-01,Día del Trabajo
2029,2029-05-21,Día de las Glorias Navales
2029,2029-06-21,Día Nacional de los Pueblos Indígenas
2029,2029-07-02,San Pedro y San Pablo
2029,2029-07-16,Día de la Virgen del Carmen
2029,2029-08-15,Asunción de la Virgen
2029,2029-09-17,Feriado Adicional Fiestas Patrias
2029,2029-09-18,Día de la Independencia Nacional
2029,2029-09-19,Día de las Glorias del Ejército
2029,2029-10-15,Encuentro de Dos Mundos
2029,2029-11-01,Día de Todos los Santos
2029,2029-11-02,Día de las Iglesias Evangélicas y Protestantes
2029,2029-12-08,Inmaculada Concepción
2029,2029-12-25,Navidad
2030,2030-01-01,Año Nuevo
2030,2030-04-19,Viernes Santo
2030,2030-04-20,Sábado Santo
2030,2030-05-01,Día del Trabajo
2030,2030-05-21,Día de las Glorias Navales
2030,2030-06-21,Día Nacional de los Pueblos Indígenas
