year,date,holiday
2035,2035-08-15,Feast of the Assumption of Mary
2035,2035-11-01,All Saints' Day
2035,2035-11-02,All Souls' Day
2035,2035-12-24,Christmas Eve
2035,2035-12-25,Christmas Day
2035,2035-12-26,Second Day of Christmas
2036,2036-01-01,New Year's Day
2036,2036-02-16,Independence Day
2036,2036-03-11,Independence Restoration Day
2036,2036-04-13,Easter Sunday
2036,2036-04-14,Easter Monday
2036,2036-05-01,Labour Day
2036,2036-05-04,Mothers' Day
2036,2036-06-01,Fathers' Day
2036,2036-06-24,St John's Day
2036,2036-07-06,King Mindaugas’ Coronation Day
2036,2036-08-15,Feast of the Assumption of Mary
2036,2036-11-01,All Saints' Day
2036,2036-11-02,All Souls' Day
2036,2036-12-24,Christmas Eve
2036,2036-12-25,Christmas Day
2036,2036-12-26,Second Day of Christmas
2037,2037-01-01,New Year's Day
2037,2037-02-16,Independence Day
2037,2037-03-11,Independence Restoration Day
2037,2037-04-05,Easter Sunday
2037,2037-04-06,Easter Monday
2037,2037-05-01,Labour Day
2037,2037-05-03,Mothers' Day
2037,2037-06-07,Fathers' Day
2037,2037-06-24,St John's Day
2037,2037-07-06,King Mindaugas’ Coronation Day
2037,2037-08-15,Feast of the Assumption of Mary
2037,2037-11-01,All Saints' Day
2037,2037-11-02,All Souls' Day
2037,2037-12-24,Christmas Eve
2037,2037-12-25,Christmas Day
2037,2037-12-26,Second Day of Christmas
2038,2038-01-01,New Year's Day
2038,2038-02-16,Independence Day
2038,2038-03-11,Independence Restoration Day
2038,2038-04-25,Easter Sunday
2038,2038-04-26,Easter Monday
2038,2038-05-01,Labour Day
2038,2038-05-02,Mothers' Day
2038,2038-06-06,Fathers' Day
2038,2038-06-24,St John's Day
2038,2038-07-06,King Mindaugas’ Coronation Day
2038,2038-08-15,Feast of the Assumption of Mary
2038,2038-11-01,All Saints' Day
2038,2038-11-02,All Souls' Day
2038,2038-12-24,Christmas Eve
2038,2038-12-25,Christmas Day
2038,2038-12-26,Second Day of Christmas
2039,2039-01-01,New Year's Day
2039,2039-02-16,Independence Day
2039,2039-03-11,Independence Restoration Day
2039,2039-04-10,Easter Sunday
2039,2039-04-11,Easter Monday
2039,2039-05-01,Labour Day
2039,2039-05-01,Mothers' Day
2039,2039-06-05,Fathers' Day
2039,2039-06-24,St John's Day
2039,2039-07-06,King Mindaugas’ Coronation Day
2039,2039-08-15,Feast of the Assumption of Mary
2039,2039-11-01,All Saints' Day
2039,2039-11-02,All Souls' Day
2039,2039-12-24,Christmas Eve
2039,2039-12-25,Christmas Day
2039,2039-12-26,Second Day of Christmas
2040,2040-01-01,New Year's Day
2040,2040-02-16,Independence Day
2040,2040-03-11,Independence Restoration Day
2040,2040-04-01,Easter Sunday
2040,2040-04-02,Easter Monday
2040,2040-05-01,Labour Day
2040,2040-05-06,Mothers' Day
2040,2040-06-03,Fathers' Day
2040,2040-06-24,St John's Day
2040,2040-07-06,King Mindaugas’ Coronation Day
2040,2040-08-15,Feast of the Assumption of Mary
2040,2040-11-01,All Saints' Day
2040,2040-11-02,All Souls' Day
2040,2040-12-24,Christmas Eve
2040,2040-12-25,Christmas Day
2040,2040-12-26,Second Day of Christmas
2041,2041-01-01,New Year's Day
2041,2041-02-16,Independence Day
2041,2041-03-11,Independence Restoration Day
2041,2041-04-05,Easter Sunday
2041,2041-04-06,Easter Monday
2041,2041-05-01,Labour Day
2041,2041-05-03,Mothers' Day
2041,2041-06-07,Fathers' Day
2041,2041-06-24,St John's Day
2041,2041-07-06,King Mindaugas’ Coronation Day
2041,2041-08-15,Feast of the Assumption of Mary
2041,2041-11-01,All Saints' Day
2041,2041-11-02,All Souls' Day
2041,2041-12-24,Christmas Eve
2041,2041-12-25,Christmas Day
2041,2041-12-26,Second Day of Christmas
2042,2042-01-01,New Year's Day
2042,2042-02-16,Independence Day
2042,2042-03-11,Independence Restoration Day
2042,2042-04-05,Easter Sunday
2042,2042-04-06,Easter Monday
2042,2042-05-01,Labour Day
2042,2042-05-03,Mothers' Day
2042,2042-06-07,Fathers' Day
2042,2042-06-24,St John's Day
2042,2042-07-06,King Mindaugas’ Coronation Day
2042,2042-08-15,Feast of the Assumption of Mary
2042,2042-11-01,All Saints' Day
2042,2042-11-02,All Souls' Day
2042,2042-12-24,Christmas Eve
2042,2042-12-25,Christmas Day
2042,2042-12-26,Second Day of Christmas
2043,2043-01-01,New Year's Day
2043,2043-02-16,Independence Day
2043,2043-03-11,Independence Restoration Day
2043,2043-04-05,Easter Sunday
2043,2043-04-06,Easter Monday
2043,2043-05-01,Labour Day
2043,2043-05-03,Mothers' Day
2043,2043-06-07,Fathers' Day
2043,2043-06-24,St John's Day
2043,2043-07-06,King Mindaugas’ Coronation Day
2043,2043-08-15,Feast of the Assumption of Mary
2043,2043-11-01,All Saints' Day
2043,2043-11-02,All Souls' Day
2043,2043-12-24,Christmas Eve
2043,2043-12-25,Christmas Day
2043,2043-12-26,Second Day of Christmas
2044,2044-01-01,New Year's Day
2044,2044-02-16,Independence Day
2044,2044-03-11,Independence Restoration Day
2044,2044-04-05,Easter Sunday
2044,2044-04-06,Easter Monday
2044,2044-05-01,Labour Day
2044,2044-05-03,Mothers' Day
2044,2044-06-07,Fathers' Day
2044,2044-06-24,St John's Day
2044,2044-07-06,King Mindaugas’ Coronation Day
2044,2044-08-15,Feast of the Assumption of Mary
2044,2044-11-01,All Saints' Day
2044,2044-11-02,All Souls' Day
2044,2044-12-24,Christmas Eve
2044,2044-12-25,Christmas Day
2044,2044-12-26,Second Day of Christmas
2045,2045-01-01,New Year's Day
2045,2045-02-16,Independence Day
2045,2045-03-11,Independence Restoration Day
2045,2045-04-05,Easter Sunday
2045,2045-04-06,Easter Monday
2045,2045-05-01,Labour Day
2045,2045-05-03,Mothers' Day
2045,2045-06-07,Fathers' Day
2045,2045-06-24,St John's Day
2045,2045-07-06,King Mindaugas’ Coronation Day
2045,2045-08-15,Feast of the Assumption of Mary
2045,2045-11-01,All Saints' Day
2045,2045-11-02,All Souls' Day
2045,2045-12-24,Christmas Eve
2045,2045-12-25,Christmas Day
2045,2045-12-26,Second Day of Christmas
2046,2046-01-01,New Year's Day
2046,2046-02-16,Independence Day
2046,2046-03-11,Independence Restoration Day
2046,2046-04-05,Easter Sunday
2046,2046-04-06,Easter Monday
2046,2046-05-01,Labour Day
2046,2046-05-03,Mothers' Day
2046,2046-06-07,Fathers' Day
2046,2046-06-24,St John's Day
2046,2046-07-06,King Mindaugas’ Coronation Day
2046,2046-08-15,Feast of the Assumption of Mary
2046,2046-11-01,All Saints' Day
2046,2046-11-02,All Souls' Day
2046,2046-12-24,Christmas Eve
2046,2046-12-25,Christmas Day
2046,2046-12-26,Second Day of Christmas
2047,2047-01-01,New Year's Day
2047,2047-02-16,Independence Day
2047,2047-03-11,Independence Restoration Day
2047,2047-04-05,Easter Sunday
2047,2047-04-06,Easter Monday
2047,2047-05-01,Labour Day
2047,2047-05-03,Mothers' Day
2047,2047-06-07,Fathers' Day
2047,2047-06-24,St John's Day
2047,2047-07-06,King Mindaugas’ Coronation Day
2047,2047-08-15,Feast of the Assumption of Mary
2047,2047-11-01,All Saints' Day
2047,2047-11-02,All Souls' Day
2047,2047-12-24,Christmas Eve
2047,2047-12-25,Christmas Day
2047,2047-12-26,Second Day of Christmas
2048,2048-01-01,New Year's Day
2048,2048-02-16,Independence Day
2048,2048-03-11,Independence Restoration Day
2048,2048-04-05,Easter Sunday
2048,2048-04-06,Easter Monday
2048,2048-05-01,Labour Day
2048,2048-05-03,Mothers' Day
2048,2048-06-07,Fathers' Day
2048,2048-06-24,St John's Day
2048,2048-07-06,King Mindaugas’ Coronation Day
2048,2048-08-15,Feast of the Assumption of Mary
2048,2048-11-01,All Saints' Day
2048,2048-11-02,All Souls' Day
2048,2048-12-24,Christmas Eve
2048,2048-12-25,Christmas Day
2048,2048-12-26,Second Day of Christmas
2049,2049-01-01,New Year's Day
2049,2049-02-16,Independence Day
2049,2049-03-11,Independence Restoration Day
2049,2049-04-05,Easter Sunday
2049,2049-04-06,Easter Monday
2049,2049-05-01,Labour Day
2049,2049-05-03,Mothers' Day
2049,2049-06-07,Fathers' Day
2049,2049-06-24,St John's Day
2049,2049-07-06,King Mindaugas’ Coronation Day
2049,2049-08-15,Feast of the Assumption of Mary
2049,2049-11-01,All Saints' Day
2049,2049-11-02,All Souls' Day
2049,2049-12-24,Christmas Eve
2049,2049-12-25,Christmas Day
2049,2049-12-26,Second Day of Christmas
2050,2050-01-01,New Year's Day
2050,2050-02-16,Independence Day
2050,2050-03-11,Independence Restoration Day
2050,2050-04-05,Easter Sunday
2050,2050-04-06,Easter Monday
2050,2050-05-01,Labour Day
2050,2050-05-03,Mothers' Day
2050,2050-06-07,Fathers' Day
2050,2050-06-24,St John's Day
2050,2050-07-06,King Mindaugas’ Coronation Day
2050,2050-08-15,Feast of the Assumption of Mary
2050,2050-11-01,All Saints' Day
2050,2050-11-02,All Souls' Day
2050,2050-12-24,Christmas Eve
2050,2050-12-25,Christmas Day
2050,2050-12-26,Second Day of Christmas
