id,country_id:id,name,code
state_eg_dk,base.eg,Dakahlia,DK
state_eg_ba,base.eg,Red Sea,BA
state_eg_bh,base.eg,Beheira,BH
state_eg_fym,base.eg,Faiyum,FYM
state_eg_gh,base.eg,Gharbia,GH
state_eg_alx,base.eg,Alexandria,ALX
state_eg_is,base.eg,Ismailia,IS
state_eg_gz,base.eg,Giza,GZ
state_eg_mnf,base.eg,Monufia,MNF
state_eg_mn,base.eg,Minya,MN
state_eg_c,base.eg,Cairo,C
state_eg_kb,base.eg,Qalyubia,KB
state_eg_lx,base.eg,Luxor,LX
state_eg_wad,base.eg,New Valley,WAD
state_eg_shr,base.eg,Al Sharqia,SHR
state_eg_su,base.eg,6th of October,SU
state_eg_suz,base.eg,Suez,SUZ
state_eg_asn,base.eg,Aswan,ASN
state_eg_ast,base.eg,Asyut,AST
state_eg_bns,base.eg,Beni Suef,BNS
state_eg_pts,base.eg,Port Said,PTS
state_eg_dt,base.eg,Damietta,DT
state_eg_hu,base.eg,Helwan,HU
state_eg_js,base.eg,South Sinai,JS
state_eg_kfs,base.eg,Kafr el-Sheikh,KFS
state_eg_mt,base.eg,Matrouh,MT
state_eg_kn,base.eg,Qena,KN
state_eg_sin,base.eg,North Sinai,SIN
state_eg_shg,base.eg,Sohag,SHG
