id,name,country_id/id
tax_group_vat_0,VAT 0%,base.et
tax_group_vat_15,VAT 15%,base.et
tax_group_withh_2,Withholding 2%,base.et
tax_group_withh_15,Withholding 15%,base.et
tax_group_withh_35,Withholding 35%,base.et
