"id","name","country_id"
"tax_group_mt_18","VAT 18%","base.mt"
"tax_group_mt_7","VAT 7%","base.mt"
"tax_group_mt_5","VAT 5%","base.mt"
"tax_group_mt_0","VAT 0%","base.mt"
