"id","name","country_id","name@de"
"tax_group_0","VAT 0%","base.de","USt 0%"
"tax_group_7","VAT 7%","base.de","Umsatzsteuer 7 %"
"tax_group_55","VAT 5,5%","base.de","USt 5,5%"
"tax_group_107","VAT 10,7%","base.de","USt 10,7%"
"tax_group_x","VAT x%","base.de","USt x%"
"tax_group_19","VAT 19%","base.de","USt 19%"
