"id","account_asset_id","account_depreciation_id","account_depreciation_expense_id","name","method_number","method_period"
"pe_asset_technology","chart33611","chart39527","chart68415","Technology","4","12"
"pe_asset_construction","chart31211","chart39521","chart68411","Construction","20","12"
"pe_asset_installations","chart33241","chart39522","chart68411","Installations","10","12"
"pe_asset_machines_tools","chart33311","chart39524","chart68412","Machines & tools","10","12"
"pe_asset_other_property","chart33691","chart39527","chart68415","Other Property","10","12"
"pe_asset_furniture_material","chart33511","chart39526","chart68414","Furniture & Material","10","12"
"pe_asset_vehicle","chart33411","chart39525","chart68413","Vehicles","5","12"
"pe_asset_vehicle_accessories","chart33415","chart39525","chart68413","Vehicle Accessories","5","12"
