id,country_id:id,name,code
state_br_ac,base.br,Acre,AC
state_br_al,base.br,Alagoas,AL
state_br_ap,base.br,Amapá,AP
state_br_am,base.br,Amazonas,AM
state_br_ba,base.br,Bahia,BA
state_br_ce,base.br,Ceará,CE
state_br_df,base.br,Distrito Federal,DF
state_br_es,base.br,Espírito Santo,ES
state_br_go,base.br,Goiás,GO
state_br_ma,base.br,Maranhão,MA
state_br_mt,base.br,Mato Grosso,MT
state_br_ms,base.br,Mato Grosso do Sul,MS
state_br_mg,base.br,Minas Gerais,MG
state_br_pa,base.br,Pará,PA
state_br_pb,base.br,Paraíba,PB
state_br_pr,base.br,Paraná,PR
state_br_pe,base.br,Pernambuco,PE
state_br_pi,base.br,Piauí,PI
state_br_rj,base.br,Rio de Janeiro,RJ
state_br_rn,base.br,Rio Grande do Norte,RN
state_br_rs,base.br,Rio Grande do Sul,RS
state_br_ro,base.br,Rondônia,RO
state_br_rr,base.br,Roraima,RR
state_br_sc,base.br,Santa Catarina,SC
state_br_sp,base.br,São Paulo,SP
state_br_se,base.br,Sergipe,SE
state_br_to,base.br,Tocantins,TO
