"id","name","country_id","name@fr"
"tax_group_tva_0","VAT 0%","base.fr","TVA 0%"
"tax_group_tva_20","VAT 20%","base.fr","TVA 20%"
"tax_group_tva_85","VAT 8.5%","base.fr","TVA 8,5%"
"tax_group_tva_55","VAT 5.5%","base.fr","TVA 5,5%"
"tax_group_tva_10","VAT 10%","base.fr","TVA 10%"
"tax_group_tva_21","VAT 2.1%","base.fr","TVA 2,1%"
