id,country_id:id,name,code
state_es_c,base.es,A Coruña (La Coruña),C
state_es_vi,base.es,Araba/Álava,VI
state_es_ab,base.es,Albacete,AB
state_es_a,base.es,Alacant (Alicante),A
state_es_al,base.es,Almería,AL
state_es_o,base.es,Asturias,O
state_es_av,base.es,Ávila,AV
state_es_ba,base.es,Badajoz,BA
state_es_pm,base.es,Illes Balears (Islas Baleares),PM
state_es_b,base.es,Barcelona,B
state_es_bu,base.es,Burgos,BU
state_es_cc,base.es,Cáceres,CC
state_es_ca,base.es,Cádiz,CA
state_es_s,base.es,Cantabria,S
state_es_cs,base.es,Castelló (Castellón),CS
state_es_ce,base.es,Ceuta,CE
state_es_cr,base.es,Ciudad Real,CR
state_es_co,base.es,Córdoba,CO
state_es_cu,base.es,Cuenca,CU
state_es_gi,base.es,Girona (Gerona),GI
state_es_gr,base.es,Granada,GR
state_es_gu,base.es,Guadalajara,GU
state_es_ss,base.es,Gipuzkoa (Guipúzcoa),SS
state_es_h,base.es,Huelva,H
state_es_hu,base.es,Huesca,HU
state_es_j,base.es,Jaén,J
state_es_lo,base.es,La Rioja,LO
state_es_gc,base.es,Las Palmas,GC
state_es_le,base.es,León,LE
state_es_l,base.es,Lleida (Lérida),L
state_es_lu,base.es,Lugo,LU
state_es_m,base.es,Madrid,M
state_es_ma,base.es,Málaga,MA
state_es_ml,base.es,Melilla,ME
state_es_mu,base.es,Murcia,MU
state_es_na,base.es,Nafarroa (Navarra),NA
state_es_or,base.es,Ourense (Orense),OR
state_es_p,base.es,Palencia,P
state_es_po,base.es,Pontevedra,PO
state_es_sa,base.es,Salamanca,SA
state_es_tf,base.es,Santa Cruz de Tenerife,TF
state_es_sg,base.es,Segovia,SG
state_es_se,base.es,Sevilla,SE
state_es_so,base.es,Soria,SO
state_es_t,base.es,Tarragona,T
state_es_te,base.es,Teruel,TE
state_es_to,base.es,Toledo,TO
state_es_v,base.es,València (Valencia),V
state_es_va,base.es,Valladolid,VA
state_es_bi,base.es,Bizkaia (Vizcaya),BI
state_es_za,base.es,Zamora,ZA
state_es_z,base.es,Zaragoza,Z
