id,name,country_id,tax_payable_account_id,tax_receivable_account_id
vat_13_group,Vat 13%,base.np,tax_payable,tax_receivable
zero_tax_group,Zero Tax,base.np,tax_payable,tax_receivable
tax_exempt_group,Tax Exempt,base.np,tax_payable,tax_receivable
tds_group,TDS,base.np,tax_payable,tax_receivable
