"id","code","name"
"product_genre_00","00","Serviço"
"product_genre_01","01","Animais vivos"
"product_genre_02","02","Carnes e miudezas, comestíveis"
"product_genre_03","03","Peixes e crustáceos, moluscos e os outros invertebrados aquáticos"
"product_genre_04","04","Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos em outros Capítulos da TIPI"
"product_genre_05","05","Outros produtos de origem animal, não especificados nem compreendidos em outros Capítulos da TIPI"
"product_genre_06","06","Plantas vivas e produtos de floricultura"
"product_genre_07","07","Produtos hortícolas, plantas, raízes e tubérculos, comestíveis"
"product_genre_08","08","Frutas; cascas de cítricos e de melões"
"product_genre_09","09","Café, chá, mate e especiarias"
"product_genre_10","10","Cereais"
"product_genre_11","11","Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo"
"product_genre_12","12","Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palha e forragem"
"product_genre_13","13","Gomas, resinas e outros sucos e extratos vegetais"
"product_genre_14","14","Matérias para entrançar e outros produtos de origem vegetal, não especificadas nem compreendidas em outros Capítulos da NCM"
"product_genre_15","15","Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal"
"product_genre_16","16","Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos"
"product_genre_17","17","Açúcares e produtos de confeitaria"
"product_genre_18","18","Cacau e suas preparações"
"product_genre_19","19","Preparações à base de cereais, farinhas, amidos, féculas ou de leite; produtos de pastelaria"
"product_genre_20","20","Preparações de produtos hortícolas, de frutas ou de outras partes de plantas"
"product_genre_21","21","Preparações alimentícias diversas"
"product_genre_22","22","Bebidas, líquidos alcoólicos e vinagres"
"product_genre_23","23","Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais"
"product_genre_24","24","Fumo (tabaco) e seus sucedâneos, manufaturados"
"product_genre_25","25","Sal; enxofre; terras e pedras; gesso, cal e cimento"
"product_genre_26","26","Minérios, escórias e cinzas"
"product_genre_27","27","Combustíveis minerais, óleos minerais e produtos de sua destilação; matérias betuminosas; ceras minerais"
"product_genre_28","28","Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos"
