"id","code","name"
"nbs_101011100","1.0101.11.00","Serviços de construção de edificações residenciais de um e dois pavimentos"
"nbs_101011200","1.0101.12.00","Serviços de construção de edificações residenciais com mais de dois pavimentos"
"nbs_101012100","1.0101.21.00","Serviços de construção de edificações industriais "
"nbs_101012200","1.0101.22.00","Serviços de construção de edificações comerciais"
"nbs_101012900","1.0101.29.00","Serviços de construção de edificações não residenciais não classificados em subposições anteriores"
"nbs_101013000","1.0101.30.00","Serviços de construção de edificações de uso misto (residencial e não residencial)"
"nbs_101021100","1.0102.11.00","Serviços de construção de autoestradas (exceto autoestradas elevadas), ruas e estradas"
"nbs_101021200","1.0102.12.00","Serviços de construção de ferrovias"
"nbs_101021300","1.0102.13.00","Serviços de construção de pistas de pouso e decolagem em aeroportos e de infraestrutura aeroportuária"
"nbs_101022000","1.0102.20.00","Serviços de construção de pontes, autoestradas elevadas e túneis"
"nbs_101023100","1.0102.31.00","Serviços de construção de infraestrutura de proteção e acesso aquaviário "
"nbs_101023200","1.0102.32.00","Serviços de construção de infraestrutura de acostagem aquaviária"
"nbs_101023300","1.0102.33.00","Serviços de construção de infraestrutura terrestre e de obras de engenharia afins nos portos"
"nbs_101023400","1.0102.34.00","Serviços de construção de barragens"
"nbs_101023510","1.0102.35.10","Serviços de construção de adutoras em conduto livre"
"nbs_101023520","1.0102.35.20","Serviços de construção de sistemas de irrigação   "
"nbs_101023530","1.0102.35.30","Serviços de construção relacionada ao controle dos cursos de água, inclusive canalização "
"nbs_101024110","1.0102.41.10","Serviços de construção de dutos de longo curso para o transporte de petróleo, seus derivados, e gás"
"nbs_101024120","1.0102.41.20","Serviços de construção de dutos de longo curso para o transporte e escoamento de águas"
"nbs_101024190","1.0102.41.90","Serviços de construção de dutos de longo curso não classificados em subposições anteriores"
"nbs_101024210","1.0102.42.10","Serviços de construção de linhas de comunicação de longo curso "
"nbs_101024220","1.0102.42.20","Serviços de construção de linhas de transmissão de alta tensão"
"nbs_101025100","1.0102.51.00","Serviços de construção de dutos locais"
"nbs_101025210","1.0102.52.10","Serviços de construção de linhas locais de comunicação"
"nbs_101025220","1.0102.52.20","Serviços de construção de linhas locais de transmissão de baixa e média tensão "
"nbs_101025310","1.0102.53.10","Serviços de construção de sistemas de esgotos"
"nbs_101025320","1.0102.53.20","Serviços de construção de sistemas de estações para elevação, tratamento e purificação de água"
"nbs_101026100","1.0102.61.00","Serviços de construção de usinas de geração de energia"
"nbs_101026900","1.0102.69.00","Serviços de construção de instalações industriais não classificados em subposições anteriores"
"nbs_101027000","1.0102.70.00","Serviços de construção de minas e suas unidades industriais"
"nbs_101028000","1.0102.80.00","Serviços de construção de instalações para recreação e atividades desportivas ao ar livre"
"nbs_101029000","1.0102.90.00","Serviços de construção de obras de engenharia civil não classificados em subposições anteriores"
"nbs_101031000","1.0103.10.00","Serviços de demolição"
"nbs_101032000","1.0103.20.00","Serviços de preparação de terrenos e de canteiros de obras"
"nbs_101033000","1.0103.30.00","Serviços de escavação e remoção de terra"
"nbs_101034100","1.0103.41.00","Serviços de perfuração de poços de água"
