"id","code","name","small_name","type_in_out","type_move","stock_move","finance_move","account_move","assent_move","ind_nfe","ind_cte","ind_comunica","ind_transp","ind_devol","ind_retor","ind_anula","ind_remes","ind_comb"
"cfop_1931","1931","Lançamento efetuado pelo tomador do serviço de transporte quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço. (Ajuste SINIEF 03/04)","Lançamento efetuado pelo tomador do serviço de transporte quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço. (Ajuste SINIEF 03/04)","in","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_1932","1932","Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador. (ajuste sinief 03/04)","Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador. (ajuste sinief 03/04)","in","other","0","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_1933","1933","Aquisição de serviço tributado pelo ISSQN.(ajuste sinief 03/04)","Aquisição de serviço tributado pelo ISSQN.(ajuste sinief 03/04)","in","other","0","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_1934","1934","Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral","Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral","in","other","0","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_1949","1949","Outra entrada de mercadoria ou prestação de serviço não especificada","Outra entrada de mercadoria ou prestação de serviço não especificada","in","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2101","2101","Compra para industrialização","Compra para industrialização","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2102","2102","Compra para comercialização","Compra para comercialização","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2111","2111","Compra para industrialização de mercadoria recebida anteriormente em consignação industrial","Compra para industrialização de mercadoria recebida anteriormente em consignação industrial","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2113","2113","Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil","Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2116","2116","Compra para industrialização originada de encomenda para recebimento futuro","Compra para industrialização originada de encomenda para recebimento futuro","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2117","2117","Compra para comercialização originada de encomenda para recebimento futuro","Compra para comercialização originada de encomenda para recebimento futuro","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2118","2118","Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem","Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2120","2120","Compra para industrialização, em venda à ordem, já recebida do vendedor remetente","Compra para industrialização, em venda à ordem, já recebida do vendedor remetente","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2121","2121","Compra para comercialização, em venda à ordem, já recebida do vendedor remetente","Compra para comercialização, em venda à ordem, já recebida do vendedor remetente","in","other","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2122","2122","Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente","Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2124","2124","Industrialização efetuada por outra empresa","Industrialização efetuada por outra empresa","in","purchase_industry","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2125","2125","Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria","Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria","in","purchase_industry","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2126","2126","Compra para utilização na prestação de serviço","Compra para utilização na prestação de serviço","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2128","2128","Compra para utilização na prestação de serviço sujeita ao ISSQN","Compra para utilização na prestação de serviço sujeita ao ISSQN","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2131","2131","Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo.","Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo.","in","other","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2132","2132","Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização.","Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização.","in","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2135","2135","Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização.","Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização.","in","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2151","2151","Transferência para industrialização","Transferência para industrialização","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2152","2152","Transferência para comercialização","Transferência para comercialização","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2153","2153","Transferência de energia elétrica para distribuição","Transferência de energia elétrica para distribuição","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2154","2154","Transferência para utilização na prestação de serviço","Transferência para utilização na prestação de serviço","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2159","2159","Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo","Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo","in","purchase_commerce","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2201","2201","Devolução de venda de produção do estabelecimento","Devolução de venda de produção do estabelecimento","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2202","2202","Devolução de venda de mercadoria adquirida ou recebida de terceiros","Devolução de venda de mercadoria adquirida ou recebida de terceiros","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2203","2203","Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2204","2204","Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2205","2205","Anulação de valor relativo à prestação de serviço de comunicação","Anulação de valor relativo à prestação de serviço de comunicação","in","sale_refund","0","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_2206","2206","Anulação de valor relativo à prestação de serviço de transporte","Anulação de valor relativo à prestação de serviço de transporte","in","sale_refund","0","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_2207","2207","Anulação de valor relativo à venda de energia elétrica","Anulação de valor relativo à venda de energia elétrica","in","sale_refund","0","1","1","0","1","0","0","0","0","0","1","0","0"
"cfop_2208","2208","Devolução de produção do estabelecimento, remetida em transferência","Devolução de produção do estabelecimento, remetida em transferência","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2209","2209","Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência","Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2212","2212","Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped)","Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped)","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2213","2213","Devolução de remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.","Devolução de remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2214","2214","Devolução de fixação de preço de produção do estabelecimento produtor, de ato cooperativo.","Devolução de fixação de preço de produção do estabelecimento produtor, de ato cooperativo.","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2215","2215","Devolução de fornecimento de produção do estabelecimento de ato cooperativo","Devolução de fornecimento de produção do estabelecimento de ato cooperativo","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2216","2216","Devolução de fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo","Devolução de fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo","in","sale_refund","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2251","2251","Compra de energia elétrica para distribuição ou comercialização","Compra de energia elétrica para distribuição ou comercialização","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2252","2252","Compra de energia elétrica por estabelecimento industrial","Compra de energia elétrica por estabelecimento industrial","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2253","2253","Compra de energia elétrica por estabelecimento comercial","Compra de energia elétrica por estabelecimento comercial","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2254","2254","Compra de energia elétrica por estabelecimento prestador de serviço de transporte","Compra de energia elétrica por estabelecimento prestador de serviço de transporte","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2255","2255","Compra de energia elétrica por estabelecimento prestador de serviço de comunicação","Compra de energia elétrica por estabelecimento prestador de serviço de comunicação","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2256","2256","Compra de energia elétrica por estabelecimento de produtor rural","Compra de energia elétrica por estabelecimento de produtor rural","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2257","2257","Compra de energia elétrica para consumo por demanda contratada","Compra de energia elétrica para consumo por demanda contratada","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2301","2301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2302","2302","Aquisição de serviço de comunicação por estabelecimento industrial","Aquisição de serviço de comunicação por estabelecimento industrial","in","purchase_industry","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2303","2303","Aquisição de serviço de comunicação por estabelecimento comercial","Aquisição de serviço de comunicação por estabelecimento comercial","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2304","2304","Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte","Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2305","2305","Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2306","2306","Aquisição de serviço de comunicação por estabelecimento de produtor rural","Aquisição de serviço de comunicação por estabelecimento de produtor rural","in","purchase_industry","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2351","2351","Aquisição de serviço de transporte para execução de serviço da mesma natureza","Aquisição de serviço de transporte para execução de serviço da mesma natureza","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2352","2352","Aquisição de serviço de transporte por estabelecimento industrial","Aquisição de serviço de transporte por estabelecimento industrial","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2353","2353","Aquisição de serviço de transporte por estabelecimento comercial","Aquisição de serviço de transporte por estabelecimento comercial","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2354","2354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2355","2355","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2356","2356","Aquisição de serviço de transporte por estabelecimento de produtor rural","Aquisição de serviço de transporte por estabelecimento de produtor rural","in","purchase_commerce","0","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2401","2401","Compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária","Compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2403","2403","Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2406","2406","Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária","Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária","in","purchase_asset","1","1","1","1","1","0","0","0","0","0","0","0","0"
"cfop_2407","2407","Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária","Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2408","2408","Transferência para industrialização em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para industrialização em operação com mercadoria sujeita ao regime de substituição tributária","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2409","2409","Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2410","2410","Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2411","2411","Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2414","2414","Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2415","2415","Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária","Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2451","2451","Entrada de animal - Sistema de Integração e Parceria Rural","Entrada de animal - Sistema de Integração e Parceria Rural","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2452","2452","Entrada de insumo - Sistema de Integração e Parceria Rural","Entrada de insumo - Sistema de Integração e Parceria Rural","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2453","2453","Retorno do animal ou da produção - Sistema de Integração e Parceria Rural","Retorno do animal ou da produção - Sistema de Integração e Parceria Rural","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2454","2454","Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural","Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural","in","return_in","0","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2455","2455","Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural","Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2456","2456","Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural","Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2501","2501","Entrada de mercadoria recebida com fim específico de exportação","Entrada de mercadoria recebida com fim específico de exportação","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2503","2503","Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento","Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2504","2504","Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros","Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2505","2505","Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento","Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2506","2506","Entrada decorrente de devolução de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação","Entrada decorrente de devolução de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2551","2551","Compra de bem para o ativo imobilizado","Compra de bem para o ativo imobilizado","in","purchase_asset","1","0","1","1","1","0","0","0","0","0","0","0","0"
"cfop_2552","2552","Transferência de bem do ativo imobilizado","Transferência de bem do ativo imobilizado","in","return_in","1","0","1","1","1","0","0","0","0","0","0","0","0"
"cfop_2553","2553","Devolução de venda de bem do ativo imobilizado","Devolução de venda de bem do ativo imobilizado","in","sale_refund","1","1","1","1","1","0","0","0","1","0","0","0","0"
"cfop_2554","2554","Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento","Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento","in","return_in","1","0","1","1","1","0","0","0","0","1","0","0","0"
"cfop_2555","2555","Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento","Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento","in","return_in","1","0","1","1","1","0","0","0","0","0","0","0","0"
"cfop_2556","2556","Compra de material para uso ou consumo","Compra de material para uso ou consumo","in","purchase_ownuse","1","1","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2557","2557","Transferência de material para uso ou consumo","Transferência de material para uso ou consumo","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2603","2603","Ressarcimento de ICMS retido por substituição tributária","Ressarcimento de ICMS retido por substituição tributária","in","other","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2651","2651","Compra de combustível ou lubrificante para industrialização subseqüente","Compra de combustível ou lubrificante para industrialização subseqüente","in","purchase_industry","1","1","1","0","1","0","0","0","0","0","0","0","2"
"cfop_2652","2652","Compra de combustível ou lubrificante para comercialização","Compra de combustível ou lubrificante para comercialização","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","2"
"cfop_2653","2653","Compra de combustível ou lubrificante por consumidor ou usuário final","Compra de combustível ou lubrificante por consumidor ou usuário final","in","purchase_commerce","1","1","1","0","1","0","0","0","0","0","0","0","2"
"cfop_2657","2657","Retorno de remessa de combustível ou lubrificante para venda fora do estabelecimento","Retorno de remessa de combustível ou lubrificante para venda fora do estabelecimento","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","2"
"cfop_2658","2658","Transferência de combustível e lubrificante para industrialização","Transferência de combustível e lubrificante para industrialização","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","2"
"cfop_2659","2659","Transferência de combustível e lubrificante para comercialização","Transferência de combustível e lubrificante para comercialização","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","2"
"cfop_2660","2660","Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente","Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","2"
"cfop_2661","2661","Devolução de venda de combustível ou lubrificante destinado à comercialização","Devolução de venda de combustível ou lubrificante destinado à comercialização","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","2"
"cfop_2662","2662","Devolução de venda de combustível ou lubrificante destinado a consumidor ou usuário final","Devolução de venda de combustível ou lubrificante destinado a consumidor ou usuário final","in","sale_refund","1","1","1","0","1","0","0","0","1","0","0","0","2"
"cfop_2663","2663","Entrada de combustível ou lubrificante para armazenagem","Entrada de combustível ou lubrificante para armazenagem","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","1"
"cfop_2664","2664","Retorno de combustível ou lubrificante remetido para armazenagem","Retorno de combustível ou lubrificante remetido para armazenagem","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","1"
"cfop_2901","2901","Entrada para industrialização por encomenda","Entrada para industrialização por encomenda","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2902","2902","Retorno de mercadoria remetida para industrialização por encomenda","Retorno de mercadoria remetida para industrialização por encomenda","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2903","2903","Entrada de mercadoria remetida para industrialização e não aplicada no referido processo","Entrada de mercadoria remetida para industrialização e não aplicada no referido processo","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2904","2904","Retorno de remessa para venda fora do estabelecimento","Retorno de remessa para venda fora do estabelecimento","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2905","2905","Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral","Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2906","2906","Retorno de mercadoria remetida para depósito fechado ou armazém geral","Retorno de mercadoria remetida para depósito fechado ou armazém geral","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2907","2907","Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral","Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral","in","return_in","0","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2908","2908","Entrada de bem por conta de contrato de comodato ou locação","Entrada de bem por conta de contrato de comodato ou locação","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2909","2909","Retorno de bem remetido por conta de contrato de comodato ou locação","Retorno de bem remetido por conta de contrato de comodato ou locação","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2910","2910","Entrada de bonificação, doação ou brinde","Entrada de bonificação, doação ou brinde","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2911","2911","Entrada de amostra grátis","Entrada de amostra grátis","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2912","2912","Entrada de mercadoria ou bem recebido para demonstração","Entrada de mercadoria ou bem recebido para demonstração","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2913","2913","Retorno de mercadoria ou bem remetido para demonstração","Retorno de mercadoria ou bem remetido para demonstração","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2914","2914","Retorno de mercadoria ou bem remetido para exposição ou feira","Retorno de mercadoria ou bem remetido para exposição ou feira","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2915","2915","Entrada de mercadoria ou bem recebido para conserto ou reparo","Entrada de mercadoria ou bem recebido para conserto ou reparo","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2916","2916","Retorno de mercadoria ou bem remetido para conserto ou reparo","Retorno de mercadoria ou bem remetido para conserto ou reparo","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2917","2917","Entrada de mercadoria recebida em consignação mercantil ou industrial","Entrada de mercadoria recebida em consignação mercantil ou industrial","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2918","2918","Devolução de mercadoria remetida em consignação mercantil ou industrial","Devolução de mercadoria remetida em consignação mercantil ou industrial","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2919","2919","Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial","Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial","in","return_in","1","0","1","0","1","0","0","0","1","0","0","0","0"
"cfop_2920","2920","Entrada de vasilhame ou sacaria","Entrada de vasilhame ou sacaria","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2921","2921","Retorno de vasilhame ou sacaria","Retorno de vasilhame ou sacaria","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
"cfop_2922","2922","Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro","Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro","in","purchase_commerce","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2923","2923","Entrada de mercadoria recebida do vendedor remetente, em venda à ordem","Entrada de mercadoria recebida do vendedor remetente, em venda à ordem","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2924","2924","Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","in","return_in","1","0","1","0","1","0","0","0","0","0","0","0","0"
"cfop_2925","2925","Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","in","return_in","1","0","1","0","1","0","0","0","0","1","0","0","0"
