"id","internal_type","active"
"l10n_uy.dc_remito","stock_picking",False
"l10n_uy.dc_e_remito_expo","stock_picking",False
"l10n_uy.dc_e_remito","stock_picking",True
"l10n_uy.dc_e_remito_de_exportación_contingencia","stock_picking",False
"l10n_uy.dc_e_remito_contingencia","stock_picking",False
