id,bic,name,country:id
bank_408,,Casa De Valores Value S.A.,base.ec
bank_409,,Inmovalor Casa De Valores S.A.,base.ec
bank_410,,Ecuabursatil Casa De Valores S.A.,base.ec
bank_411,,Plus Valores Casa De Valores S.A.,base.ec
bank_412,,Mercapital Casa De Valores S.A.,base.ec
bank_413,,Portafolio Casa De Valores S.A. Portavalor,base.ec
bank_414,,Metrovalores Casa De Valores S.A.,base.ec
bank_415,,Vectorglobal Wmg Casa De Valores S.A.,base.ec
bank_416,,Holdunpartners Casa De Valores S.A.,base.ec
bank_417,,Coop. De Ahorro Y Credito Base De Taura,base.ec
bank_418,,Casa De Valores Banrio S.A.,base.ec
bank_419,,Albion Casa De Valores S.A.,base.ec
bank_420,,Masvalores Casa De Valores S.A Cavamasa,base.ec
bank_421,,Casa De Valores Del Pacifico (Valpacifico) S.A.,base.ec
bank_422,,Casa De Valores Advfin S.A.,base.ec
bank_423,,Kapital One Casa De Valores S.A. Kaovalsa,base.ec
bank_424,,Plusbursatil Casa De Valores S.A,base.ec
bank_425,,Activa Ases.E Intermed.Valores Activalores Casa De,base.ec
bank_426,,Citadel Casa De Valores S.A.,base.ec
bank_427,,Decevale S.A.,base.ec
bank_428,,Coop. De A. Y C. Santa Lucia Ltda,base.ec
bank_429,,Coop. De A. Y C. Produactiva Ltda,base.ec
bank_430,,Coop. De A. Y C. Tamboloma Ltda.,base.ec
bank_431,,Coop De A. Y C. Pushak Runa Hombre Lider,base.ec
bank_432,,Coop. De A. Y C. 15 De Agosto Ltda.,base.ec
bank_433,,Coop. De A. Y C. Migrantes Del base.ec Ltda,base.ec
bank_434,,Cooperativa De Ahorro Y Credito Wuamanloma Ltda.,base.ec
bank_435,,Coop. De A. Y C. Salate Ltda.,base.ec
bank_436,,Coop. De A. Y C. Union Popular Ltda.,base.ec
bank_437,,Coac Achik Inti Ltda,base.ec
bank_438,,Coac El Migrante Solidario,base.ec
bank_439,,Coop Ac Las Naves,base.ec
bank_440,,Coop. De A. Y C. De Imbabura Amazonas,base.ec
bank_441,,Coop. A. Y C. De Indigenas Chuchuqui Ltda,base.ec
bank_442,,Coop. Ahorro Y Credito Focazsum Ltda.,base.ec
bank_443,,Coop. De A. Y C. Solidaria Ltda.- Cotopaxi,base.ec
bank_444,,Coop. De A. Y C. Unidad Y Progreso,base.ec
bank_445,,Coac Loja Internacional Ltda.,base.ec
bank_446,,Coac 23 De Enero,base.ec
bank_447,,Coac Obras Publicas Fiscales De Loja Y Zamora,base.ec
bank_448,,Coac Del Sind Chof Prof Virgen Del Cisne,base.ec
bank_449,,Coac San Miguel De Chirijos Ltda,base.ec
bank_450,,Coop. Ahorro Y Credito Quevedo Ltda.,base.ec
bank_451,,Coop. De A. Y C. El Altar Ltda.,base.ec
bank_452,,Coop. De A. Y C. Nueva Alianza De Chimborazo Ltda,base.ec
bank_453,,Coop. De A. Y C. Luis Felipe Duchicela Xxvii,base.ec
bank_454,,Coop. De A. Y C. Nizag Ltda.,base.ec
bank_455,,Coop. De A. Y C. Makita Kunchik,base.ec
bank_456,,Coop. De A. Y C. Cerrada Manuela Leon,base.ec
bank_457,,Coop. De A. Y C. El Buen Sembrador Ltda.,base.ec
bank_458,,Coac Sindicato De Choferes Profesionales De Yantza,base.ec
bank_459,,Coop. De A. Y C. 5 De Mayo De Santa Martha De Cuba,base.ec
