id,code,name,state_id:id
l10n_tr_nilvera_einvoice_extended_tax_office_245,215,Elmadağ Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_246,22101,Enez Malmüdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_247,22105,Lalapaşa Malmüdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_248,22106,Meriç Malmüdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_249,22108,Süloğlu Malmüdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_250,22201,Arda Vergi Dairesi Müdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_251,22260,Kırkpınar Vergi Dairesi Müdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_252,22261,Keşan Vergi Dairesi Müdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_253,22262,Uzunköprü Vergi Dairesi Müdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_254,22263,Havsa Vergi Dairesi Müdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_255,22264,İpsala Vergi Dairesi Müdürlüğü,base.state_tr_22
l10n_tr_nilvera_einvoice_extended_tax_office_256,23101,Ağın Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_257,23102,Baskil Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_258,23103,Karakoçan Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_259,23104,Keban Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_260,23105,Maden Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_261,23106,Palu Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_262,23107,Sivrice Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_263,23108,Arıcak Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_264,23109,Kovancılar Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_265,23110,Alacakaya Malmüdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_266,23201,Harput Vergi Dairesi Müdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_267,23280,Hazar Vergi Dairesi Müdürlüğü,base.state_tr_23
l10n_tr_nilvera_einvoice_extended_tax_office_268,24101,Çayırlı Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_269,24102,İliç Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_270,24103,Kemah Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_271,24104,Kemaliye Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_272,24105,Refahiye Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_273,24106,Tercan Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_274,24107,Üzümlü Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_275,24108,Otlukbeli Malmüdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_276,24260,Fevzipaşa Vergi Dairesi Müdürlüğü,base.state_tr_24
l10n_tr_nilvera_einvoice_extended_tax_office_277,250,Adana İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_278,251,5 Ocak Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_279,251,Üçkapılar Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_280,25101,Aşkale Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_281,25102,Çat Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_282,25103,Hınıs Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_283,25104,Horasan Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_284,25105,İspir Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_285,25106,Karayazı Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_286,25107,Narman Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_287,25108,Oltu Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_288,25109,Olur Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_289,25110,Pasinler Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_290,25111,Şenkaya Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_291,25112,Tekman Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_292,25113,Tortum Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_293,25114,Karaçoban Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_294,25115,Uzundere Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_295,25116,Pazaryolu Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_296,25117,Aziziye Malmüdürlüğü (Ilıca),base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_297,25118,Köprüköy Malmüdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_298,252,Yüreğir Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_299,252,Veraset ve İntikal Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_300,252,Kalekapı Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_301,25251,Aziziye Vergi Dairesi Müdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_302,25280,Kazımkarabekir Vergi Dairesi Müdürlüğü,base.state_tr_25
l10n_tr_nilvera_einvoice_extended_tax_office_303,253,Muratpaşa Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_304,253,Seyhan Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_305,253,Kavaklıdere Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_306,254,Ziyapaşa Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_307,254,Düden Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_308,254,Maltepe Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_309,255,Antalya Kurumlar Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_310,255,Çukurova Vergi Dairesi Müdürlüğü,base.state_tr_01
l10n_tr_nilvera_einvoice_extended_tax_office_311,255,Yenimahalle Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_312,256,Antalya İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_313,257,Çankaya Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_314,257,Korkuteli Vergi Dairesi Müdürlüğü,base.state_tr_07
l10n_tr_nilvera_einvoice_extended_tax_office_315,258,Kızılbey Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_316,259,Mithatpaşa Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_317,260,Dinar Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_318,260,Adıyaman Vergi Dairesi Müdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_319,260,Amasya Vergi Dairesi Müdürlüğü,base.state_tr_05
l10n_tr_nilvera_einvoice_extended_tax_office_320,260,Ağrı Vergi Dairesi Müdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_321,260,Artvin Vergi Dairesi Müdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_322,260,Nazilli Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_323,260,Ulus Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_324,261,Yıldırım Beyazıt Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_325,261,Bolvadin Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_326,261,Hopa Vergi Dairesi Müdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_327,261,Söke Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_328,261,Kahta Vergi Dairesi Müdürlüğü,base.state_tr_02
l10n_tr_nilvera_einvoice_extended_tax_office_329,261,Merzifon Vergi Dairesi Müdürlüğü,base.state_tr_05
l10n_tr_nilvera_einvoice_extended_tax_office_330,261,Doğubeyazıt Vergi Dairesi Müdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_331,26102,Mahmudiye Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_332,26103,Mihalıççık Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_333,26104,Sarıcakaya Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_334,26105,Seyitgazi Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_335,26107,Alpu Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_336,26108,Beylikova Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_337,26109,İnönü Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_338,26110,Günyüzü Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_339,26111,Han Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_340,26112,Mihalgazi Malmüdürlüğü,base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_341,262,Emirdağ Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_342,262,Çine Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_343,262,Patnos Vergi Dairesi Müdürlüğü,base.state_tr_04
l10n_tr_nilvera_einvoice_extended_tax_office_344,262,Gümüşhacıköy Vergi Dairesi Müdürlüğü,base.state_tr_05
l10n_tr_nilvera_einvoice_extended_tax_office_345,262,Arhavi Vergi Dairesi Müdürlüğü,base.state_tr_08
l10n_tr_nilvera_einvoice_extended_tax_office_346,262,Seğmenler Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_347,26250,Eskişehir Vergi Dairesi Başkanlığı (*),base.state_tr_26
l10n_tr_nilvera_einvoice_extended_tax_office_348,263,Sandıklı Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_349,263,Germencik Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_350,263,Taşova Vergi Dairesi Müdürlüğü,base.state_tr_05
l10n_tr_nilvera_einvoice_extended_tax_office_351,264,Dikimevi Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_352,264,Suluova Vergi Dairesi Müdürlüğü,base.state_tr_05
l10n_tr_nilvera_einvoice_extended_tax_office_353,264,İscehisar Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_354,265,Kuşadası Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_355,265,Doğanbey Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_356,266,Yeğenbey Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_357,268,Hitit Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_358,269,Yahya Galip Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_359,270,Muhammet Karagüzel Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_360,271,Ostim Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_361,27101,Araban Malmüdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_362,27105,Oğuzeli Malmüdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_363,27106,Yavuzeli Malmüdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_364,27107,Karkamış Malmüdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_365,27108,Nurdağı Malmüdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_366,272,Gölbaşı Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_367,27202,Nizip Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_368,27203,İslahiye Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_369,27250,Gaziantep İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_370,27251,Suburcu Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_371,27252,Şehitkâmil Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_372,27253,Şahinbey Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_373,27254,Gazikent Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_374,27255,Kozanlı Vergi Dairesi Müdürlüğü,base.state_tr_27
l10n_tr_nilvera_einvoice_extended_tax_office_375,273,Sincan Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_376,274,Dışkapı Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_377,275,Etimesgut Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_378,276,Başkent Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_379,277,Cumhuriyet Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_380,278,Keçiören Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_381,279,Kahramankazan Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_382,280,Anadolu İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_383,280,Kocatepe Vergi Dairesi Müdürlüğü,base.state_tr_03
l10n_tr_nilvera_einvoice_extended_tax_office_384,280,Güzelhisar Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_385,281,Didim Vergi Dairesi Müdürlüğü,base.state_tr_09
l10n_tr_nilvera_einvoice_extended_tax_office_386,281,Ankara İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_387,28101,Alucra Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_388,28103,Dereli Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_389,28104,Espiye Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_390,28105,Eynesil Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_391,28106,Görele Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_392,28107,Keşap Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_393,28108,Şebinkarahisar Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_394,28109,Tirebolu Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_395,28110,Piraziz Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_396,28111,Yağlıdere Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_397,28112,Çanakçı Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_398,28113,Güce Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_399,28114,Çamoluk Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_400,28115,Doğankent Malmüdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_401,282,Harçlar Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_402,28260,Giresun Vergi Dairesi Müdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_403,28261,Bulancak Vergi Dairesi Müdürlüğü,base.state_tr_28
l10n_tr_nilvera_einvoice_extended_tax_office_404,283,Ankara Kurumlar Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_405,284,İvedik Vergi Dairesi Müdürlüğü,base.state_tr_06
l10n_tr_nilvera_einvoice_extended_tax_office_406,29102,Kelkit Malmüdürlüğü,base.state_tr_29
l10n_tr_nilvera_einvoice_extended_tax_office_407,29103,Şiran Malmüdürlüğü,base.state_tr_29
l10n_tr_nilvera_einvoice_extended_tax_office_408,29104,Torul Malmüdürlüğü,base.state_tr_29
l10n_tr_nilvera_einvoice_extended_tax_office_409,29107,Köse Malmüdürlüğü,base.state_tr_29
l10n_tr_nilvera_einvoice_extended_tax_office_410,29108,Kürtün Malmüdürlüğü,base.state_tr_29
l10n_tr_nilvera_einvoice_extended_tax_office_411,29260,Gümüşhane Vergi Dairesi Müdürlüğü,base.state_tr_29
l10n_tr_nilvera_einvoice_extended_tax_office_412,30102,Çukurca Malmüdürlüğü,base.state_tr_30
l10n_tr_nilvera_einvoice_extended_tax_office_413,30103,Şemdinli Malmüdürlüğü,base.state_tr_30
l10n_tr_nilvera_einvoice_extended_tax_office_414,30104,Derecik Malmüdürlüğü,base.state_tr_30
l10n_tr_nilvera_einvoice_extended_tax_office_415,30260,Hakkari Vergi Dairesi Müdürlüğü,base.state_tr_30
l10n_tr_nilvera_einvoice_extended_tax_office_416,30261,Yüksekova Vergi Dairesi Müdürlüğü,base.state_tr_30
l10n_tr_nilvera_einvoice_extended_tax_office_417,31101,Altınözü Malmüdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_418,31103,Hassa Malmüdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_419,31108,Yayladağı Malmüdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_420,31109,Erzin Malmüdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_421,31110,Belen Malmüdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_422,31111,Kumlu Malmüdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_423,31201,23 Temmuz Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_424,31202,Sahil Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_425,31203,Antakya Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_426,31260,Dörtyol Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_427,31261,Kırıkhan Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_428,31262,Reyhanlı Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_429,31263,Samandağ Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_430,31280,Şükrükanatlı Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_431,31281,Akdeniz Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_432,31290,Asım Gündüz Vergi Dairesi Müdürlüğü,base.state_tr_31
l10n_tr_nilvera_einvoice_extended_tax_office_433,32101,Atabey Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_434,32103,Gelendost Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_435,32104,Keçiborlu Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_436,32105,Senirkent Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_437,32106,Sütçüler Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_438,32107,Şarkikaraağaç Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_439,32108,Uluborlu Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_440,32110,Aksu Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_441,32111,Gönen Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_442,32112,Yenişarbademli Malmüdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_443,32201,Davraz Vergi Dairesi Müdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_444,32260,Kaymakkapı Vergi Dairesi Müdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_445,32261,Eğirdir Vergi Dairesi Müdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_446,32262,Yalvaç Vergi Dairesi Müdürlüğü,base.state_tr_32
l10n_tr_nilvera_einvoice_extended_tax_office_447,33103,Gülnar Malmüdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_448,33104,Mut Malmüdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_449,33107,Aydıncık Malmüdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_450,33108,Bozyazı Malmüdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_451,33109,Çamlıyayla Malmüdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_452,33201,Erdemli Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_453,33202,Silifke Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_454,33203,Anamur Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_455,33204,Kızılmurat Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_456,33205,Şehitkerim Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_457,33250,İstiklâl Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_458,33252,Uray Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_459,33254,Liman Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_460,33255,Toros Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_461,33256,Mersin İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_33
l10n_tr_nilvera_einvoice_extended_tax_office_462,34203,Silivri Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_463,34204,Büyükçekmece Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_464,34205,Şile Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_465,34220,Haliç İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_466,34221,Vatan İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_467,34222,Çamlıca İhtisas Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_468,34223,Alemdağ Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_469,34224,Yenikapı Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_470,34230,Büyük Mükellefler Vergi Dairesi Başkanlığı (*),base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_471,34231,Boğaziçi Kurumlar Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_472,34232,Marmara Kurumlar Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_473,34234,Davutpaşa Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_474,34235,Esenler Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_475,34236,Fatih Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_476,34237,Küçükköy Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_477,34239,Merter Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_478,34242,Sultanbeyli Vergi Dairesi Müdürlüğü,base.state_tr_34
l10n_tr_nilvera_einvoice_extended_tax_office_479,34244,Anadolu Kurumlar Vergi Dairesi Müdürlüğü,base.state_tr_34
