id,country_id:id,name,code
state_ru_ad,base.ru,Republic of Adygeya,AD
state_ru_al,base.ru,Altai Republic,AL
state_ru_alt,base.ru,Altai Krai,ALT
state_ru_amu,base.ru,Amur Oblast,AMU
state_ru_ark,base.ru,Arkhangelsk Oblast,ARK
state_ru_ast,base.ru,Astrakhan Oblast,AST
state_ru_ba,base.ru,Republic of Bashkortostan,BA
state_ru_bel,base.ru,Belgorod Oblast,BEL
state_ru_bry,base.ru,Bryansk Oblast,BRY
state_ru_bu,base.ru,Republic of Buryatia,BU
state_ru_ce,base.ru,Chechen Republic,CE
state_ru_che,base.ru,Chelyabinsk Oblast,CHE
state_ru_chu,base.ru,Chukotka Autonomous Okrug,CHU
state_ru_cu,base.ru,Chuvash Republic,CU
state_ru_da,base.ru,Republic of Dagestan,DA
state_ru_in,base.ru,Republic of Ingushetia,IN
state_ru_irk,base.ru,Irkutsk Oblast,IRK
state_ru_iva,base.ru,Ivanovo Oblast,IVA
state_ru_kam,base.ru,Kamchatka Krai,KAM
state_ru_kb,base.ru,Kabardino-Balkarian Republic,KB
state_ru_kgd,base.ru,Kaliningrad Oblast,KGD
state_ru_kl,base.ru,Republic of Kalmykia,KL
state_ru_klu,base.ru,Kaluga Oblast,KLU
state_ru_kc,base.ru,Karachay–Cherkess Republic,KC
state_ru_kr,base.ru,Republic of Karelia,KR
state_ru_kem,base.ru,Kemerovo Oblast,KEM
state_ru_kha,base.ru,Khabarovsk Krai,KHA
state_ru_kk,base.ru,Republic of Khakassia,KK
state_ru_khm,base.ru,Khanty-Mansi Autonomous Okrug,KHM
state_ru_kir,base.ru,Kirov Oblast,KIR
state_ru_ko,base.ru,Komi Republic,KO
state_ru_kos,base.ru,Kostroma Oblast,KOS
state_ru_kda,base.ru,Krasnodar Krai,KDA
state_ru_kya,base.ru,Krasnoyarsk Krai,KYA
state_ru_kgn,base.ru,Kurgan Oblast,KGN
state_ru_krs,base.ru,Kursk Oblast,KRS
state_ru_len,base.ru,Leningrad Oblast,LEN
state_ru_lip,base.ru,Lipetsk Oblast,LIP
state_ru_mag,base.ru,Magadan Oblast,MAG
state_ru_me,base.ru,Mari El Republic,ME
state_ru_mo,base.ru,Republic of Mordovia,MO
state_ru_mos,base.ru,Moscow Oblast,MOS
state_ru_mow,base.ru,Moscow,MOW
state_ru_mur,base.ru,Murmansk Oblast,MUR
state_ru_niz,base.ru,Nizhny Novgorod Oblast,NIZ
state_ru_ngr,base.ru,Novgorod Oblast,NGR
state_ru_nvs,base.ru,Novosibirsk Oblast,NVS
state_ru_oms,base.ru,Omsk Oblast,OMS
state_ru_ore,base.ru,Orenburg Oblast,ORE
state_ru_orl,base.ru,Oryol Oblast,ORL
state_ru_pnz,base.ru,Penza Oblast,PNZ
state_ru_per,base.ru,Perm Krai,PER
state_ru_pri,base.ru,Primorsky Krai,PRI
state_ru_psk,base.ru,Pskov Oblast,PSK
state_ru_ros,base.ru,Rostov Oblast,ROS
state_ru_rya,base.ru,Ryazan Oblast,RYA
state_ru_sa,base.ru,Sakha Republic (Yakutia),SA
state_ru_sak,base.ru,Sakhalin Oblast,SAK
state_ru_sam,base.ru,Samara Oblast,SAM
state_ru_spe,base.ru,Saint Petersburg,SPE
state_ru_sar,base.ru,Saratov Oblast,SAR
state_ru_se,base.ru,Republic of North Ossetia–Alania,SE
state_ru_smo,base.ru,Smolensk Oblast,SMO
state_ru_sta,base.ru,Stavropol Krai,STA
state_ru_sve,base.ru,Sverdlovsk Oblast,SVE
state_ru_tam,base.ru,Tambov Oblast,TAM
state_ru_ta,base.ru,Republic of Tatarstan,TA
state_ru_tom,base.ru,Tomsk Oblast,TOM
state_ru_tul,base.ru,Tula Oblast,TUL
state_ru_tve,base.ru,Tver Oblast,TVE
state_ru_tyu,base.ru,Tyumen Oblast,TYU
state_ru_ty,base.ru,Tyva Republic,TY
state_ru_ud,base.ru,Udmurtia,UD
state_ru_uly,base.ru,Ulyanovsk Oblast,ULY
state_ru_vla,base.ru,Vladimir Oblast,VLA
state_ru_vgg,base.ru,Volgograd Oblast,VGG
state_ru_vlg,base.ru,Vologda Oblast,VLG
state_ru_vor,base.ru,Voronezh Oblast,VOR
state_ru_yan,base.ru,Yamalo-Nenets Autonomous Okrug,YAN
state_ru_yar,base.ru,Yaroslavl Oblast,YAR
state_ru_yev,base.ru,Jewish Autonomous Oblast,YEV
