"id","name","code","account_type","note","chart_template_id/id","nocreate","reconcile"
"chartgr_33_13_07","Παρακρατημένος φόρος εισοδήματος από συμμετοχές σε ΕΠΕ, ΟΕ και ΕΕ και κοινοπραξίες εκτέλεσης τεχνικών έργων ημεδαπής","33.13.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_10","Παρακρατημένος φόρος εισοδήματος από πωλήσεις στο Ελλ.Δημόσιο","33.13.10","asset_current","4% για αγαθά, 8% για υπηρεσίες και 1%  για πετρελαιοειδή (πωλήσεις στο Δημόσιο).","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_90","Συμψηφιστέος στην επόμενη χρήση Φ.Π.Α.","33.13.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_99","Λοιποί παρακρατημένοι φόροι εισοδήματος","33.13.99","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_14_00","Απαιτήσεις από ειδικές επιχορηγήσεις","33.14.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_14_01","Δασμοί και λοιποί φόροι εισαγωγής προς επιστροφή","33.14.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_15","Λογαριασμοί ενεργοποίησης εγγυήσεων προμηθευτών σε δρχ. (Guarantie)","33.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_16","Λογαριασμοί ενεργοποίησης εγγυήσεων προμηθευτών σε Ξ.Ν. (Guarantie)","33.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_17","Λογαριασμοί δεσμευμένων (BLOQUE) καταθέσεων σε δρχ","33.17","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_18","Λογαριασμοί δεσμευμένων (BLOQUE) καταθέσεων σε Ξ.Ν.","33.18","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_19","Μακροπρόθεσμες απαιτήσεις εισπρακτέες στην επόμενη χρήση σε δρχ","33.19","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_20","Μακροπρόθεσμες απαιτήσεις εισπρακτέες στην επόμενη χρήση σε Ξ.Ν.","33.20","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_21","Βραχυπρόθεσμες απαιτήσεις κατά λοιπών συμμετοχικού ενδιαφέροντος επιχειρήσεων σε δρχ","33.21","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_22","Βραχυπρόθεσμες απαιτήσεις κατά λοιπών συμμετοχικού ενδιαφέροντος επιχειρήσεων σε Ξ.Ν.","33.22","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_90","Επιταγές εισπρακτέες μεταχρονολογημένες","33.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_91","Επιταγές σε καθυστέρηση","33.91","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_95","Λοιποί χρεώστες διάφοροι, δρχ.","33.95","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_96","Λοιποί χρεώστες διάφοροι, Ξ.Ν.","33.96","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_97","Χρεώστες επισφαλείς","33.97","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_98","Επίδικες απαιτήσεις κατά Ελληνικού Δημοσίου","33.98","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_99","Λοιποί χρεώστες επίδικοι","33.99","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_00","Μετοχές εισηγμένες στο Χρηματιστήριο εταιριών εσωτερικού","34.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_01","Μετοχές μη εισηγμένες στο Χρηματιστήριο εταιριών εσωτερικού","34.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_02","Ανεξόφλητες μετοχές εισηγμένες στο Χρηματιστήριο εταιριών εσωτερικού","34.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_03","Ανεξόφλητες μετοχές μη εισηγμένες στο Χρηματιστήριο εταιριών εσωτερικού","34.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_04","Μερισματοαποδείξεις εισπρακτέες μετοχών εταιριών εσωτερικού","34.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_05","Ομολογίες ελληνικών δανείων","34.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_06","Ανεξόφλητες ομολογίες ελληνικών δανείων","34.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_07","Μερίδια αμοιβαίων κεφαλαίων εσωτερικού","34.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_08","Έντοκα γραμμάτια Ελληνικού Δημοσίου","34.08","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_09","Λοιπά χρεώγραφα εσωτερικού","34.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_10","Μετοχές εισηγμένες στο Χρηματιστήριο εταιριών εξωτερικού","34.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_11","Μετοχές μη εισηγμένες στο Χρηματιστήριο εταιριών εξωτερικού","34.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_12","Ανεξόφλητες μετοχές εισηγμένες στο Χρηματιστήριο εταιριών εξωτερικού","34.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_13","Ανεξόφλητες μετοχές μη εισηγμένες στο Χρηματιστήριο εταιριών εξωτερικού","34.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_14","Μερισματοαποδείξεις εισπρακτέες μετοχών εταιριών εξωτερικού","34.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_15","Ομολογίες αλλοδαπών δανείων","34.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_16","Ανεξόφλητες ομολογίες αλλοδαπών δανείων","34.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_17","Μερίδια αμοιβαίων κεφαλαίων εξωτερικού","34.17","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_19","Λοιπά χρεώγραφα εξωτερικού","34.19","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_20","Προεγγραφές σε υπό έκδοση μετοχές εταιριών εσωτερικού","34.20","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_21","Προεγγραφές σε υπό έκδοση μετοχές εταιριών εξωτερικού","34.21","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_22","Προεγγραφές σε ομολογιακά δάνεια εσωτερικού","34.22","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_23","Προεγγραφές σε ομολογιακά δάνεια εξωτερικού","34.23","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_24","Χρεώγραφα σε τρίτους για εγγύηση ","34.24","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_25","Ίδιες μετοχές ","34.25","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_91","Όμολογα Ελληνικού Δημοσίου","34.91","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_92","Τραπεζικά Ομόλογα","34.92","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_99","Προβλέψεις για υποτιμήσεις","34.99","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_00","Εκτελωνιστές - Λογ/σμοι πρός απόδοση","35.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_01","Προσωπικό - Λογ/σμοι πρός απόδοση","35.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_02","Λοιποί συνεργάτες τρίτοι - Λογ/σμοι πρός απόδοση","35.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_03","Πάγιες προκαταβολές","35.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_04","Πιστώσεις υπέρ τρίτων","35.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_00","Έξοδα επομένων χρήσεων","36.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_01","Έσοδα χρήσης εισπρακτέα","36.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_02","Αγορές υπό παραλαβή","36.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_03","Εκπτώσεις επί αγορών χρήσης υπό διακανονισμό","36.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_01","Διάμεσος λογ/σμός πρός απόδοση","38.01","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_02","Ληγμένα τοκομερίδια για είσπραξη","38.02","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_04","Καταθέσεις προθεσμίας σε δρχ.","38.04","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_05","Καταθέσεις όψης σε Ξ.Ν.","38.05","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_06","Καταθέσεις προθεσμίας σε Ξ.Ν.","38.06","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_30","Πελάτες ","39.30","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_31","Γραμμάτια εισπρακτέα","39.31","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_32","Παραγγελίες στο εξωτερικό","39.32","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_33","Χρεώστες Διάφοροι","39.33","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_34","Χρεώγραφα","39.34","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_35","Λογαρ.διαχειρίσεως Προκατ/λών και πιστώσεων","39.35","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_36","Μεταβατικοί λογαριασμοί Ενεργητικού","39.36","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_38","Χρηματικά Διαθέσιμα","39.38","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_00","Καταβεβλημένο μετοχικό κεφάλαιο κοινών μετοχών","40.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_01","Καταβεβλημένο μετοχικό κεφάλαιο προνομιούχων μετοχών","40.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_02","Οφειλόμενο μετοχικό κεφάλαιο κοινών μετοχών","40.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_03","Οφειλόμενο μετοχικό κεφάλαιο προνομιούχων μετοχών","40.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_04","Κοινό μετοχικό κεφάλαιο αποσβεσμένο","40.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_05","Προνομιούχο μετοχικό κεφάλαιο αποσβεσμένο","40.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_06","Εταιρικό κεφάλαιο","40.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_07","Κεφάλαιο ατομικών επιχειρήσεων","40.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_90","Αμοιβαίο κεφάλαιο","40.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_91","Καταβλήμενο συνεταιρικό κεφάλαιο","40.91","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_92","Οφειλόμενο συνεταιρικό κεφάλαιο","40.92","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_00","Καταβλημένη διαφορά από έκδοση μετοχών υπέρ άρτιο","41.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_01","Όφειλόμενη διαφορά από έκδοση μετοχών υπέρ άρτιο","41.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_02","Τακτικό αποθεματικό","41.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_03","Αποθεματικά καταστατικού","41.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_04","Ειδικά αποθεματικά","41.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_05","Έκτακτα αποθεματικά","41.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_06","Διαφορές από αναπροσασμογή αξίας συμμετοχών και χρεωγράφων","41.06","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_07","Διαφορές από αναπροσασμογή αξίας λοιπών περιουσιακών στοιχείων","41.07","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_08","Αφορολόγητα αποθεματικά ειδικών διατάξεων νόμων","41.08","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_09","Αποθεματικό για ίδιες μετοχές","41.09","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_10","Επιχορηγήσεις παγίων επενδύσεων","41.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_90","Αποθεματικά από απαλλασσόμενα της φορολογίας έσοδα","41.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_91","Αποθεματικά από έσοδα φορολογηθέντα κατ'ειδικό τρόπο","41.91","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_92","Αφορολόγητα κέρδη τεχνικών και οικοδομικών επιχειρήσεων","41.92","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_95","Διαφορά από εισφορά μηχανολογικού εξοπλισμού ως συμμετοχή μας σε εταιρία εξωτερικού","41.95","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_00","Υπόλοιπο κερδών εις νέο","42.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_01","Υπόλοιπο ζημιών χρήσης εις νέο","42.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_02","Υπόλοιπο ζημιών προηγουμένων χρήσεων","42.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_03","Ζημιές πολυετούς απόσβεσης","42.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_04","Διαφορές φορολογικού ελένχου","42.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_00","Καταθέσεις μετόχων","43.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_01","Καταθέσεις εταίρων","43.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_02","Διαθέσιμα μερίσματα χρήσης για αύξηση μετοχικού κεφαλαίου","43.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_90","Αποθεματικά διατιθέμενα για αύξηση κεφαλαίου","43.90","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_00_00","Σχηματισμένες προβλέψεις","44.00.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_00_01","Χρησιμοποιημένες προβλέψεις","44.00.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_09_00","Σχηματισμένες προβλέψεις","44.09.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_09_01","Χρησιμοποιημένες προβλέψεις","44.09.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_10","Προβλέψεις απαξιώσεων και υποτιμήσεων γηπέδων","44.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_11","Προβλέψεις για επισφαλείς απαιτήσεις","44.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_12","Προβλέψεις για εξειρετικούς κινδύνους και έκτακτα έξοδα","44.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_13","Προβλέψεις για έξοδα προηγουμένων χρήσεων","44.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_14","Προβλέψεις για συναλλαγματικές διαφορές από αποτίμηση απαιτήσεων και λοιπών υποχρεώσεων","44.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_15","Προβλέψεις για συναλλαγματικές διαφορές από πιστώσεις και δάνεια για κτήση παγίων","44.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_98","Λοιπές έκτακτες προβλέψεις","44.98","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_00","Ομολογιακά δάνεια σε δρχ. μη μετατρέψιμα σε μετοχές","45.00","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_01","Ομολογιακά δάνεια σε δρχ. μετατρέψιμα σε μετοχές","45.01","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_02","Ομολογιακά δάνεια σε δρχ.με ρήτρα Ξ.Ν. μη μετατρέψιμα σε μετοχές","45.02","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_03","Ομολογιακά δάνεια σε δρχ.με ρήτρα Ξ.Ν. μετατρέψιμα σε μετοχές","45.03","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_04","Ομολογιακά δάνεια σε Ξ.Ν. μη μετατρέψιμα σε μετοχές","45.04","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_05","Ομολογιακά δάνεια σε Ξ.Ν. μετατρέψιμα σε μετοχές","45.05","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_10","Τράπεζες - λογ/σμοί μακροπροθέσμων υποχρεώσεων σε δρχ.","45.10","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_11","Τράπεζες - λογ/σμοί μακρ/σμων υποχρεώσεων σε δρχ.με ρήτρα Ξ.Ν.","45.11","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_12","Τράπεζες - λογ/σμοί μακροπροθέσμων υποχρεώσεων σε Ξ.Ν.","45.12","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_13","Ταμιευτήρια - λογ/σμοί μακροπροθέσμων υποχρεώσεων ","45.13","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_14","Μακροπρόθεσμες υποχρεώσεις προς συνδεδεμένες επιχειρήσεις σε δρχ.","45.14","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_15","Μακροπρόθεσμες υποχρεώσεις προς συνδεδεμένες επιχειρήσεις σε Ξ.Ν.","45.15","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_16","Μακροπρόθεσμες υποχρεώσεις προς λοιπές συμμετοχικού ενδιαφέροντος επιχειρήσεις σε δρχ.","45.16","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_17","Μακροπρόθεσμες υποχρεώσεις προς λοιπές συμμετοχικού ενδιαφέροντος επιχειρήσεις σε Ξ.Ν.","45.17","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_18","Μακροπρόθεσμες υποχρεώσεις προς εταίρους και διοικούντες","45.18","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_19","Γραμμάτια πληρωτέα σε δρχ.","45.19","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_20","Γραμμάτια πληρωτέα σε Ξ.Ν.","45.20","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_21","Γραμμάτια πληρωτέα έκδοσης Ν.Π.Δ.Δ. Και Δημοσίων Επιχειρήσεων","45.21","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_22","Ελληνικό Δημόσιο (οφειλόμενη φόροι)","45.22","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_23","Ασφαλιστικοί Οργανισμοί","45.23","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_24","Μη δεδουλευμένοι τόκοι γραμματίων πληρωτέων σε δρχ.","45.24","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_25","Μη δεδουλευμένοι τόκοι γραμματίων πληρωτέων σε Ξ.Ν.","45.25","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_26","Μη δεδουλευμένοι τόκοι γραμματίων πληρωτέων έκδοσης Ν.Π.Δ.Δ. και Δημοσίων Επιχειρήσεων (αντίθετος λογ/σμός)","45.26","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_98","Λοιπές μακροπρόθεσμες υποχρεώσεις σε δρχ.","45.98","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_99","Λοιπές μακροπρόθεσμες υποχρεώσεις σε Ξ.Ν.","45.99","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_44","Προβλέψεις","49.44","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_45","Μακροπρόθεσμες υποχρεώσεις","49.45","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_48","Λογαριασμοί Συνδέσμου με λοιπά υποκαταστήματα","49.48","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_00","Προμηθευτές εσωτερικού","50.00","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_50_01","Προμηθευτές εξωτερικού","50.01","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_02","Ελληνικό Δημόσιο","50.02","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_03","ΝΠΔΔ και Δημόσιες Επιχειρήσεις","50.03","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_04","Προμηθευτές -  Εγγυήσεις ειδών συσκευασίας","50.04","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_05","Προκαταβολές σε προμηθευτές","50.05","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_06","Προμηθευτές - Παρακρατημένες εγγυήσεις","50.06","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_07","Προμηθευτές αντίθετος λοαριασμός, ειδών συσκευασίας","50.07","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_08","Προμηθευτές αντίθετος λοαριασμός, παγίων στοιχείων","50.08","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_90","Τρίτοι λογ/σμοί πωλήσεων εμπορευμάτων για λογαριασμό τους ","50.90","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_00","Γραμμάτια πληρωτέα σε δρχ.","51.00","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_01","Γραμμάτια πληρωτέα σε Ξ.Ν.","51.01","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_02","Γραμμάτια πληρωτέα εκδόσης Ν.Π.Δ.Δ. Και Δημοσίων Επιχειρήσεων","51.02","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_03","Μη δεδουλευμένοι τόκοι γραμματίων πληρωτέων σε δρχ","51.03","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_04","Μη δεδουλευμένοι τόκοι γραμματίων πληρωτέων σε Ξ.Ν.","51.04","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_05","Μη δεδουλευμένοι τόκοι γραμματίων πληρωτέων  εκδόσης Ν.Π.Δ.Δ.  και Δημοσίων Επιχειρήσεων (αντίθετος λογαριασμός)","51.05","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_90","Υποχρεωτικές επιστολές πληρωτέες σε δρχ","51.90","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_91","Υποχρεωτικές επιστολές πληρωτέες σε Ξ.Ν.","51.91","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_52_00","Τράπεζα Α'","52.00","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_52_01","Τράπεζα Β'","52.01","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_52_99","Λοιπές τράπεζες","52.99","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_00","Αποδοχές προσωπικού πληρωτέες","53.00","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_01","Μερίσματα πληρωτέα","53.01","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_02","Προμερίσματα πληρωτέα","53.02","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_03","Οφειλόμενες αμοιβές προσωπικού","53.03","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_04","Ομολογίες πληρωτέες","53.04","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_05","Τοκομερίδια πληρωτέα","53.05","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_06","Οφειλόμενες δόσεις προσωπικού","53.06","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_07","Οφειλόμενες δόσεις ομολογιών και λοιπών χρεωγράφων","53.07","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_08","Δικαιούχοι αμοιβών","53.08","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_09","Δικαιούχοι χρηματικών εγγυήσεων","53.09","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_10","Βραχυπρόθεσμες υποχρεώσεις προς συνδεδεμένες επιχειρήσεις σε δρχ","53.10","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_11","Βραχυπρόθεσμες υποχρεώσεις προς συνδεδεμένες επιχειρήσεις σε Ξ.Ν.","53.11","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_12","Βραχυπρόθεσμες υποχρεώσεις προς λοιπές συμμετοχικού ενδιαφέροντος  επιχειρήσεις σε δρχ","53.12","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_13","Βραχυπρόθεσμες υποχρεώσεις προς λοιπές συμμετοχικού ενδιαφέροντος  επιχειρήσεις σε Ξ.Ν.","53.13","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_14","Βραχυπρόθεσμες υποχρεώσεις προς εταίρους","53.14","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_15","Δικαιούχοι ομολογιούχοι παροχών επί πλέον τόκου","53.15","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
