"id","name","description","invoice_label","type_tax_use","l10n_in_tax_type","amount_type","amount","tax_scope","active","tax_group_id","is_base_affected","include_base_amount","children_tax_ids","formula","sequence","l10n_in_reverse_charge","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","fiscal_position_ids","original_tax_ids","l10n_in_is_lut","is_withholding_tax"
"igst_sale_18_exp_lut","18% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 18%","sale","gst","percent","18.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_18","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_12_exp_lut","12% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 12%","sale","gst","percent","12.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_12","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_5_exp_lut","5% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 5%","sale","gst","percent","5.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_5","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_40_exp_lut","40% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 40%","sale","gst","percent","40.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_40","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_0_sez_lut","0% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  0%","sale","gst","percent","0.0","","False","igst_group","","","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","exempt_sale,nil_rated_sale,non_gst_supplies_sale","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_1_sez_lut","1% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  1%","sale","gst","percent","1.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_1","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_2_sez_lut","2% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  2%","sale","gst","percent","2.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_2","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_28_sez_lut","28% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  28%","sale","gst","percent","28.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_28","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_18_sez_lut","18% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  18%","sale","gst","percent","18.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_18","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_12_sez_lut","12% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  12%","sale","gst","percent","12.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_12","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_5_sez_lut","5% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT)  5%","sale","gst","percent","5.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_5","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_40_sez_lut","40% IGST S (SEZ-LUT)","IGST (Special Economic Zone under LUT)","IGST (SEZ-LUT) 40%","sale","gst","percent","40.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","sgst_sale_40","True",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_18_rc","18% IGST RC","IGST (RC)","IGST 18%","sale","gst","percent","18.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","fiscal_position_in_reverse_charge_inter","sgst_sale_18","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p11237","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11237","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p11237","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11237","","","","",""
"sgst_sale_9_rc","9% SGST RC","SGST (RC)","SGST 9%","none","gst","percent","9.0","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","fiscal_position_in_reverse_charge_intra","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p11237","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11237","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p11237","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11237","","","","",""
"cgst_sale_9_rc","9% CGST RC","CGST (RC)","CGST 9%","none","gst","percent","9.0","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","fiscal_position_in_reverse_charge_intra","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p11237","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11237","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p11237","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11237","","","","",""
"sgst_sale_18_rc","18% GST RC","GST (RC)","GST 18%","sale","","group","18.0","","False","gst_group","","","sgst_sale_9_rc,cgst_sale_9_rc","","","True","","","","","","fiscal_position_in_reverse_charge_intra","sgst_sale_18","",""
"igst_sale_5_rc","5% IGST RC","IGST (RC)","IGST 5%","sale","gst","percent","5.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","fiscal_position_in_reverse_charge_inter","sgst_sale_5","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p11237","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11237","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p11237","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11237","","","","",""
"sgst_sale_2_5_rc","2.5% SGST RC","SGST (RC)","SGST 2.5%","none","gst","percent","2.5","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","fiscal_position_in_reverse_charge_intra","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p11237","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11237","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p11237","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11237","","","","",""
"cgst_sale_2_5_rc","2.5% CGST RC","CGST (RC)","CGST 2.5%","none","gst","percent","2.5","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","fiscal_position_in_reverse_charge_intra","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p11237","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11237","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p11237","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11237","","","","",""
"sgst_sale_5_rc","5% GST RC","GST (RC)","GST 5%","sale","","group","5.0","","False","gst_group","","","sgst_sale_2_5_rc,cgst_sale_2_5_rc","","","True","","","","","","fiscal_position_in_reverse_charge_intra","sgst_sale_5","",""
"sgst_purchase_2_5_composition","2.5% SGST P (No ITC)","SGST P","SGST 2.5%","none","gst","percent","2.5","","False","sgst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_sgst","fiscal_position_in_intra_state","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_2_5_composition","2.5% CGST P (No ITC)","CGST P","CGST 2.5%","none","gst","percent","2.5","","False","cgst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_cgst","fiscal_position_in_intra_state","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_5_composition","5% GST P (No ITC)","GST P","GST 5%","purchase","","group","5.0","","False","gst_group","","","sgst_purchase_2_5_composition,cgst_purchase_2_5_composition","","","False","","","","","","fiscal_position_in_intra_state","","",""
"sgst_purchase_9_composition","9% SGST P (No ITC)","SGST P","SGST 9%","none","gst","percent","9.0","","False","sgst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_sgst","fiscal_position_in_intra_state","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_9_composition","9% CGST P (No ITC)","CGST P","CGST 9%","none","gst","percent","9.0","","False","cgst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_cgst","fiscal_position_in_intra_state","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_18_composition","18% GST P (No ITC)","GST P","GST 18%","purchase","","group","18.0","","False","gst_group","","","sgst_purchase_9_composition,cgst_purchase_9_composition","","","False","","","","","","fiscal_position_in_intra_state","","",""
"sgst_purchase_20_composition","20% SGST P (No ITC)","SGST P","SGST 20%","none","gst","percent","20.0","","False","sgst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_sgst","fiscal_position_in_intra_state","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_20_composition","20% CGST P (No ITC)","CGST P","CGST 20%","none","gst","percent","20.0","","False","cgst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_cgst","fiscal_position_in_intra_state","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_40_composition","40% GST P (No ITC)","GST P","GST 40%","purchase","","group","40.0","","False","gst_group","","","sgst_purchase_20_composition,cgst_purchase_20_composition","","","False","","","","","","fiscal_position_in_intra_state","","",""
"igst_purchase_5_composition","5% IGST P (No ITC)","IGST P","IGST 5%","purchase","gst","percent","5.0","","False","igst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_igst","fiscal_position_in_inter_state","sgst_purchase_5_composition","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_igst","","","",""
"igst_purchase_18_composition","18% IGST P (No ITC)","IGST P","IGST 18%","purchase","gst","percent","18.0","","False","igst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_igst","fiscal_position_in_inter_state","sgst_purchase_18_composition","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_igst","","","",""
"igst_purchase_40_composition","40% IGST P (No ITC)","IGST P","IGST 40%","purchase","gst","percent","40.0","","False","igst_group","","","","","","False","","base","invoice","","l10n_in.tax_tag_base_igst","fiscal_position_in_inter_state","sgst_purchase_40_composition","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","","l10n_in.tax_tag_igst","","","",""
"tds_sale_5_us_392_1","5% TDS 392(1) SALARY S","TDS @5% on Salary","TDS @5% u/s 392(1)","sale","tds","percent","-5","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_1_i","2% TDS 393(1) SI.1(i) INSU COMM S","TDS @2% on Insurance Commission - Person other than Company","TDS @2% u/s 393(1) SI.1(i)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_1_i","10% TDS 393(1) SI.1(i) INSU COMM S","TDS @10% on Insurance Commission - Domestic Company","TDS @10% u/s 393(1) SI.1(i)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_1_ii","2% TDS 393(1) SI.1(ii) COMM/BROK S","TDS @2% on commission/brokerage (other than insurance)","TDS @2% u/s 393(1) SI.1(ii)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_2_i","2% TDS 393(1) SI.2(i) RENT S","TDS @2% on rent paid by non-specified person","TDS @2% u/s 393(1) SI.2(i)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_2_us_393_1_2_ii_a","2% TDS 393(1) SI.2(ii) D(a) RENT MACH S","TDS @2% on rent of machinery/plant/equipment (specified person)","TDS @2% u/s 393(1) SI.2(ii) D(a)","sale","tds","percent","-2","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_2_ii_b","10% TDS 393(1) SI.2(ii) D(b) RENT LAND S","TDS @10% on rent of land/building/furniture/fittings (specified person)","TDS @10% u/s 393(1) SI.2(ii) D(b)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_1_us_393_1_3_i","1% TDS 393(1) SI.3(i) IMM PROP S","TDS @1% on consideration for immovable property transfer (higher of consideration or stamp duty value)","TDS @1% u/s 393(1) SI.3(i)","sale","tds","percent","-1","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_3_ii","10% TDS 393(1) SI.3(ii) PROP 67(14) S","TDS @10% on consideration for property transfer under section 67(14) agreement","TDS @10% u/s 393(1) SI.3(ii)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_3_iii","10% TDS 393(1) SI.3(iii) COMP ACQ S","TDS @10% on compensation/consideration for compulsory acquisition of immovable property","TDS @10% u/s 393(1) SI.3(iii)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_4_i","10% TDS 393(1) SI.4(i) MF UNITS S","TDS @10% on income from Mutual Fund units / specified undertaking / specified company","TDS @10% u/s 393(1) SI.4(i)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_4_ii","10% TDS 393(1) SI.4(ii) BT DIST S","TDS @10% on distributed income payable by Business Trust to unitholders (Sch V SI. 3 & 4)","TDS @10% u/s 393(1) SI.4(ii)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_4_iii","10% TDS 393(1) SI.4(iii) INV FUND S","TDS @10% on income from Investment Fund units (other than exempt portion)","TDS @10% u/s 393(1) SI.4(iii)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_4_iv","10% TDS 393(1) SI.4(iv) SEC TRUST S","TDS @10% on income from investment in Securitisation Trust","TDS @10% u/s 393(1) SI.4(iv)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_5_i","10% TDS 393(1) SI.5(i) INT SEC S","TDS @10% on income by way of interest on securities","TDS @10% u/s 393(1) SI.5(i)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_5_ii_a","10% TDS 393(1) SI.5(ii) D(a) INT BANK SR CI S","TDS @10% on interest other than securities paid by banking company/co-operative society/post office to a senior citizen","TDS @10% u/s 393(1) SI.5(ii) D(a)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
"tds_sale_10_us_393_1_5_ii_b","10% TDS 393(1) SI.5(ii) D(b) INT BANK OTH S","TDS @10% on interest other than securities paid by banking company/co-operative society/post office to a person other than senior citizen","TDS @10% u/s 393(1) SI.5(ii) D(b)","sale","tds","percent","-10","","False","tds_it_act_25_group","False","","","","","","100","base","invoice","","","","","","True"
"","","","","","","","","","","","","","","","","","100","tax","invoice","p10058","","","","",""
"","","","","","","","","","","","","","","","","","100","base","refund","","","","","",""
"","","","","","","","","","","","","","","","","","100","tax","refund","p10058","","","","",""
