id,name,applicability
vat_tag_0101,VAT on Sales and other outputs,taxes
vat_tag_0102,VAT on acquisitions from other EC Member states,taxes
vat_tag_0103,VAT reclaimed on purchases (EC included),taxes
vat_tag_0103b,VAT reclaimed on purchases (EC included) bis,taxes
vat_tag_0202,Total value of sales ex VAT (box 8 included),taxes
vat_tag_0201,Total value of EC sales ex VAT,taxes
vat_tag_0203,Total value of purchases ex VAT,taxes
vat_tag_0204,Total value of EC purchases ex VAT,taxes
