id,name,country_id/id
tax_group_0,TAX 0%,base.uk
tax_group_5,TAX 5%,base.uk
tax_group_125,TAX 12.5%,base.uk
tax_group_175,TAX 17.5%,base.uk
tax_group_20,TAX 20%,base.uk
tax_group_0RC,Reverse Charge: Customer to pay VAT to HMRC (0%),base.uk
tax_group_5RC,Reverse Charge: Customer to pay VAT to HMRC (5%),base.uk
tax_group_125RC,Reverse Charge: Customer to pay VAT to HMRC (12.5%),base.uk
tax_group_20RC,Reverse Charge: Customer to pay VAT to HMRC (20%),base.uk
