id,name,country_id/id
tax_group_pdv_0,PDV 0%,base.hr
tax_group_pdv_5,PDV 5%,base.hr
tax_group_pdv_13,PDV 13%,base.hr
tax_group_pdv_25,PDV 25%,base.hr

