"id","country_id/id","name","code"
state_bd_a,base.bd,"Barishal","BD-A"
state_bd_b,base.bd,"Chattogram","BD-B"
state_bd_c,base.bd,"Dhaka","BD-C"
state_bd_d,base.bd,"Khulna","BD-D"
state_bd_e,base.bd,"Rajshahi","BD-E"
state_bd_f,base.bd,"Rangpur","BD-F"
state_bd_g,base.bd,"Sylhet","BD-G"
state_bd_h,base.bd,"Mymensingh","BD-H"
