"id","sequence","name","auto_apply","vat_required","country_id","country_group_id","tax_ids/tax_src_id","tax_ids/tax_dest_id"
"fiscal_position_template_1","1","National","1","","base.cg","","",""
"fiscal_position_template_2","3","International","1","","","","",""
"","","","","","","","tva_sale_18_9","tva_export_0"
"","","","","","","","tva_purchase_18_9","tva_import_0"
